geoid,borough,year,median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units
011700,Manhattan,2009,1977.814053874603,80667.73575356974,1871,965,1410,215
011700,Queens,2009,1227.0,58750.0,4022,3047,1842,80
011701,Bronx,2009,895.9247844808613,9849.243244722084,1257,60,508,17
011702,Bronx,2009,1139.0,7647.0,1301,55,116,16
011800,Bronx,2009,1223.6001077824685,71815.08833158482,5011,4003,1898,115
011800,Brooklyn,2009,992.0,41023.0,2367,325,609,71
011800,Manhattan,2009,2001.0,120030.0,9400,8746,6854,1424
011800,Queens,2009,1359.8175196229813,50943.340312405446,2547,195,690,27
011900,Bronx,2009,850.0444210447378,17578.0942710019,5262,64,1940,140
011900,Manhattan,2009,558.0,12538.0,1071,652,1091,56
011900,Queens,2009,1158.0,50750.0,1746,1373,879,41
011901,Brooklyn,2009,1187.4574900288978,61026.3705649683,1510,527,585,17
011902,Brooklyn,2009,1626.6237364073406,67982.36351488782,127,51,52,0
012000,Brooklyn,2009,1227.3674020240016,28638.343941974224,1219,15,300,1
012000,Manhattan,2009,2001.0,157601.0,4089,3562,2698,527
012000,Queens,2009,1242.0,62656.0,2772,220,630,31
012100,Brooklyn,2009,1331.0,55357.0,1820,768,830,30
012100,Queens,2009,1236.0,50040.0,2796,1698,1163,55
012100,Staten Island,2009,1150.0,85658.0,3430,3325,1240,58
012101,Bronx,2009,891.0,37516.0,2768,0,1032,123
012101,Manhattan,2009,1281.0,56897.0,4694,2950,3136,254
012102,Bronx,2009,703.1047996322364,16259.801364304909,1596,0,495,12
012102,Manhattan,2009,1281.0,56897.0,4697,2953,3139,254
012200,Brooklyn,2009,1028.0324834888065,39003.56078663022,4726,540,1435,44
012200,Manhattan,2009,2001.0,149808.0,3596,3369,3159,1271
012200,Queens,2009,1183.9116268845328,41625.60362944551,3071,303,856,82
012200,Staten Island,2009,1175.0,64932.0,3816,3303,1537,75
012300,Bronx,2009,574.0909439068671,14904.936211513561,3398,46,1340,68
012301,Queens,2009,1274.0,63393.0,3055,2233,1318,81
012400,Manhattan,2009,1763.3477492493926,90142.44844938593,10786,8106,6665,851
012400,Queens,2009,1122.785958337505,43124.92091576697,2584,542,815,68
012500,Bronx,2009,902.6852814793986,30710.151878329078,2843,82,1036,79
012500,Manhattan,2009,2001.0,129432.0,2139,1272,1856,399
012500,Queens,2009,1215.158981307079,52665.32006089653,2281,1592,1052,84
012500,Staten Island,2009,1371.461575011683,56191.407835477636,3102,1170,1056,66
012600,Brooklyn,2009,1077.4915703659415,31762.31027382358,2646,1291,1013,106
012601,Manhattan,2009,1796.0,94591.0,7152,6380,4863,651
012601,Queens,2009,1159.1906225397338,54102.201223354576,2855,230,743,1
012602,Manhattan,2009,1796.0,94591.0,6771,6041,4604,616
012602,Queens,2009,1115.452558657557,57770.22346248426,2214,509,804,53
012700,Brooklyn,2009,517.0,23968.0,3548,588,1481,29
012700,Manhattan,2009,1298.0,60911.0,7373,4424,4506,545
012701,Bronx,2009,578.2808513723518,15765.399405024253,2447,230,866,37
012800,Manhattan,2009,1648.0,156339.0,6463,5822,4105,806
012800,Queens,2009,1050.0,55750.0,2082,827,742,12
012801,Brooklyn,2009,1089.0,52500.0,2058,785,750,24
012804,Staten Island,2009,1591.3231155512428,73884.46828707076,4682,3593,1711,142
012805,Staten Island,2009,991.0,62974.0,601,505,235,17
012806,Staten Island,2009,991.0,62974.0,847,711,331,24
012901,Bronx,2009,711.0,18789.0,3642,26,1468,198
012901,Brooklyn,2009,1563.0,88319.0,2134,1132,1018,131
012901,Manhattan,2009,1959.0,77042.0,2747,1597,1601,163
012902,Brooklyn,2009,1655.2104117446493,87410.06879851704,2337,1459,1205,206
012902,Manhattan,2009,1959.0,77042.0,2514,1462,1465,149
013000,Bronx,2009,1216.0,76638.0,1212,822,471,21
013000,Brooklyn,2009,1108.0,46813.0,5570,3640,1917,63
013000,Manhattan,2009,1696.0,229632.0,4785,4123,3058,791
013000,Queens,2009,1127.0,82163.0,1961,765,582,0
013100,Bronx,2009,749.0,21394.0,4399,14,1487,95
013100,Brooklyn,2009,1422.0,88958.0,4491,2764,1946,59
013100,Manhattan,2009,2001.0,102941.0,2729,1871,2294,572
013200,Bronx,2009,1194.0,69527.0,6253,2740,2389,236
013200,Brooklyn,2009,1132.5669446118347,37446.2963584105,2087,1033,743,19
013200,Queens,2009,1223.76947384684,60806.87498309996,2082,1240,653,28
013201,Manhattan,2009,1588.5699032528491,75089.13273149908,4261,3463,2969,355
013201,Staten Island,2009,999.0,69963.0,1607,1527,589,0
013202,Manhattan,2009,1582.0,75587.0,3302,2767,2364,284
013203,Manhattan,2009,1582.0,75587.0,2580,2163,1847,222
013203,Staten Island,2009,1125.0,83869.0,5277,4631,2097,126
013204,Staten Island,2009,1167.0,69722.0,5129,4502,2014,82
013300,Bronx,2009,437.0,20496.0,6469,0,2265,64
013300,Brooklyn,2009,1723.0,88945.0,4074,2764,1836,139
013300,Manhattan,2009,1428.0,82176.0,7320,4771,3823,547
013301,Staten Island,2009,352.0,9839.0,1458,253,644,34
013302,Staten Island,2009,1592.8531807712452,53855.58082026708,3357,626,1063,148
013400,Brooklyn,2009,1106.369285112456,69131.33688603813,4443,2664,1587,73
013400,Manhattan,2009,1697.0,92009.0,11970,10563,8004,1117
013400,Queens,2009,1121.2069687766943,52371.72369576764,5174,3208,2730,169
013400,Staten Island,2009,1162.0,73813.0,3784,2930,1583,138
013500,Bronx,2009,536.0,18000.0,3251,87,1352,170
013500,Brooklyn,2009,1776.0,87036.0,3525,2205,1553,48
013500,Queens,2009,1267.0,60759.0,1999,1482,746,0
013501,Manhattan,2009,839.0,38881.0,2715,816,1426,104
013502,Manhattan,2009,844.3103559169247,39113.19782597507,3136,945,1647,120
013600,Brooklyn,2009,1348.0,67097.0,4166,3092,1660,52
013600,Queens,2009,967.5363271613043,44656.1453222157,1822,1218,955,69
013601,Manhattan,2009,1731.9722128335313,86065.92369083055,3234,2572,1946,206
013602,Manhattan,2009,1738.0,88244.0,4137,3462,2579,272
013603,Manhattan,2009,1738.0,88244.0,3947,3303,2460,260
013604,Manhattan,2009,1738.0,88244.0,5258,4400,3278,346
013700,Brooklyn,2009,1189.0,62578.0,4115,2153,1611,144
013700,Manhattan,2009,2001.0000000000002,111734.0212464602,6759,5524,5978,1766
013700,Queens,2009,1157.0,50156.0,1527,1326,620,10
013800,Bronx,2009,1153.8186223675202,63861.71874669323,2034,1187,819,114
013800,Brooklyn,2009,1156.0,52222.0,3319,2376,1427,89
013800,Manhattan,2009,1626.0,92587.0,13751,11400,8624,949
013800,Queens,2009,1256.7779259762804,56865.65470064006,3895,1978,1504,126
013800,Staten Island,2009,1708.0,103021.0,6788,5939,2482,219
013900,Brooklyn,2009,1339.0,58214.0,4528,2809,1716,22
013900,Manhattan,2009,1647.0,78919.0,9948,7610,7819,1275
014000,Brooklyn,2009,1062.3866472766945,61297.04519115142,2237,1890,851,147
014000,Manhattan,2009,1789.0,162037.0,8392,7343,4729,737
014000,Queens,2009,1155.8703612465854,50572.93455537933,3646,1672,1536,132
014100,Bronx,2009,565.5497954517857,15159.997020275216,2221,4,888,128
014100,Queens,2009,1034.7075027803016,39907.29218422236,1756,928,816,52
014100,Staten Island,2009,1075.0,55536.0,2466,645,1078,22
014101,Brooklyn,2009,1516.0,69538.0,1244,791,556,47
014102,Brooklyn,2009,1516.0,69538.0,1470,934,656,55
014200,Brooklyn,2009,1108.6240871042362,50492.29084213051,3127,1978,1420,67
014200,Manhattan,2009,2001.0,162679.0,4795,4046,3057,976
014201,Queens,2009,1149.2390927252675,51608.40095576784,5055,278,1386,82
014202,Queens,2009,1294.6443201652435,52594.762137640384,3127,189,693,22
014300,Bronx,2009,925.0,11750.0,663,0,281,60
014300,Brooklyn,2009,1202.1259179373642,53319.92309993424,3420,1409,1504,200
014300,Manhattan,2009,2001.0,122289.0,21,14,11,2
014300,Queens,2009,1168.0,51394.0,4167,2194,1920,154
014400,Bronx,2009,484.99083386581657,26466.448677900218,5200,299,2082,185
014400,Queens,2009,1182.8629537650788,54252.45603874109,2222,223,577,52
014401,Manhattan,2009,2001.0,123750.0,5758,5143,3146,259
014402,Manhattan,2009,1756.8067466726282,88929.42518030648,7198,6229,4518,345
014500,Bronx,2009,635.1517775851571,18143.02042617148,5458,37,1940,127
014500,Brooklyn,2009,1261.0,48545.0,4346,1552,1707,152
014500,Manhattan,2009,2001.0,122289.0,6255,4318,3178,516
014500,Queens,2009,1365.0,59038.0,2561,2003,1148,108
014601,Manhattan,2009,1822.0,87946.0,3880,3089,2827,262
014602,Manhattan,2009,1910.0,114464.0,8958,7163,5764,721
014604,Staten Island,2009,1126.0,82018.0,6468,5986,2588,81
014605,Staten Island,2009,1315.0,93750.0,4026,3382,1484,0
014606,Staten Island,2009,1507.0,90294.0,6900,6189,2454,75
014607,Staten Island,2009,1109.0,82172.0,3309,2920,1230,17
014608,Staten Island,2009,1109.0,82172.0,2172,1917,807,11
014700,Brooklyn,2009,1250.0,55907.0,1936,1068,778,58
014700,Manhattan,2009,1466.0,91635.0,1345,683,757,73
014700,Queens,2009,1240.0,53295.0,3124,2604,1576,106
014700,Staten Island,2009,1114.0,87946.0,3174,2808,1557,222
014701,Bronx,2009,393.0,15865.0,5758,4,2000,81
014702,Bronx,2009,393.0,15865.0,4837,3,1680,68
014800,Brooklyn,2009,1536.0,91538.0,1235,1210,536,50
014800,Queens,2009,1295.0,49946.0,2403,58,584,34
014801,Manhattan,2009,1943.0,145972.0,2730,2533,1676,278
014802,Manhattan,2009,1834.0,110811.0,6405,5514,4214,751
014900,Bronx,2009,715.176068304721,21667.746376509145,3727,25,1579,174
014900,Manhattan,2009,1941.0,140255.0,5699,4253,4271,1243
014900,Queens,2009,1136.0,43107.0,2507,1174,1061,170
014901,Brooklyn,2009,1666.0,77083.0,1590,1033,682,44
014902,Brooklyn,2009,1661.5144336933563,76866.297468458,3688,2393,1580,103
015000,Brooklyn,2009,1233.0,62286.0,1963,1687,702,10
015000,Queens,2009,1271.0,67984.0,2845,36,632,0
015001,Manhattan,2009,2001.0,144492.0,2765,2569,1334,130
015002,Manhattan,2009,2001.0,183846.0,6029,5823,3169,603
015100,Bronx,2009,983.0,27000.0,5247,67,1889,223
015100,Brooklyn,2009,1790.0,118295.0,4253,3006,1754,197
015100,Queens,2009,1167.0,59280.0,3065,1695,1310,83
015100,Staten Island,2009,1092.0872778156759,83017.51246493055,5815,4641,2226,0
015101,Manhattan,2009,2001.0,89690.0,1856,882,1008,121
015102,Manhattan,2009,1964.0659758844665,89824.27416243871,6006,2868,3271,388
015200,Bronx,2009,1173.769455514345,68515.78425223929,2249,1019,942,115
015200,Brooklyn,2009,1316.5210741977812,60408.6304228,2243,1590,885,57
015200,Manhattan,2009,1542.277217968832,72308.85307741673,9024,5201,4895,410
015200,Queens,2009,1274.0,47930.0,2806,152,731,38
015300,Bronx,2009,941.1352940601917,19832.16427587712,3749,8,1331,101
015300,Brooklyn,2009,1684.0,102344.0,2871,2196,1474,179
015300,Queens,2009,1239.0952340558224,64558.46803709612,2359,1122,1015,87
015301,Manhattan,2009,2001.0,129702.0,4952,3942,3436,525
015302,Manhattan,2009,2001.0,129702.0,4982,3966,3457,528
015400,Brooklyn,2009,2001.0,73125.0,1,0,1,0
015400,Queens,2009,1126.0825739304835,46560.313121914216,2137,134,661,70
015401,Manhattan,2009,1485.0,79601.0,5103,3821,3437,454
015402,Manhattan,2009,1485.0,79601.0,3934,2946,2650,350
015403,Manhattan,2009,1485.0,79601.0,3719,2785,2505,331
015500,Bronx,2009,766.0,17878.0,3423,36,1108,44
015500,Brooklyn,2009,1652.0,99615.0,3524,2736,1601,153
015500,Queens,2009,1336.0,59947.0,2105,1253,982,95
015501,Manhattan,2009,1344.0,104022.0,4720,4181,3169,405
015502,Manhattan,2009,1682.7664947005674,96632.04352808441,4786,3226,2897,360
015600,Queens,2009,1160.0,59833.0,3090,165,917,57
015601,Manhattan,2009,1945.0,89518.0,5521,3653,3059,325
015601,Staten Island,2009,1089.0,78151.0,6747,6256,2568,109
015602,Manhattan,2009,633.0,34770.0,2026,372,915,30
015602,Staten Island,2009,2001.0,88295.0,3694,3193,1275,34
015603,Staten Island,2009,1156.0,82176.0,1463,1239,516,10
015700,Bronx,2009,937.0832320155922,27744.191034802465,3288,32,1248,153
015700,Brooklyn,2009,1691.0,105144.0,4148,3374,2179,146
015700,Manhattan,2009,1515.0,89410.0,11143,9283,7807,1367
015700,Queens,2009,1209.0,44531.0,1632,393,646,32
015800,Bronx,2009,1057.0,36488.0,1370,802,628,36
015801,Manhattan,2009,1788.0,131360.0,6172,5483,3128,407
015801,Queens,2009,1101.2624642582155,56465.964072121584,3976,58,1141,133
015802,Manhattan,2009,2001.0,89494.0,3210,1816,1880,192
015802,Queens,2009,1098.0,56619.0,3738,54,1073,125
015900,Bronx,2009,719.879266493298,21425.31374152585,2566,13,711,0
015900,Brooklyn,2009,1471.7757494783589,98152.59824448523,5854,4238,2909,155
015900,Manhattan,2009,1570.5131691281429,107511.62113673432,11215,9185,7092,1214
015900,Queens,2009,1218.0,41748.0,4614,2583,2076,128
016000,Bronx,2009,1653.0,73015.0,5192,3930,2280,223
016000,Brooklyn,2009,1074.0265155474037,49179.99043368244,4284,2612,1903,70
016001,Manhattan,2009,2001.0,228750.0,4135,3738,2108,435
016002,Manhattan,2009,1211.0,98669.0,3425,2358,1516,173
016100,Bronx,2009,683.0,18374.0,4339,87,1812,139
016100,Brooklyn,2009,1766.0,98859.0,3220,1893,1465,112
016100,Manhattan,2009,1782.0,107912.0,7389,6406,4715,535
016100,Queens,2009,1207.754555117498,47111.71010494834,2774,725,995,143
016200,Bronx,2009,1315.0,65331.0,1794,1475,617,0
016200,Brooklyn,2009,1134.1047126529606,84457.97355102545,2151,1740,1012,148
016200,Manhattan,2009,592.8216716293432,25948.020215849618,10121,565,4062,139
016300,Bronx,2009,766.0,17878.0,112,1,36,1
016300,Brooklyn,2009,1390.0,74398.0,3587,1677,1535,90
016300,Manhattan,2009,1704.0080015766657,92042.80717005336,6613,5654,4633,569
016300,Queens,2009,531.9787818866624,30097.870351666337,3899,808,1698,70
016400,Bronx,2009,1019.0,69432.0,1200,947,463,26
016400,Brooklyn,2009,2001.0,73125.0,262,74,111,37
016400,Manhattan,2009,578.0,29745.0,5950,946,2428,300
016400,Queens,2009,1457.0,39779.0,3596,51,982,85
016500,Bronx,2009,770.959384646881,14723.937021946462,1316,22,536,84
016500,Brooklyn,2009,1545.8803853047166,116854.73586567848,4993,4280,2524,180
016500,Manhattan,2009,1823.0,119433.0,7568,6406,4455,480
016600,Bronx,2009,975.4969659092206,87167.82789536197,2008,1035,690,55
016600,Brooklyn,2009,1164.0,73750.0,1244,1151,410,0
016600,Manhattan,2009,813.6559060186232,29945.36859879181,8065,1069,3057,184
016600,Queens,2009,1183.9787428521956,46498.33977430046,4120,154,1078,31
016700,Bronx,2009,906.0,34464.0,1795,0,573,44
016700,Brooklyn,2009,1712.0,113477.0,5320,4413,2201,116
016700,Manhattan,2009,1746.0,142705.0,8421,6965,4117,326
016800,Brooklyn,2009,929.0,63594.0,1671,1293,716,62
016800,Manhattan,2009,495.0,24286.0,4322,714,1634,112
016800,Queens,2009,1175.8117753053311,51124.69503557921,3443,180,868,0
016900,Bronx,2009,659.0,15625.0,1926,15,523,0
016900,Brooklyn,2009,1013.0,74544.0,4908,3207,2309,209
016900,Manhattan,2009,1734.0,118710.0,10358,8625,5512,392
016900,Queens,2009,1175.9683969640535,61099.70005279076,6285,2839,2596,198
016901,Staten Island,2009,1249.5727922947704,56383.373235413485,3334,2453,1269,0
017000,Brooklyn,2009,1147.0,54617.0,3643,2403,1180,77
017000,Manhattan,2009,834.0,36791.0,7944,1123,3275,137
017000,Queens,2009,1062.0,47917.0,2062,34,631,42
017005,Staten Island,2009,985.0,99883.0,4205,3892,1420,34
017007,Staten Island,2009,1284.4106143482672,69945.47570184099,4300,2917,1676,138
017009,Staten Island,2009,1316.9137047129989,83680.93636909421,5006,4563,1800,156
017011,Staten Island,2009,983.0,87006.0,4220,3419,1455,75
017012,Staten Island,2009,983.0,87006.0,5409,4382,1865,96
017013,Staten Island,2009,1275.0,90625.0,4742,3657,1640,67
017014,Staten Island,2009,1275.0,90625.0,4716,3637,1632,67
017015,Staten Island,2009,1200.2209643244385,85562.28686593103,3404,3047,1232,39
017016,Staten Island,2009,1197.6805884414543,85579.17093621008,4905,4386,1774,56
017100,Bronx,2009,915.643481753014,26411.179460731953,145,1,47,5
017100,Brooklyn,2009,1315.9773276389367,96644.26587927254,4183,3548,1729,117
017100,Manhattan,2009,1527.0,116566.0,10377,8881,5822,507
017101,Queens,2009,1474.0,77367.0,1,1,1,0
017102,Queens,2009,1264.0,46023.0,5,2,2,0
017200,Brooklyn,2009,1066.0,61563.0,3216,1606,1061,58
017200,Manhattan,2009,621.1181833820928,22893.246860485324,5813,758,2097,87
017200,Queens,2009,1141.5324400838806,41322.59682767922,1991,26,654,80
017300,Bronx,2009,614.0,14862.0,4120,0,1811,189
017300,Manhattan,2009,1709.0,104712.0,9656,7529,5441,675
017300,Staten Island,2009,438.0,27314.0,2163,982,1009,116
017400,Brooklyn,2009,961.0,50040.0,1599,960,655,0
017400,Queens,2009,1203.0,62688.0,2047,0,549,84
017401,Manhattan,2009,668.0,31466.0,6432,906,2199,196
017402,Manhattan,2009,1024.0,33413.0,2753,126,831,0
017500,Bronx,2009,680.0,15280.0,6502,38,2748,220
017500,Manhattan,2009,1668.0,127478.0,11156,8911,6174,671
017600,Brooklyn,2009,1068.0,35705.0,1992,1224,895,101
017600,Queens,2009,1105.852200090937,60111.64034641165,2096,21,647,2
017600,Staten Island,2009,961.0,98426.0,2122,1892,757,48
017700,Brooklyn,2009,1081.1711016506822,66949.29857191975,106,38,52,4
017700,Manhattan,2009,767.0,62994.0,10601,5708,5302,355
017701,Bronx,2009,883.0,19829.0,3376,103,1278,206
017701,Staten Island,2009,1071.2791315947034,96690.90212310562,6048,4954,2049,108
017702,Bronx,2009,883.0,19829.0,4446,136,1682,271
017702,Staten Island,2009,1060.0,97250.0,1514,1296,518,33
017800,Brooklyn,2009,976.0,51941.0,2602,1627,828,27
017800,Manhattan,2009,845.1817230587153,34611.32684591618,5368,1162,1829,230
017800,Queens,2009,1120.0363431880726,50767.600734250074,2234,0,643,80
017900,Brooklyn,2009,955.0,40610.0,3825,443,1484,79
017900,Manhattan,2009,1227.0,72369.0,9839,7473,5636,433
017901,Bronx,2009,912.0,26371.0,4636,57,1380,38
017901,Queens,2009,1024.2398797351811,31467.12338726366,272,106,138,8
017902,Bronx,2009,912.0,26371.0,4685,58,1394,38
017902,Queens,2009,962.0,23587.0,744,257,386,22
018000,Brooklyn,2009,996.0,36406.0,2933,1304,1047,89
018000,Manhattan,2009,530.0,25400.0,7117,596,2655,277
018000,Queens,2009,859.0,43892.0,900,20,266,0
018100,Brooklyn,2009,1253.074222250827,64659.30614574901,4140,2147,2440,286
018100,Manhattan,2009,940.0,74744.0,10674,6799,5063,245
018100,Staten Island,2009,992.4588556825736,87901.43290037302,3793,2683,1093,23
018101,Bronx,2009,932.0,29988.0,3773,0,1260,95
018101,Queens,2009,1164.0,49162.0,4042,1973,1933,110
018102,Bronx,2009,932.0,29988.0,4708,0,1572,118
018102,Queens,2009,1164.0,49162.0,4060,1981,1941,111
018200,Brooklyn,2009,1092.0,36932.0,2939,1235,1065,37
018200,Manhattan,2009,512.0,20529.0,6241,205,2597,117
018200,Queens,2009,1311.659662534286,47100.93198952914,2324,32,759,23
018300,Brooklyn,2009,1761.0,77375.0,2591,1329,1345,222
018300,Manhattan,2009,1472.0,84290.0,9337,6942,5716,959
018300,Queens,2009,1144.5712122993066,46093.48344225314,6197,3131,3033,200
018301,Bronx,2009,894.0,29540.0,3031,31,1250,49
018302,Bronx,2009,894.0,29540.0,5015,52,2069,82
018400,Bronx,2009,978.600624111254,57041.2048163787,4438,2961,1641,40
018400,Brooklyn,2009,1080.0,41574.0,2114,1428,857,53
018400,Manhattan,2009,508.0,27763.0,8101,679,3056,88
018401,Queens,2009,368.0,50618.0,2016,26,705,81
018402,Queens,2009,1075.0,69419.0,2574,18,705,11
018500,Manhattan,2009,1261.0,72880.0,4258,2846,2692,234
018501,Bronx,2009,833.0,26563.0,992,0,392,64
018501,Brooklyn,2009,423.2876544592178,18744.145091125996,3160,285,1783,578
018501,Queens,2009,1159.0,54182.0,3701,1539,1714,56
018502,Bronx,2009,761.0,21862.0,4492,43,1764,180
018502,Queens,2009,1159.0,54182.0,3696,1538,1711,56
018600,Brooklyn,2009,968.0,36250.0,1681,963,771,93
018600,Manhattan,2009,515.0,16768.0,5543,307,1998,64
018600,Queens,2009,1951.1049480771203,69503.44232145447,2378,26,598,52
018700,Brooklyn,2009,1265.8601452399707,35527.78490758586,1464,496,602,25
018700,Manhattan,2009,1356.0,79014.0,9189,6500,4816,351
018700,Queens,2009,1127.3102411603543,55822.35303280458,3072,1116,1274,138
018701,Staten Island,2009,1254.057208333162,86909.24095226097,2129,1291,765,37
018703,Staten Island,2009,1199.0,79211.0,3707,2265,1141,96
018704,Staten Island,2009,1199.0,79211.0,4203,2568,1294,109
018800,Brooklyn,2009,1323.0,68452.0,3134,2146,991,65
018800,Manhattan,2009,831.0,36630.0,5907,405,2300,460
018800,Queens,2009,1086.1580605185638,72911.66970462567,1264,0,466,50
018900,Bronx,2009,796.7230897462995,29638.64496651035,7680,34,2862,189
018900,Manhattan,2009,658.0,24444.0,11837,3539,5165,197
018900,Queens,2009,1054.0,55326.0,3714,795,1389,110
018901,Staten Island,2009,1648.1284806503954,75900.77144520826,5805,4704,2265,241
018902,Staten Island,2009,1413.0,85323.0,5080,3626,1784,38
019000,Brooklyn,2009,991.0,39718.0,4455,2330,1714,165
019000,Manhattan,2009,641.0,50625.0,2852,367,1332,189
019000,Queens,2009,1417.0,48333.0,1554,16,599,81
019100,Brooklyn,2009,1248.6573801725203,47124.97720084474,2147,396,1086,150
019100,Manhattan,2009,1315.0,80380.0,9711,6830,5177,305
019200,Brooklyn,2009,1020.0,34914.0,2470,1266,781,57
019200,Manhattan,2009,436.0,17083.0,4060,221,1266,52
