borough,geoid,year,major_alterations,minor_alterations,new_buildings,total_permits
Bronx,007900,2019,8,8,0,16
Bronx,007900,2020,1,2,0,3
Bronx,007900,2021,0,4,0,4
Bronx,007900,2022,0,3,0,3
Bronx,007900,2023,0,2,0,2
Bronx,008300,2009,0,26,0,26
Bronx,008300,2010,2,9,0,11
Bronx,008300,2011,0,23,0,23
Bronx,008300,2012,1,9,0,10
Bronx,008300,2013,0,8,0,8
Bronx,008300,2014,0,9,0,9
Bronx,008300,2015,1,21,0,22
Bronx,008300,2016,0,22,0,22
Bronx,008300,2017,0,13,1,14
Bronx,008300,2018,1,4,0,5
Bronx,008300,2019,0,13,0,13
Bronx,008300,2020,0,4,2,6
Bronx,008300,2021,0,20,2,22
Bronx,008300,2022,0,2,0,2
Bronx,008300,2023,0,1,0,1
Bronx,008400,2009,2,0,0,2
Bronx,008400,2010,1,0,0,1
Bronx,008400,2012,0,5,0,5
Bronx,008400,2013,2,1,0,3
Bronx,008400,2014,5,0,0,5
Bronx,008400,2015,0,3,0,3
Bronx,008400,2016,0,3,0,3
Bronx,008400,2017,1,4,0,5
Bronx,008400,2018,0,4,0,4
Bronx,008400,2019,1,8,0,9
Bronx,008400,2020,0,6,0,6
Bronx,008400,2021,0,7,0,7
Bronx,008400,2022,0,8,0,8
Bronx,008400,2023,0,6,0,6
Bronx,008500,2009,5,11,0,16
Bronx,008500,2010,0,9,0,9
Bronx,008500,2011,0,11,0,11
Bronx,008500,2012,0,23,0,23
Bronx,008500,2013,1,22,0,23
Bronx,008500,2014,0,19,3,22
Bronx,008500,2015,3,16,0,19
Bronx,008500,2016,0,26,0,26
Bronx,008500,2017,0,11,0,11
Bronx,008500,2018,0,12,0,12
Bronx,008500,2019,0,7,3,10
Bronx,008500,2020,2,1,0,3
Bronx,008500,2022,0,1,0,1
Bronx,008600,2010,0,14,0,14
Bronx,008600,2012,1,0,0,1
Bronx,008600,2013,0,8,0,8
Bronx,008600,2014,2,2,0,4
Bronx,008600,2015,0,3,0,3
Bronx,008600,2016,0,10,0,10
Bronx,008600,2018,0,2,0,2
Bronx,008600,2019,0,2,0,2
Bronx,008600,2020,2,0,0,2
Bronx,008600,2022,0,5,0,5
Bronx,008700,2009,0,11,4,15
Bronx,008700,2010,1,33,0,34
Bronx,008700,2011,0,37,0,37
Bronx,008700,2012,0,14,0,14
Bronx,008700,2013,2,11,0,13
Bronx,008700,2014,1,11,0,12
Bronx,008700,2015,0,12,0,12
Bronx,008700,2016,1,13,1,15
Bronx,008700,2017,2,12,1,15
Bronx,008700,2018,1,5,0,6
Bronx,008700,2019,0,12,0,12
Bronx,008700,2020,1,7,0,8
Bronx,008700,2021,0,2,0,2
Bronx,008700,2023,2,1,0,3
Bronx,008900,2009,0,6,0,6
Bronx,008900,2010,4,6,0,10
Bronx,008900,2011,1,11,0,12
Bronx,008900,2012,0,15,0,15
Bronx,008900,2013,0,6,1,7
Bronx,008900,2014,0,12,6,18
Bronx,008900,2015,0,6,0,6
Bronx,008900,2016,1,21,0,22
Bronx,008900,2017,0,12,0,12
Bronx,008900,2018,2,6,0,8
Bronx,008900,2019,5,4,2,11
Bronx,008900,2020,4,6,0,10
Bronx,008900,2022,0,1,0,1
Bronx,009000,2009,2,3,0,5
Bronx,009000,2010,0,13,1,14
Bronx,009000,2011,0,3,6,9
Bronx,009000,2012,0,10,0,10
Bronx,009000,2013,1,23,0,24
Bronx,009000,2014,0,35,2,37
Bronx,009000,2015,5,33,0,38
Bronx,009000,2016,2,23,0,25
Bronx,009000,2017,2,13,0,15
Bronx,009000,2018,0,23,0,23
Bronx,009000,2019,1,12,0,13
Bronx,009000,2020,2,9,0,11
Bronx,009000,2021,0,11,0,11
Bronx,009000,2022,0,5,0,5
Bronx,009000,2023,0,8,0,8
Bronx,009200,2009,2,21,2,25
Bronx,009200,2010,0,20,1,21
Bronx,009200,2011,0,8,1,9
Bronx,009200,2012,1,13,0,14
Bronx,009200,2013,0,16,0,16
Bronx,009200,2014,1,26,0,27
Bronx,009200,2015,0,21,3,24
Bronx,009200,2016,0,23,0,23
Bronx,009200,2017,1,35,6,42
Bronx,009200,2018,4,24,2,30
Bronx,009200,2019,2,13,0,15
Bronx,009200,2020,1,1,0,2
Bronx,009200,2021,0,3,0,3
Bronx,009200,2022,0,3,0,3
Bronx,009200,2023,0,4,0,4
Bronx,009301,2009,5,23,0,28
Bronx,009301,2010,2,38,0,40
Bronx,009301,2011,1,27,1,29
Bronx,009301,2012,1,45,0,46
Bronx,009301,2013,3,34,1,38
Bronx,009301,2014,1,32,0,33
Bronx,009301,2015,0,23,0,23
Bronx,009301,2016,1,23,0,24
Bronx,009301,2017,0,29,9,38
Bronx,009301,2018,1,16,8,25
Bronx,009301,2019,2,12,1,15
Bronx,009301,2020,5,10,5,20
Bronx,009301,2021,0,3,9,12
Bronx,009301,2022,0,11,0,11
Bronx,009301,2023,0,5,0,5
Bronx,009302,2009,2,26,0,28
Bronx,009302,2010,1,14,4,19
Bronx,009302,2011,7,11,0,18
Bronx,009302,2012,5,15,0,20
Bronx,009302,2013,0,18,0,18
Bronx,009302,2014,5,14,0,19
Bronx,009302,2015,3,40,6,49
Bronx,009302,2016,2,19,3,24
Bronx,009302,2017,2,24,0,26
Bronx,009302,2018,2,24,1,27
Bronx,009302,2019,1,30,0,31
Bronx,009302,2020,1,56,28,85
Bronx,009302,2021,2,3,0,5
Bronx,009302,2022,0,2,0,2
Bronx,009302,2023,0,1,0,1
Bronx,009600,2009,5,10,1,16
Bronx,009600,2010,0,25,1,26
Bronx,009600,2011,2,22,0,24
Bronx,009600,2012,0,8,1,9
Bronx,009600,2013,1,15,4,20
Bronx,009600,2014,2,19,1,22
Bronx,009600,2015,1,19,2,22
Bronx,009600,2016,0,30,0,30
Bronx,009600,2017,0,17,4,21
Bronx,009600,2018,0,24,0,24
Bronx,009600,2019,0,18,0,18
Bronx,009600,2020,3,14,0,17
Bronx,009600,2021,0,2,0,2
Bronx,009600,2022,0,5,0,5
Bronx,009600,2023,0,4,0,4
Bronx,009800,2009,3,8,1,12
Bronx,009800,2010,1,4,3,8
Bronx,009800,2011,0,8,1,9
Bronx,009800,2012,1,10,0,11
Bronx,009800,2013,0,10,1,11
Bronx,009800,2014,0,11,0,11
Bronx,009800,2015,0,15,0,15
Bronx,009800,2016,0,31,0,31
Bronx,009800,2017,0,13,0,13
Bronx,009800,2018,0,22,8,30
Bronx,009800,2019,3,1,1,5
Bronx,009800,2020,3,14,0,17
Bronx,009800,2021,0,17,0,17
Bronx,009800,2022,0,9,0,9
Bronx,009800,2023,0,3,0,3
Bronx,011000,2009,0,0,4,4
Bronx,011000,2010,0,2,0,2
Bronx,011000,2012,0,5,0,5
Bronx,011000,2013,0,1,0,1
Bronx,011000,2014,0,1,0,1
Bronx,011000,2015,0,4,8,12
Bronx,011000,2016,0,7,0,7
Bronx,011000,2017,0,2,1,3
Bronx,011000,2018,0,2,0,2
Bronx,011000,2022,0,1,0,1
Bronx,011502,2009,0,5,0,5
Bronx,011502,2010,0,22,2,24
Bronx,011502,2011,0,1,0,1
Bronx,011502,2012,0,17,4,21
Bronx,011502,2013,2,10,2,14
Bronx,011502,2014,0,17,0,17
Bronx,011502,2015,3,34,0,37
Bronx,011502,2016,2,27,0,29
Bronx,011502,2017,0,17,0,17
Bronx,011502,2018,1,10,0,11
Bronx,011502,2019,0,8,1,9
Bronx,011502,2020,2,6,3,11
Bronx,011502,2021,0,3,3,6
Bronx,011502,2022,0,1,0,1
Bronx,011502,2023,0,3,0,3
Bronx,011701,2009,0,6,0,6
Bronx,011701,2010,0,6,0,6
Bronx,011701,2011,1,9,0,10
Bronx,011701,2012,3,8,0,11
Bronx,011701,2013,1,10,2,13
Bronx,011701,2014,1,7,0,8
Bronx,011701,2015,0,10,2,12
Bronx,011701,2016,0,13,0,13
Bronx,011701,2017,1,21,2,24
Bronx,011701,2018,0,5,2,7
Bronx,011701,2019,0,5,2,7
Bronx,011701,2020,4,3,0,7
Bronx,011701,2021,0,17,0,17
Bronx,011701,2022,0,5,0,5
Bronx,011702,2009,0,3,0,3
Bronx,011702,2010,0,4,0,4
Bronx,011702,2011,0,4,0,4
Bronx,011702,2012,0,2,0,2
Bronx,011702,2013,0,2,0,2
Bronx,011702,2014,0,4,0,4
Bronx,011702,2015,3,6,0,9
Bronx,011702,2016,0,5,0,5
Bronx,011702,2017,0,10,0,10
Bronx,011702,2018,0,1,0,1
Bronx,011702,2019,0,3,3,6
Bronx,011702,2020,0,13,4,17
Bronx,011702,2021,0,4,0,4
Bronx,011800,2009,5,8,0,13
Bronx,011800,2010,4,9,1,14
Bronx,011800,2011,5,13,0,18
Bronx,011800,2012,2,5,0,7
Bronx,011800,2013,5,4,3,12
Bronx,011800,2014,1,10,0,11
Bronx,011800,2015,4,18,0,22
Bronx,011800,2016,2,9,0,11
Bronx,011800,2017,5,12,0,17
Bronx,011800,2018,2,10,2,14
Bronx,011800,2019,5,19,0,24
Bronx,011800,2020,5,6,0,11
Bronx,011800,2021,0,12,0,12
Bronx,011800,2022,0,8,0,8
Bronx,011800,2023,0,4,0,4
Bronx,011900,2009,0,3,0,3
Bronx,011900,2010,1,15,1,17
Bronx,011900,2011,0,11,0,11
Bronx,011900,2012,0,11,0,11
Bronx,011900,2013,2,20,0,22
Bronx,011900,2014,0,8,0,8
Bronx,011900,2015,0,5,0,5
Bronx,011900,2016,1,23,1,25
Bronx,011900,2017,1,27,4,32
Bronx,011900,2018,0,12,1,13
Bronx,011900,2019,1,8,0,9
Bronx,011900,2020,0,7,0,7
Bronx,011900,2021,0,1,0,1
Bronx,012101,2009,1,6,0,7
Bronx,012101,2010,0,1,0,1
Bronx,012101,2011,0,15,0,15
Bronx,012101,2012,0,7,0,7
Bronx,012101,2013,0,9,0,9
Bronx,012101,2014,0,20,0,20
Bronx,012101,2015,0,11,0,11
Bronx,012101,2016,0,11,0,11
Bronx,012101,2017,0,5,1,6
Bronx,012101,2018,0,11,1,12
Bronx,012101,2019,0,9,0,9
Bronx,012101,2020,1,0,0,1
Bronx,012101,2021,0,1,1,2
Bronx,012101,2023,0,1,0,1
Bronx,012102,2009,0,2,0,2
Bronx,012102,2010,0,1,0,1
Bronx,012102,2011,0,3,0,3
Bronx,012102,2012,0,19,0,19
Bronx,012102,2013,0,8,0,8
Bronx,012102,2014,0,9,0,9
Bronx,012102,2015,0,7,0,7
Bronx,012102,2016,2,2,0,4
Bronx,012102,2017,0,1,0,1
Bronx,012102,2018,0,6,4,10
Bronx,012102,2020,0,4,0,4
Bronx,012300,2009,0,5,0,5
Bronx,012300,2010,0,11,0,11
Bronx,012300,2011,0,11,1,12
Bronx,012300,2012,1,10,1,12
Bronx,012300,2013,0,5,0,5
Bronx,012300,2014,0,4,0,4
Bronx,012300,2015,0,7,1,8
Bronx,012300,2016,0,13,1,14
Bronx,012300,2017,4,11,5,20
Bronx,012300,2018,0,9,1,10
Bronx,012300,2019,0,8,2,10
Bronx,012300,2020,0,6,2,8
Bronx,012300,2021,0,2,0,2
Bronx,012300,2022,0,9,0,9
Bronx,012500,2009,0,6,0,6
Bronx,012500,2010,0,17,0,17
Bronx,012500,2011,0,5,0,5
Bronx,012500,2012,0,1,0,1
Bronx,012500,2013,0,16,0,16
Bronx,012500,2014,1,3,2,6
Bronx,012500,2015,0,12,1,13
Bronx,012500,2016,0,22,5,27
Bronx,012500,2017,0,5,0,5
Bronx,012500,2018,0,15,1,16
Bronx,012500,2019,0,7,4,11
Bronx,012500,2020,0,10,2,12
Bronx,012500,2021,0,8,1,9
Bronx,012500,2022,0,5,0,5
Bronx,012500,2023,0,2,0,2
Bronx,012701,2009,0,6,5,11
Bronx,012701,2010,2,20,0,22
Bronx,012701,2011,0,13,0,13
Bronx,012701,2012,0,9,0,9
Bronx,012701,2013,2,5,0,7
Bronx,012701,2014,0,5,0,5
Bronx,012701,2015,1,8,0,9
Bronx,012701,2016,0,14,0,14
Bronx,012701,2017,4,14,2,20
Bronx,012701,2018,1,10,0,11
Bronx,012701,2019,0,7,0,7
Bronx,012701,2020,0,9,0,9
Bronx,012701,2021,0,3,0,3
Bronx,012701,2022,0,2,0,2
Bronx,012701,2023,0,1,0,1
Bronx,012901,2009,0,6,0,6
Bronx,012901,2010,1,15,0,16
Bronx,012901,2011,0,10,0,10
Bronx,012901,2012,2,8,0,10
Bronx,012901,2013,0,12,0,12
Bronx,012901,2014,0,3,0,3
Bronx,012901,2015,1,23,4,28
Bronx,012901,2016,1,19,2,22
Bronx,012901,2017,1,16,1,18
Bronx,012901,2018,0,6,0,6
Bronx,012901,2019,1,2,0,3
Bronx,012901,2020,0,5,0,5
Bronx,012901,2021,0,1,0,1
Bronx,012901,2022,0,5,0,5
Bronx,012901,2023,1,0,0,1
Bronx,013000,2009,0,4,0,4
Bronx,013000,2010,1,2,0,3
Bronx,013000,2011,0,3,0,3
Bronx,013000,2012,0,1,0,1
Bronx,013000,2013,0,5,0,5
Bronx,013000,2014,0,1,0,1
Bronx,013000,2015,0,2,2,4
Bronx,013000,2016,0,8,0,8
Bronx,013000,2018,0,1,0,1
Bronx,013000,2019,0,3,0,3
Bronx,013000,2020,0,7,0,7
Bronx,013000,2021,0,13,0,13
Bronx,013000,2022,0,1,0,1
Bronx,013000,2023,0,1,0,1
Bronx,013100,2009,0,22,4,26
Bronx,013100,2010,0,16,0,16
Bronx,013100,2011,1,12,1,14
Bronx,013100,2012,0,9,1,10
Bronx,013100,2013,0,23,2,25
Bronx,013100,2014,2,16,1,19
Bronx,013100,2015,1,8,0,9
Bronx,013100,2016,0,16,4,20
Bronx,013100,2017,0,9,3,12
Bronx,013100,2018,3,13,1,17
Bronx,013100,2019,2,1,1,4
Bronx,013100,2020,0,3,1,4
Bronx,013100,2021,0,5,1,6
Bronx,013100,2022,0,6,0,6
Bronx,013100,2023,6,2,0,8
Bronx,013200,2009,6,7,2,15
Bronx,013200,2010,4,3,0,7
Bronx,013200,2011,1,3,0,4
Bronx,013200,2012,2,0,1,3
Bronx,013200,2013,0,5,0,5
Bronx,013200,2014,0,2,7,9
Bronx,013200,2015,0,9,0,9
Bronx,013200,2016,0,4,0,4
Bronx,013200,2017,0,11,0,11
Bronx,013200,2018,1,12,0,13
Bronx,013200,2019,0,7,0,7
Bronx,013200,2020,2,12,0,14
Bronx,013200,2021,0,9,0,9
Bronx,013200,2022,0,14,0,14
Bronx,013200,2023,0,2,0,2
Bronx,013300,2009,2,8,0,10
Bronx,013300,2010,0,14,1,15
Bronx,013300,2011,0,15,2,17
Bronx,013300,2012,0,10,0,10
Bronx,013300,2013,4,6,0,10
Bronx,013300,2014,0,18,0,18
Bronx,013300,2015,0,11,0,11
Bronx,013300,2016,0,10,0,10
Bronx,013300,2017,0,9,7,16
Bronx,013300,2018,1,18,0,19
Bronx,013300,2019,1,10,0,11
Bronx,013300,2020,1,4,0,5
Bronx,013300,2021,2,0,2,4
Bronx,013500,2009,0,11,0,11
Bronx,013500,2010,0,22,1,23
Bronx,013500,2011,0,8,0,8
Bronx,013500,2012,1,4,0,5
Bronx,013500,2013,0,2,2,4
Bronx,013500,2014,0,10,0,10
Bronx,013500,2015,0,15,3,18
Bronx,013500,2016,0,10,0,10
Bronx,013500,2017,0,15,0,15
Bronx,013500,2018,0,4,0,4
Bronx,013500,2019,0,5,0,5
Bronx,013500,2020,1,2,0,3
Bronx,013500,2021,0,6,1,7
Bronx,013500,2022,0,4,0,4
Bronx,013500,2023,0,2,0,2
Bronx,013800,2009,2,2,0,4
Bronx,013800,2010,0,2,0,2
Bronx,013800,2011,8,5,0,13
Bronx,013800,2012,3,1,0,4
Bronx,013800,2013,2,5,0,7
Bronx,013800,2014,3,3,0,6
Bronx,013800,2015,2,5,0,7
Bronx,013800,2016,3,5,0,8
Bronx,013800,2017,4,11,0,15
Bronx,013800,2018,2,7,0,9
Bronx,013800,2019,0,13,2,15
Bronx,013800,2020,0,7,0,7
Bronx,013800,2021,0,10,0,10
Bronx,013800,2022,0,6,0,6
Bronx,013800,2023,0,6,0,6
Bronx,014100,2009,0,28,0,28
Bronx,014100,2010,1,16,0,17
Bronx,014100,2011,0,16,0,16
Bronx,014100,2012,0,27,0,27
Bronx,014100,2013,0,24,0,24
Bronx,014100,2014,0,28,4,32
Bronx,014100,2015,0,14,1,15
Bronx,014100,2016,0,12,14,26
Bronx,014100,2017,0,17,2,19
Bronx,014100,2018,0,10,2,12
Bronx,014100,2019,0,24,0,24
Bronx,014100,2020,0,17,3,20
Bronx,014100,2021,0,5,0,5
Bronx,014100,2022,0,7,0,7
Bronx,014300,2009,0,3,2,5
Bronx,014300,2010,2,10,0,12
Bronx,014300,2011,0,8,1,9
Bronx,014300,2012,0,11,0,11
Bronx,014300,2013,3,13,0,16
Bronx,014300,2014,0,8,0,8
Bronx,014300,2015,0,7,0,7
Bronx,014300,2016,0,7,0,7
Bronx,014300,2017,0,9,1,10
Bronx,014300,2018,1,7,0,8
Bronx,014300,2019,0,1,2,3
Bronx,014300,2020,0,2,0,2
Bronx,014300,2021,0,3,0,3
Bronx,014300,2023,0,0,1,1
Bronx,014400,2009,0,13,0,13
Bronx,014400,2010,0,16,0,16
Bronx,014400,2011,0,2,0,2
Bronx,014400,2012,1,0,0,1
Bronx,014400,2013,0,4,0,4
Bronx,014400,2014,0,14,0,14
Bronx,014400,2015,1,16,1,18
Bronx,014400,2016,0,12,6,18
Bronx,014400,2017,0,13,0,13
Bronx,014400,2018,1,5,0,6
Bronx,014400,2019,0,6,0,6
Bronx,014400,2020,2,0,0,2
Bronx,014400,2021,0,2,0,2
Bronx,014400,2022,0,6,0,6
Bronx,014400,2023,0,2,0,2
Bronx,014500,2009,2,9,4,15
Bronx,014500,2010,2,21,2,25
Bronx,014500,2011,0,8,0,8
Bronx,014500,2013,1,5,0,6
Bronx,014500,2014,1,15,1,17
Bronx,014500,2015,1,16,0,17
Bronx,014500,2016,0,10,1,11
Bronx,014500,2017,1,21,0,22
Bronx,014500,2018,1,24,1,26
Bronx,014500,2019,0,8,0,8
Bronx,014500,2020,1,1,0,2
Bronx,014500,2021,0,2,0,2
Bronx,014500,2022,0,2,0,2
Bronx,014500,2023,0,1,0,1
Bronx,014701,2009,0,8,0,8
Bronx,014701,2010,0,8,0,8
Bronx,014701,2011,0,5,0,5
Bronx,014701,2012,0,7,0,7
Bronx,014701,2013,0,4,0,4
Bronx,014701,2014,0,5,0,5
Bronx,014701,2015,0,2,0,2
Bronx,014701,2016,0,15,0,15
Bronx,014701,2017,0,14,0,14
Bronx,014701,2018,0,54,0,54
Bronx,014701,2021,0,3,0,3
Bronx,014702,2009,0,1,0,1
Bronx,014702,2010,0,5,0,5
Bronx,014702,2011,0,2,0,2
Bronx,014702,2012,0,9,0,9
Bronx,014702,2013,0,7,0,7
Bronx,014702,2014,0,12,0,12
Bronx,014702,2015,2,5,0,7
Bronx,014702,2016,0,14,0,14
Bronx,014702,2017,0,3,0,3
Bronx,014702,2018,0,27,0,27
Bronx,014702,2019,0,4,0,4
Bronx,014900,2009,0,6,2,8
Bronx,014900,2010,0,22,0,22
Bronx,014900,2011,0,39,2,41
Bronx,014900,2012,2,12,0,14
Bronx,014900,2013,0,12,0,12
Bronx,014900,2014,0,7,2,9
Bronx,014900,2015,3,3,0,6
Bronx,014900,2016,0,9,0,9
Bronx,014900,2017,1,13,0,14
Bronx,014900,2018,3,37,7,47
Bronx,014900,2019,0,6,0,6
Bronx,014900,2020,0,9,0,9
Bronx,014900,2021,0,4,0,4
Bronx,014900,2022,0,3,0,3
Bronx,014900,2023,1,3,0,4
Bronx,015100,2009,1,10,0,11
Bronx,015100,2010,0,11,0,11
Bronx,015100,2011,3,24,0,27
Bronx,015100,2012,0,15,3,18
Bronx,015100,2013,2,14,2,18
Bronx,015100,2014,0,17,0,17
Bronx,015100,2015,0,13,1,14
Bronx,015100,2016,0,24,4,28
Bronx,015100,2017,1,17,0,18
Bronx,015100,2018,1,13,0,14
Bronx,015100,2019,0,22,4,26
Bronx,015100,2020,1,8,4,13
Bronx,015100,2021,0,7,0,7
Bronx,015100,2022,0,6,0,6
Bronx,015100,2023,0,4,0,4
Bronx,015200,2009,0,5,0,5
Bronx,015200,2010,0,8,0,8
Bronx,015200,2011,2,0,0,2
Bronx,015200,2012,0,6,0,6
Bronx,015200,2013,0,3,0,3
Bronx,015200,2014,1,7,0,8
Bronx,015200,2015,0,11,0,11
Bronx,015200,2016,0,5,0,5
Bronx,015200,2017,0,18,6,24
Bronx,015200,2018,0,7,0,7
Bronx,015200,2019,0,9,0,9
Bronx,015200,2020,0,4,0,4
Bronx,015200,2021,0,2,0,2
Bronx,015200,2022,0,4,0,4
Bronx,015200,2023,0,3,0,3
Bronx,015300,2009,0,17,0,17
Bronx,015300,2010,0,19,0,19
Bronx,015300,2011,0,3,0,3
Bronx,015300,2012,0,1,0,1
Bronx,015300,2013,0,13,0,13
Bronx,015300,2014,0,4,3,7
Bronx,015300,2015,1,14,0,15
Bronx,015300,2016,1,18,0,19
Bronx,015300,2017,0,5,1,6
Bronx,015300,2018,9,6,0,15
Bronx,015300,2019,0,14,3,17
Bronx,015300,2020,0,10,2,12
Bronx,015300,2021,0,8,0,8
Bronx,015300,2022,0,2,0,2
Bronx,015300,2023,0,4,0,4
Bronx,015500,2009,0,7,0,7
Bronx,015500,2010,0,5,1,6
Bronx,015500,2011,4,11,0,15
Bronx,015500,2012,0,10,0,10
Bronx,015500,2013,0,9,0,9
Bronx,015500,2014,0,9,0,9
Bronx,015500,2015,0,19,0,19
Bronx,015500,2016,2,16,0,18
Bronx,015500,2017,0,7,1,8
Bronx,015500,2018,1,8,0,9
Bronx,015500,2019,0,8,0,8
Bronx,015500,2020,0,5,0,5
Bronx,015500,2021,0,3,0,3
Bronx,015500,2023,0,2,0,2
Bronx,015700,2009,0,6,1,7
Bronx,015700,2010,0,11,1,12
Bronx,015700,2011,1,15,0,16
Bronx,015700,2012,1,9,1,11
Bronx,015700,2013,0,15,4,19
Bronx,015700,2014,0,19,0,19
Bronx,015700,2015,1,18,5,24
Bronx,015700,2016,0,9,5,14
Bronx,015700,2017,3,21,4,28
Bronx,015700,2018,0,7,1,8
Bronx,015700,2019,0,9,4,13
Bronx,015700,2020,0,13,3,16
Bronx,015700,2021,0,7,0,7
Bronx,015700,2022,0,2,0,2
Bronx,015700,2023,0,3,0,3
Bronx,015800,2009,0,6,0,6
Bronx,015800,2010,0,9,0,9
Bronx,015800,2013,1,6,0,7
Bronx,015800,2014,0,1,0,1
Bronx,015800,2015,0,6,0,6
Bronx,015800,2016,0,2,1,3
Bronx,015800,2017,0,9,2,11
Bronx,015800,2018,0,11,0,11
Bronx,015800,2019,0,1,1,2
Bronx,015800,2020,0,7,0,7
Bronx,015800,2021,0,2,0,2
Bronx,015800,2022,1,1,0,2
Bronx,015800,2023,0,2,0,2
Bronx,015900,2009,0,3,0,3
Bronx,015900,2010,0,9,0,9
Bronx,015900,2011,0,1,0,1
Bronx,015900,2012,2,11,0,13
Bronx,015900,2013,0,11,0,11
Bronx,015900,2014,1,15,0,16
Bronx,015900,2015,0,7,0,7
Bronx,015900,2016,6,10,2,18
Bronx,015900,2017,0,10,3,13
Bronx,015900,2018,0,7,10,17
Bronx,015900,2019,0,5,0,5
Bronx,015900,2020,0,3,0,3
Bronx,015900,2021,0,1,1,2
Bronx,015900,2022,0,1,0,1
Bronx,016000,2009,4,15,5,24
Bronx,016000,2010,1,9,0,10
Bronx,016000,2011,3,1,1,5
Bronx,016000,2012,1,7,2,10
Bronx,016000,2013,0,14,0,14
Bronx,016000,2014,2,7,0,9
Bronx,016000,2015,1,17,2,20
Bronx,016000,2016,3,8,5,16
Bronx,016000,2017,0,11,0,11
Bronx,016000,2018,1,7,0,8
Bronx,016000,2019,0,9,4,13
Bronx,016000,2020,3,8,0,11
Bronx,016000,2021,0,6,0,6
Bronx,016000,2022,0,6,0,6
Bronx,016000,2023,0,1,0,1
Bronx,016100,2009,0,14,1,15
Bronx,016100,2010,0,10,1,11
Bronx,016100,2011,0,15,2,17
Bronx,016100,2012,0,13,2,15
Bronx,016100,2013,0,26,0,26
Bronx,016100,2014,0,35,1,36
Bronx,016100,2015,0,25,1,26
Bronx,016100,2016,2,14,1,17
Bronx,016100,2017,0,19,4,23
Bronx,016100,2018,0,13,0,13
Bronx,016100,2019,0,9,6,15
Bronx,016100,2020,1,6,2,9
Bronx,016200,2009,0,4,0,4
Bronx,016200,2010,0,3,0,3
Bronx,016200,2011,0,2,0,2
Bronx,016200,2012,0,3,0,3
Bronx,016200,2013,0,12,2,14
Bronx,016200,2014,0,4,0,4
Bronx,016200,2015,0,8,0,8
Bronx,016200,2016,0,1,2,3
Bronx,016200,2017,0,5,1,6
Bronx,016200,2018,0,5,1,6
Bronx,016200,2019,2,2,0,4
Bronx,016200,2021,0,5,0,5
Bronx,016200,2023,0,2,0,2
Bronx,016300,2009,0,1,0,1
Bronx,016300,2012,0,1,0,1
Bronx,016300,2013,0,3,0,3
Bronx,016300,2014,0,2,0,2
Bronx,016300,2015,0,1,0,1
Bronx,016300,2017,0,3,0,3
Bronx,016300,2021,0,1,0,1
Bronx,016300,2022,0,1,0,1
Bronx,016400,2009,0,3,0,3
Bronx,016400,2010,0,3,0,3
Bronx,016400,2012,1,3,0,4
Bronx,016400,2013,2,3,0,5
Bronx,016400,2014,0,9,0,9
Bronx,016400,2015,0,2,1,3
Bronx,016400,2016,0,6,0,6
Bronx,016400,2017,0,7,0,7
Bronx,016400,2018,0,8,0,8
Bronx,016400,2019,7,7,0,14
Bronx,016400,2020,1,2,0,3
Bronx,016400,2021,0,1,0,1
Bronx,016500,2009,0,4,0,4
Bronx,016500,2010,0,5,2,7
Bronx,016500,2011,0,1,0,1
Bronx,016500,2012,2,12,2,16
Bronx,016500,2013,0,15,0,15
Bronx,016500,2014,2,6,0,8
Bronx,016500,2015,0,10,1,11
Bronx,016500,2016,0,8,0,8
Bronx,016500,2017,0,11,4,15
Bronx,016500,2018,0,2,0,2
Bronx,016500,2020,3,6,0,9
Bronx,016500,2021,0,1,0,1
Bronx,016600,2009,0,3,0,3
Bronx,016600,2011,0,3,0,3
Bronx,016600,2012,0,1,0,1
Bronx,016600,2013,0,6,0,6
Bronx,016600,2014,2,6,0,8
Bronx,016600,2015,0,12,0,12
Bronx,016600,2016,4,6,0,10
Bronx,016600,2017,0,8,0,8
Bronx,016600,2018,4,5,0,9
Bronx,016600,2019,1,5,0,6
Bronx,016600,2020,0,2,0,2
Bronx,016600,2021,0,12,0,12
Bronx,016600,2022,0,5,0,5
Bronx,016600,2023,0,4,0,4
Bronx,016700,2009,0,15,0,15
Bronx,016700,2010,0,10,0,10
Bronx,016700,2011,0,16,0,16
Bronx,016700,2012,0,6,0,6
Bronx,016700,2013,0,7,0,7
Bronx,016700,2014,0,6,0,6
Bronx,016700,2015,0,7,2,9
Bronx,016700,2016,0,18,0,18
Bronx,016700,2017,0,8,0,8
Bronx,016700,2018,0,7,0,7
Bronx,016700,2019,0,5,0,5
Bronx,016700,2020,0,2,0,2
Bronx,016700,2021,0,1,0,1
Bronx,016700,2023,0,1,0,1
Bronx,016900,2009,0,2,3,5
Bronx,016900,2011,0,7,0,7
Bronx,016900,2012,0,5,0,5
Bronx,016900,2013,0,4,0,4
Bronx,016900,2014,0,2,0,2
Bronx,016900,2015,0,3,0,3
Bronx,016900,2016,5,6,0,11
Bronx,016900,2017,2,6,0,8
Bronx,016900,2018,0,3,0,3
Bronx,016900,2019,0,9,0,9
Bronx,016900,2020,0,3,0,3
Bronx,016900,2021,0,1,0,1
Bronx,016900,2023,0,3,0,3
Bronx,017100,2010,0,1,0,1
Bronx,017100,2014,0,1,0,1
