median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units,borough,year,geoid
1230.0,70089.0,1588,100,513,52,Brooklyn,2009,096800
1013.0,50990.0,1445,128,706,81,Brooklyn,2009,097000
995.0,53793.0,2893,576,630,45,Brooklyn,2009,097400
440.0,20665.0,4278,18,1632,79,Brooklyn,2009,098200
1414.0,62253.0,1688,39,622,61,Brooklyn,2009,098400
1215.0,66736.0,2991,55,1003,47,Brooklyn,2009,098600
1061.0,59948.0,3257,242,1034,59,Brooklyn,2009,098800
1020.0,59306.0,1473,113,508,41,Brooklyn,2009,099000
1193.0,69965.0,1467,135,638,155,Brooklyn,2009,099200
1413.0,82903.0,2195,342,619,41,Brooklyn,2009,099400
1266.0,67757.0,3986,358,1086,19,Brooklyn,2009,099600
1253.0,46719.0,3207,398,1341,60,Brooklyn,2009,099800
1318.0,62632.0,2819,270,1010,60,Brooklyn,2009,100400
1138.0,90701.0,2976,135,892,19,Brooklyn,2009,100600
988.0,52955.0,2282,324,713,19,Brooklyn,2009,100800
1245.0,57246.0,2641,435,775,49,Brooklyn,2009,101000
1145.0,48750.0,2360,199,800,70,Brooklyn,2009,101200
1333.0,42402.0,2144,206,829,141,Brooklyn,2009,101400
1111.0,82847.0,1747,147,499,24,Brooklyn,2009,101600
856.0,71250.0,1664,50,811,109,Brooklyn,2009,101800
1369.0,95505.0,2254,167,652,31,Brooklyn,2009,102000
1150.0,52748.0,2030,128,800,81,Brooklyn,2009,102200
2001.0,57164.0,1841,109,574,28,Brooklyn,2009,102400
1314.0,66071.0,3063,242,899,71,Brooklyn,2009,102600
1180.0,83060.0,1546,121,457,40,Brooklyn,2009,102800
505.0,26875.0,3376,372,1605,175,Brooklyn,2009,103400
711.0,22830.0,14668,3560,6639,37,Brooklyn,2009,105800
1151.0,55308.0,4772,60,1864,56,Brooklyn,2009,107800
928.0,27381.0,1644,0,577,79,Brooklyn,2009,109800
1094.0,39659.0,1007,47,267,0,Brooklyn,2009,110000
611.0,25163.0,3877,57,1558,80,Brooklyn,2009,110200
469.0,22629.0,4468,0,1649,92,Brooklyn,2009,110600
360.0,16250.0,3331,40,1473,25,Brooklyn,2009,111000
1464.0,78214.0,1223,84,380,0,Brooklyn,2009,111200
1267.0,55603.0,1623,0,530,75,Brooklyn,2009,111400
1125.0,29074.0,3274,8,946,66,Brooklyn,2009,111800
1066.0,45980.0,3334,63,1140,158,Brooklyn,2009,112000
978.0,23616.0,3713,0,1173,80,Brooklyn,2009,112200
978.0,48993.0,3623,24,1161,160,Brooklyn,2009,112400
1045.0,30398.0,3886,25,1390,183,Brooklyn,2009,112600
1061.0,39894.0,3828,106,1399,119,Brooklyn,2009,112800
755.0,28977.0,4616,78,1401,92,Brooklyn,2009,113000
884.0,42841.0,1826,0,593,28,Brooklyn,2009,113200
530.0,14792.0,2944,0,810,36,Brooklyn,2009,113400
978.0,55048.0,783,22,229,22,Brooklyn,2009,114000
1182.0,47797.0,1174,9,543,116,Brooklyn,2009,114201
914.0,26917.0,2617,48,901,64,Brooklyn,2009,114202
1063.0,36250.0,2587,109,912,167,Brooklyn,2009,114600
1022.0,26250.0,1978,0,784,107,Brooklyn,2009,114800
1094.0,34336.0,1651,14,732,143,Brooklyn,2009,115000
831.0,18214.0,2889,0,927,45,Brooklyn,2009,115200
718.0,27845.0,1957,0,684,60,Brooklyn,2009,115400
427.0,17500.0,4533,0,1479,55,Brooklyn,2009,115600
1033.0,43480.0,2968,23,929,104,Brooklyn,2009,115800
533.0,22969.0,2482,0,886,59,Brooklyn,2009,116000
681.0,54091.0,2451,0,780,96,Brooklyn,2009,116200
1080.0,48676.0,3335,47,1012,68,Brooklyn,2009,116400
1090.0,41012.0,3012,101,926,126,Brooklyn,2009,116600
1097.0,34005.0,2223,33,727,60,Brooklyn,2009,116800
1030.0,45610.0,1770,98,646,0,Brooklyn,2009,117000
1089.0,43526.0,2168,55,741,68,Brooklyn,2009,117201
1076.0,46850.0,3654,307,1238,180,Brooklyn,2009,117202
1295.0,52833.0,4780,86,1209,79,Brooklyn,2009,117400
1071.0,42857.0,3140,187,927,141,Brooklyn,2009,117601
1175.0,39412.0,3807,430,1044,76,Brooklyn,2009,117602
1323.0,47941.0,2088,29,525,53,Brooklyn,2009,117800
1314.0,64036.0,3200,281,928,57,Brooklyn,2009,118201
1136.0,35774.0,3307,222,949,84,Brooklyn,2009,118202
1261.0,37426.0,5665,178,1496,106,Brooklyn,2009,118400
1309.0,48519.0,3510,140,927,61,Brooklyn,2009,118600
1177.0,25096.0,4795,181,1379,132,Brooklyn,2009,118800
1153.0,24922.0,2250,184,645,90,Brooklyn,2009,119000
1072.0,40324.0,3016,43,1079,278,Brooklyn,2009,119200
1102.0,19556.0,3247,8,1340,302,Brooklyn,2009,119400
959.0,33398.0,5117,73,1736,120,Brooklyn,2009,119600
1120.0,32035.0,2252,74,644,30,Brooklyn,2009,120000
1204.0,63750.0,1370,41,433,40,Brooklyn,2009,120200
890.0,34750.0,8395,188,3175,263,Brooklyn,2009,120800
462.0,17601.0,4924,0,1504,23,Brooklyn,2009,121000
408.0,19647.0,3906,0,1529,76,Brooklyn,2009,121400
968.0,37527.0,5167,159,1725,101,Brooklyn,2009,122000
1746.0,142705.0,8421,6965,4117,326,Manhattan,2009,016700
495.0,24286.0,4381,724,1656,114,Manhattan,2009,016800
1734.0,118710.0,10358,8625,5512,392,Manhattan,2009,016900
834.0,36791.0,7944,1123,3275,137,Manhattan,2009,017000
1527.0,116566.0,10377,8881,5822,507,Manhattan,2009,017100
528.0,21836.0,4805,528,1558,71,Manhattan,2009,017201
1065.0,27933.0,1008,230,539,16,Manhattan,2009,017202
1709.0,104712.0,9656,7529,5441,675,Manhattan,2009,017300
668.0,31466.0,6432,906,2199,196,Manhattan,2009,017401
1024.0,33413.0,2753,126,831,0,Manhattan,2009,017402
1668.0,127478.0,11156,8911,6174,671,Manhattan,2009,017500
767.0,62994.0,10601,5708,5302,355,Manhattan,2009,017700
846.0,34640.0,5354,1162,1823,230,Manhattan,2009,017800
1227.0,72369.0,9840,7474,5636,433,Manhattan,2009,017900
530.0,25400.0,7117,596,2655,277,Manhattan,2009,018000
940.0,74744.0,10675,6800,5064,245,Manhattan,2009,018100
512.0,20529.0,6241,205,2597,117,Manhattan,2009,018200
1472.0,84290.0,9337,6942,5716,959,Manhattan,2009,018300
508.0,27763.0,8101,679,3056,88,Manhattan,2009,018400
1261.0,72880.0,4258,2846,2692,234,Manhattan,2009,018500
515.0,16768.0,5543,307,1998,64,Manhattan,2009,018600
1356.0,79014.0,9189,6500,4816,351,Manhattan,2009,018700
831.0,36630.0,5907,405,2300,460,Manhattan,2009,018800
658.0,24444.0,11837,3539,5165,197,Manhattan,2009,018900
641.0,50625.0,2852,367,1332,189,Manhattan,2009,019000
1315.0,80380.0,9711,6830,5177,305,Manhattan,2009,019100
436.0,17083.0,4076,222,1271,52,Manhattan,2009,019200
918.0,45996.0,9974,3266,4289,248,Manhattan,2009,019300
458.0,19174.0,6949,291,2259,210,Manhattan,2009,019400
1307.0,65313.0,7755,5349,3964,242,Manhattan,2009,019500
479.0,20907.0,3961,123,1393,88,Manhattan,2009,019600
2001.0,100268.0,126,115,61,0,Manhattan,2009,019701
1050.0,49688.0,2419,431,1137,172,Manhattan,2009,019702
885.0,43147.0,1537,230,832,105,Manhattan,2009,019800
1349.0,68594.0,8758,5654,3729,284,Manhattan,2009,019900
728.0,39722.0,3082,376,1843,485,Manhattan,2009,020000
1778.0,81118.0,1747,972,333,18,Manhattan,2009,020101
875.0,37961.0,3992,794,1737,184,Manhattan,2009,020102
1018.0,10500.0,408,0,140,0,Manhattan,2009,020200
1383.0,37063.0,2766,1361,406,5,Manhattan,2009,020300
403.0,18415.0,2814,28,995,64,Manhattan,2009,020400
1484.0,114722.0,4664,3100,1324,82,Manhattan,2009,020500
657.0,28375.0,2992,216,1279,163,Manhattan,2009,020600
1354.0,44389.0,2797,1749,1347,123,Manhattan,2009,020701
828.0,44848.0,2542,412,1096,105,Manhattan,2009,020702
734.0,32206.0,4367,602,2508,548,Manhattan,2009,020800
435.0,19816.0,3181,80,1465,176,Manhattan,2009,020901
786.0,33542.0,1112,146,514,81,Manhattan,2009,020902
698.0,37898.0,7283,123,3055,165,Manhattan,2009,021000
1044.0,46785.0,9272,3632,4637,336,Manhattan,2009,021100
935.0,51150.0,3988,182,2523,354,Manhattan,2009,021200
894.0,40529.0,4201,550,1779,254,Manhattan,2009,021301
1172.0,83125.0,329,39,175,94,Manhattan,2009,021302
807.0,33042.0,3280,139,1945,101,Manhattan,2009,021400
821.0,35601.0,7972,1191,3652,590,Manhattan,2009,021600
773.0,25167.0,1510,40,581,51,Manhattan,2009,021701
782.0,22991.0,2748,50,1011,36,Manhattan,2009,021702
780.0,30739.0,5883,936,2635,287,Manhattan,2009,021800
500.0,18850.0,5692,160,2205,121,Manhattan,2009,021900
790.0,43621.0,5273,864,2868,612,Manhattan,2009,022000
1387.0,76667.0,693,15,254,56,Manhattan,2009,022101
877.0,48350.0,2097,372,1221,205,Manhattan,2009,022102
733.0,28631.0,2531,354,1385,399,Manhattan,2009,022200
793.0,21760.0,7442,537,2363,278,Manhattan,2009,022301
615.0,16707.0,3461,150,1477,88,Manhattan,2009,022302
527.0,19920.0,6143,281,2684,263,Manhattan,2009,022400
831.0,31250.0,10497,1284,3664,327,Manhattan,2009,022500
798.0,32043.0,4253,434,2384,582,Manhattan,2009,022600
890.0,38158.0,4808,939,2379,351,Manhattan,2009,022701
802.0,41042.0,1021,220,546,94,Manhattan,2009,022702
718.0,38068.0,5910,837,2779,648,Manhattan,2009,022800
884.0,30359.0,8099,593,2905,314,Manhattan,2009,022900
712.0,17994.0,8939,524,4142,586,Manhattan,2009,023000
895.0,36539.0,5866,1145,2860,491,Manhattan,2009,023101
821.0,65655.0,1241,255,672,137,Manhattan,2009,023102
585.0,18855.0,8395,128,3411,483,Manhattan,2009,023200
1039.0,42413.0,6247,1185,2622,368,Manhattan,2009,023300
902.0,41786.0,4656,305,2122,268,Manhattan,2009,023400
928.0,32649.0,7111,466,2550,248,Manhattan,2009,023501
755.0,23563.0,2212,0,967,203,Manhattan,2009,023502
701.0,35301.0,6430,56,3249,264,Manhattan,2009,023600
889.0,31738.0,7469,937,2817,263,Manhattan,2009,023700
1682.0,68009.0,9631,4333,4054,439,Manhattan,2009,023800
879.0,22011.0,2535,225,1026,0,Manhattan,2009,023900
893.0,37228.0,8852,678,3323,288,Manhattan,2009,024100
842.0,26122.0,3715,97,1395,148,Manhattan,2009,024301
345.0,14542.0,7682,74,2443,104,Manhattan,2009,024302
877.0,33352.0,16082,696,4670,224,Manhattan,2009,024500
882.0,34375.0,7894,1006,2528,187,Manhattan,2009,024700
797.0,31875.0,1229,30,348,0,Manhattan,2009,024900
714.0,34320.0,3439,89,846,71,Manhattan,2009,025100
983.0,32783.0,12288,1029,3850,132,Manhattan,2009,025300
1165.0,45800.0,6104,1891,2397,249,Manhattan,2009,025500
828.0,28830.0,12949,332,3486,66,Manhattan,2009,026100
900.0,22305.0,8331,540,2786,94,Manhattan,2009,026300
1047.0,42241.0,7700,2126,3042,187,Manhattan,2009,026500
926.0,29375.0,2479,1566,513,33,Manhattan,2009,026700
822.0,26165.0,9709,860,2613,164,Manhattan,2009,026900
928.0,33901.0,8982,2026,3032,162,Manhattan,2009,027100
1194.0,62555.0,6374,4375,3335,293,Manhattan,2009,027300
1404.0,60731.0,3000,2097,1718,65,Manhattan,2009,027500
865.0,25268.0,7518,355,2029,105,Manhattan,2009,027700
945.0,36013.0,11126,1643,4016,242,Manhattan,2009,027900
1261.0,85926.0,2948,2449,1499,23,Manhattan,2009,028100
921.0,37488.0,8056,1804,3242,121,Manhattan,2009,028300
848.0,26838.0,7979,627,2668,71,Manhattan,2009,028500
1083.0,55203.0,4153,1274,1724,90,Manhattan,2009,028700
541.0,25720.0,3881,34,1438,127,Manhattan,2009,028900
902.0,29688.0,11925,308,3712,288,Manhattan,2009,029100
875.0,35143.0,9463,463,2864,145,Manhattan,2009,029300
1046.0,57454.0,8310,2607,3359,82,Manhattan,2009,029500
1042.0,49388.0,3615,1383,1871,78,Manhattan,2009,030300
1155.0,59716.0,4268,2719,2020,38,Manhattan,2009,030700
734.0,31318.0,7186,179,2880,220,Manhattan,2009,030900
1722.0,98750.0,181,53,88,10,Manhattan,2009,031300
2001.0,134464.0,12390,8668,7219,851,Manhattan,2009,031701
2001.0,137125.0,457,267,231,30,Manhattan,2009,031900
432.0,16483.0,3201,131,1057,16,Manhattan,2009,000201
480.0,29875.0,8129,2231,3552,246,Manhattan,2009,000202
532.0,17308.0,10707,550,3940,94,Manhattan,2009,000600
2001.0,111597.0,2971,1850,2000,258,Manhattan,2009,000700
780.0,30539.0,12402,1117,4671,196,Manhattan,2009,000800
2001.0,118269.0,1201,706,985,297,Manhattan,2009,000900
850.0,61411.0,1831,1556,819,0,Manhattan,2009,001001
435.0,16721.0,6358,173,2261,38,Manhattan,2009,001002
686.0,42910.0,4347,2457,1861,87,Manhattan,2009,001200
2001.0,109167.0,3366,2032,2652,606,Manhattan,2009,001300
796.0,78883.0,3615,2616,1786,204,Manhattan,2009,001401
775.0,32692.0,3322,1276,1515,87,Manhattan,2009,001402
735.0,59875.0,5293,3157,2685,212,Manhattan,2009,001501
2001.0,141300.0,5958,4233,2402,290,Manhattan,2009,001502
859.0,25979.0,7216,813,3199,348,Manhattan,2009,001600
925.0,47992.0,8801,2158,3509,355,Manhattan,2009,001800
375.0,17409.0,5382,86,1775,130,Manhattan,2009,002000
2001.0,209125.0,3979,3121,2047,296,Manhattan,2009,002100
817.0,42583.0,6701,1174,2771,137,Manhattan,2009,002201
1647.0,84327.0,2028,1042,995,114,Manhattan,2009,002202
389.0,16084.0,4561,110,1725,115,Manhattan,2009,002400
388.0,14767.0,5638,159,1870,35,Manhattan,2009,002500
730.0,34712.0,3952,750,1527,148,Manhattan,2009,002601
1576.0,57880.0,4603,2720,2106,135,Manhattan,2009,002602
748.0,53963.0,1398,236,623,33,Manhattan,2009,002700
833.0,40045.0,6640,2245,3282,166,Manhattan,2009,002800
773.0,26902.0,7298,534,2535,127,Manhattan,2009,002900
1314.0,54113.0,4418,2316,2468,245,Manhattan,2009,003001
815.0,36146.0,3404,1975,2065,98,Manhattan,2009,003002
2001.0,102679.0,2847,1948,781,71,Manhattan,2009,003100
1127.0,50466.0,8851,5955,5092,186,Manhattan,2009,003200
2001.0,163889.0,4981,4421,2612,300,Manhattan,2009,003300
1437.0,59028.0,6429,4246,4094,393,Manhattan,2009,003400
778.0,32805.0,3734,883,1639,231,Manhattan,2009,003601
1389.0,44637.0,2370,1333,1391,130,Manhattan,2009,003602
1272.0,53405.0,8550,5919,5769,772,Manhattan,2009,003800
1198.0,68304.0,5230,3942,2758,284,Manhattan,2009,003900
1543.0,80825.0,8484,6323,4727,793,Manhattan,2009,004000
868.0,26938.0,8629,2348,3732,485,Manhattan,2009,004100
1996.0,101886.0,3671,2516,1659,93,Manhattan,2009,004200
1396.0,63631.0,4422,2534,2658,192,Manhattan,2009,004300
1395.0,92370.0,17476,13116,8794,360,Manhattan,2009,004401
1939.0,77000.0,2856,1546,1466,86,Manhattan,2009,004402
2001.0,124441.0,1492,784,572,21,Manhattan,2009,004500
2001.0,88304.0,2521,2143,1652,259,Manhattan,2009,004700
1534.0,91875.0,7027,5194,4416,415,Manhattan,2009,004800
1671.0,102202.0,4559,3918,3050,425,Manhattan,2009,004900
1804.0,117670.0,6036,5019,3852,444,Manhattan,2009,005000
1744.0,81420.0,1647,1342,1116,184,Manhattan,2009,005100
2001.0,126525.0,4914,3825,1927,348,Manhattan,2009,005200
1200.0,120313.0,516,418,344,96,Manhattan,2009,005300
1692.0,109638.0,4487,3394,2702,340,Manhattan,2009,005400
1639.0,120795.0,4081,3001,2714,631,Manhattan,2009,005501
2001.0,109885.0,1805,1352,1250,278,Manhattan,2009,005502
2001.0,148750.0,2768,1821,1911,364,Manhattan,2009,005600
2001.0,116619.0,2660,2414,1643,98,Manhattan,2009,005700
2001.0,104745.0,3126,2276,2221,325,Manhattan,2009,005800
1456.0,108807.0,5417,4378,3554,407,Manhattan,2009,005900
1490.0,96656.0,4688,3869,2551,184,Manhattan,2009,006000
2001.0,112100.0,4930,3852,2508,434,Manhattan,2009,006100
1711.0,77837.0,1796,926,284,21,Manhattan,2009,006200
1624.0,123629.0,7310,6448,4458,476,Manhattan,2009,006300
1602.0,91010.0,8326,6321,5322,525,Manhattan,2009,006400
1646.0,73022.0,8589,6968,3840,590,Manhattan,2009,006500
1207.0,69537.0,13104,7998,6962,543,Manhattan,2009,006600
1855.0,73604.0,6342,5180,4063,213,Manhattan,2009,006700
1965.0,80808.0,5501,4380,4613,848,Manhattan,2009,006800
2001.0,134663.0,2501,1933,1398,161,Manhattan,2009,006900
2001.0,104725.0,9109,7001,5684,455,Manhattan,2009,007000
2001.0,106621.0,5464,4815,4028,607,Manhattan,2009,007100
2001.0,88375.0,8305,6489,5229,749,Manhattan,2009,007200
1646.0,95234.0,6578,5823,4938,778,Manhattan,2009,007300
1837.0,124410.0,4226,3397,2479,326,Manhattan,2009,007400
1858.0,91316.0,4395,4064,2752,236,Manhattan,2009,007500
1254.0,62667.0,2500,1334,1880,582,Manhattan,2009,007600
1671.0,86250.0,5775,4988,4636,702,Manhattan,2009,007700
1773.0,86846.0,7533,5826,5615,871,Manhattan,2009,007800
1074.0,133071.0,5048,4292,3090,430,Manhattan,2009,007900
1822.0,110614.0,5055,4253,3922,441,Manhattan,2009,008000
1494.0,84338.0,7982,6168,5816,835,Manhattan,2009,008100
2001.0,115054.0,3590,2631,2472,417,Manhattan,2009,008200
735.0,40764.0,3728,1320,1898,106,Manhattan,2009,008300
2001.0,98401.0,1334,781,930,195,Manhattan,2009,008400
2001.0,148149.0,7118,6256,5057,1082,Manhattan,2009,008600
1757.0,107995.0,6463,4765,4288,386,Manhattan,2009,008700
1861.0,102525.0,7273,5740,5923,1189,Manhattan,2009,008800
1336.0,87899.0,5794,4105,3518,195,Manhattan,2009,008900
1958.0,108601.0,7783,5647,6223,1483,Manhattan,2009,009000
1665.0,107757.0,6523,4642,3874,545,Manhattan,2009,009100
1941.0,106917.0,1798,1111,1453,291,Manhattan,2009,009200
1279.0,66558.0,9574,6708,5982,599,Manhattan,2009,009300
598.0,9904.0,25,12,25,0,Manhattan,2009,009400
1421.0,101223.0,3231,2551,1245,323,Manhattan,2009,009500
678.0,90000.0,69,51,111,53,Manhattan,2009,009600
710.0,42036.0,4843,2746,2901,276,Manhattan,2009,009700
1946.0,97147.0,6913,5508,5413,1160,Manhattan,2009,009800
795.0,115497.0,1715,948,860,121,Manhattan,2009,009900
1963.0,89766.0,1714,1193,1466,213,Manhattan,2009,010000
2001.0,131625.0,448,342,238,79,Manhattan,2009,010100
493.0,87031.0,160,135,360,285,Manhattan,2009,010200
2001.0,96932.0,2016,1238,1404,195,Manhattan,2009,010300
1711.0,101875.0,1085,949,1112,433,Manhattan,2009,010400
1951.0,124624.0,7639,7051,5591,930,Manhattan,2009,010601
1921.0,103533.0,5605,4272,3084,279,Manhattan,2009,010602
1767.0,119423.0,8367,6964,6298,1498,Manhattan,2009,010800
1879.0,99238.0,7002,5754,5354,1095,Manhattan,2009,011000
1405.0,60688.0,2722,1627,1873,347,Manhattan,2009,011100
2001.0,99635.0,874,611,823,226,Manhattan,2009,011201
2001.0,122784.0,1256,1134,1231,496,Manhattan,2009,011203
1527.0,113125.0,103,29,92,10,Manhattan,2009,011300
1457.0,106618.0,1403,1273,1292,572,Manhattan,2009,011401
1855.0,125978.0,2456,2298,1966,532,Manhattan,2009,011402
1677.0,86667.0,3042,985,1134,206,Manhattan,2009,011500
1051.0,74231.0,3740,2888,2724,534,Manhattan,2009,011600
2001.0,79985.0,1835,945,1392,212,Manhattan,2009,011700
2001.0,120030.0,9401,8747,6855,1424,Manhattan,2009,011800
558.0,12538.0,1071,652,1091,56,Manhattan,2009,011900
2001.0,157601.0,4089,3562,2698,527,Manhattan,2009,012000
1281.0,56897.0,9391,5903,6275,508,Manhattan,2009,012100
2001.0,149808.0,3596,3369,3159,1271,Manhattan,2009,012200
1765.0,90592.0,10572,8010,6575,841,Manhattan,2009,012400
2001.0,129432.0,2139,1272,1856,399,Manhattan,2009,012500
1796.0,94591.0,13924,12422,9468,1267,Manhattan,2009,012600
1298.0,60911.0,7373,4424,4506,545,Manhattan,2009,012700
1648.0,156339.0,6463,5822,4105,806,Manhattan,2009,012800
1959.0,77042.0,5264,3060,3068,312,Manhattan,2009,012900
1696.0,229632.0,4785,4123,3058,791,Manhattan,2009,013000
2001.0,102941.0,2729,1871,2294,572,Manhattan,2009,013100
1582.0,75587.0,9865,8269,7064,849,Manhattan,2009,013200
1428.0,82176.0,7320,4771,3823,547,Manhattan,2009,013300
1697.0,92009.0,11972,10564,8005,1117,Manhattan,2009,013400
839.0,38881.0,5837,1754,3065,223,Manhattan,2009,013500
1738.0,88244.0,16253,13602,10132,1069,Manhattan,2009,013600
2001.0,111701.0,6738,5509,5967,1764,Manhattan,2009,013700
1626.0,92587.0,13752,11401,8625,949,Manhattan,2009,013800
1647.0,78919.0,9949,7611,7820,1275,Manhattan,2009,013900
1789.0,162037.0,8392,7343,4729,737,Manhattan,2009,014000
2001.0,162679.0,4795,4046,3057,976,Manhattan,2009,014200
2001.0,123750.0,5759,5144,3146,259,Manhattan,2009,014401
1757.0,88968.0,7205,6241,4525,345,Manhattan,2009,014402
2001.0,122289.0,6297,4347,3199,519,Manhattan,2009,014500
1822.0,87946.0,3880,3089,2827,262,Manhattan,2009,014601
1910.0,114464.0,8960,7165,5765,721,Manhattan,2009,014602
1466.0,91635.0,1760,894,990,96,Manhattan,2009,014700
1943.0,145972.0,2730,2533,1676,278,Manhattan,2009,014801
1834.0,110811.0,6405,5514,4214,751,Manhattan,2009,014802
1941.0,140255.0,5699,4253,4271,1243,Manhattan,2009,014900
2001.0,144492.0,2765,2569,1334,130,Manhattan,2009,015001
2001.0,183846.0,6029,5823,3169,603,Manhattan,2009,015002
2001.0,89690.0,11173,5310,6070,730,Manhattan,2009,015100
1539.0,74741.0,7140,4422,4099,332,Manhattan,2009,015200
2001.0,129702.0,9935,7908,6893,1053,Manhattan,2009,015300
1485.0,79601.0,12756,9552,8592,1135,Manhattan,2009,015400
1344.0,104022.0,7042,6237,4728,604,Manhattan,2009,015500
1945.0,89518.0,5521,3653,3059,325,Manhattan,2009,015601
633.0,34770.0,2026,372,915,30,Manhattan,2009,015602
1515.0,89410.0,11143,9283,7807,1367,Manhattan,2009,015700
1788.0,131360.0,6172,5483,3128,407,Manhattan,2009,015801
2001.0,89494.0,3210,1816,1880,192,Manhattan,2009,015802
1517.0,109727.0,10010,8626,6441,1137,Manhattan,2009,015900
2001.0,228750.0,4135,3738,2108,435,Manhattan,2009,016001
1211.0,98669.0,3425,2358,1516,173,Manhattan,2009,016002
1782.0,107912.0,7390,6407,4715,535,Manhattan,2009,016100
577.0,25214.0,9945,468,3985,132,Manhattan,2009,016200
1705.0,91949.0,6580,5626,4612,565,Manhattan,2009,016300
578.0,29745.0,5950,946,2428,300,Manhattan,2009,016400
1823.0,119433.0,7568,6406,4455,480,Manhattan,2009,016500
816.0,29987.0,8006,1059,3035,182,Manhattan,2009,016600
1143.0,48282.0,6957,626,2466,94,Queens,2009,086300
1223.0,58365.0,2287,415,726,48,Queens,2009,086400
1221.0,27785.0,3610,770,2084,290,Queens,2009,086500
1639.0,53333.0,1145,0,394,40,Queens,2009,086700
564.0,21684.0,1565,64,687,29,Queens,2009,087100
1338.0,71680.0,7821,6561,2955,286,Queens,2009,088400
946.0,45745.0,9626,2722,4071,162,Queens,2009,088901
998.0,43073.0,350,14,142,27,Queens,2009,088902
1287.0,88264.0,9740,9097,3117,86,Queens,2009,089200
1103.0,59677.0,1399,735,534,50,Queens,2009,090700
691.0,85687.0,4496,4375,2979,1158,Queens,2009,091601
1337.0,61424.0,5955,1508,1874,110,Queens,2009,091900
987.0,102898.0,2282,2258,918,29,Queens,2009,092200
1319.0,51000.0,3324,1436,1343,111,Queens,2009,092500
1600.0,106106.0,3613,3516,1474,159,Queens,2009,092800
1296.0,69575.0,7352,2933,2501,223,Queens,2009,092900
1062.0,71905.0,9199,7753,3916,562,Queens,2009,093400
968.0,38782.0,4450,3243,2473,349,Queens,2009,093800
1430.0,64318.0,4359,2222,1554,86,Queens,2009,093900
985.0,47708.0,3259,1073,1222,128,Queens,2009,094201
578.0,38750.0,3916,965,1714,367,Queens,2009,094202
711.0,52960.0,5670,2665,2861,185,Queens,2009,094203
1556.0,92955.0,4569,3078,1630,136,Queens,2009,094500
1379.0,66269.0,2351,1259,868,48,Queens,2009,094700
545.0,57670.0,1212,236,462,54,Queens,2009,095200
1300.0,72826.0,3059,140,1169,301,Queens,2009,096200
1409.0,66188.0,4334,371,1255,213,Queens,2009,096400
497.0,30737.0,10422,213,3458,68,Queens,2009,097201
898.0,23344.0,3349,47,1145,93,Queens,2009,097202
1600.0,88603.0,2590,1961,843,0,Queens,2009,097300
1787.0,75606.0,2870,2431,850,26,Queens,2009,098100
1538.0,71750.0,2863,2454,1012,35,Queens,2009,098700
1234.0,86387.0,7245,6314,3187,88,Queens,2009,099100
922.0,43220.0,3789,518,1309,236,Queens,2009,099200
1430.0,56653.0,2868,1847,1344,148,Queens,2009,099701
1564.0,75350.0,14360,10092,7297,441,Queens,2009,099702
900.0,40532.0,11954,2254,5694,690,Queens,2009,099800
1019.0,56442.0,10945,2737,3356,346,Queens,2009,100800
823.0,31895.0,9692,2862,3108,369,Queens,2009,101001
643.0,26302.0,4401,3447,1679,81,Queens,2009,101002
1066.0,71897.0,6454,4735,2642,140,Queens,2009,101700
1539.0,73500.0,3627,2310,1369,141,Queens,2009,102900
901.0,24669.0,5624,286,1917,159,Queens,2009,103201
1022.0,41981.0,6140,2772,1953,147,Queens,2009,103202
1468.0,71747.0,4623,3577,1631,70,Queens,2009,103300
1368.0,70405.0,6431,4421,2321,131,Queens,2009,103900
1559.0,75203.0,7128,3611,2770,110,Queens,2009,104700
1561.0,75452.0,3809,2662,1382,83,Queens,2009,105900
1113.0,80125.0,2918,2497,1086,82,Queens,2009,107201
2001.0,87566.0,1129,736,357,0,Queens,2009,108101
2001.0,115033.0,958,474,354,11,Queens,2009,108102
974.0,78359.0,1678,938,619,0,Queens,2009,108300
2001.0,73750.0,2137,1368,691,30,Queens,2009,109100
1432.0,84432.0,2144,1225,792,71,Queens,2009,109700
1178.0,50000.0,3498,2212,1284,0,Queens,2009,109900
1429.0,108793.0,2601,1277,934,98,Queens,2009,111300
1418.0,71235.0,2031,1073,955,122,Queens,2009,112300
1580.0,78377.0,2458,1531,1034,84,Queens,2009,112900
1182.0,86731.0,1741,1243,786,140,Queens,2009,113300
1292.0,74805.0,3090,2012,1645,268,Queens,2009,113900
1645.0,100474.0,2571,1892,922,9,Queens,2009,114100
780.0,100268.0,1896,1144,716,31,Queens,2009,114700
1145.0,63906.0,2508,651,774,43,Queens,2009,115500
1361.0,63125.0,3147,856,1302,134,Queens,2009,115700
1091.0,48266.0,3809,670,1395,116,Queens,2009,115900
1175.0,44186.0,4956,773,1565,17,Queens,2009,116100
1223.0,38412.0,8436,890,2948,221,Queens,2009,116300
1204.0,56667.0,2086,170,701,35,Queens,2009,116700
1125.0,52988.0,2816,807,1076,52,Queens,2009,117100
1347.0,62391.0,5466,2117,2005,113,Queens,2009,117500
1244.0,43581.0,1676,677,657,55,Queens,2009,118100
1291.0,47031.0,2044,834,747,16,Queens,2009,118500
1253.0,63152.0,2728,710,786,0,Queens,2009,118700
