median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units,borough,year,geoid
1960.0,83438.0,2497,615,1272,74,Brooklyn,2023,008800
2032.0,49500.0,1300,152,498,58,Brooklyn,2023,009001
1849.0,61801.0,1686,61,464,25,Brooklyn,2023,009002
1801.0,59148.0,1850,287,594,39,Brooklyn,2023,009201
1579.0,54667.0,2866,268,1201,113,Brooklyn,2023,009202
1557.0,48304.0,1985,163,669,138,Brooklyn,2023,009401
1850.0,82691.0,3089,733,1034,77,Brooklyn,2023,009402
1909.0,80253.0,5917,1153,1972,64,Brooklyn,2023,009600
1729.0,57341.0,6759,50,1919,56,Brooklyn,2023,009800
1812.0,56350.0,5510,300,1944,159,Brooklyn,2023,010000
2387.0,112857.0,4577,1352,1740,144,Brooklyn,2023,010100
1946.0,51250.0,4561,464,1275,143,Brooklyn,2023,010200
1425.0,56121.0,2183,95,768,154,Brooklyn,2023,010401
1408.0,29803.0,1861,240,770,139,Brooklyn,2023,010402
1509.0,46172.0,2230,8,706,119,Brooklyn,2023,010601
1212.0,65615.0,2192,66,686,78,Brooklyn,2023,010602
1568.0,62813.0,1951,178,609,39,Brooklyn,2023,010801
1608.0,65227.0,2585,125,796,108,Brooklyn,2023,010802
1775.0,83083.0,2697,612,659,42,Brooklyn,2023,011000
1387.0,61400.0,6478,2346,2162,152,Brooklyn,2023,011200
1697.0,72043.0,4085,1887,1174,285,Brooklyn,2023,011400
1629.0,48469.0,3344,239,1348,246,Brooklyn,2023,011600
2273.0,124675.0,3140,1377,1355,108,Brooklyn,2023,011700
1694.0,63125.0,1930,233,701,45,Brooklyn,2023,011800
2609.0,139750.0,1466,792,699,80,Brooklyn,2023,011901
1664.0,71292.0,1291,53,334,11,Brooklyn,2023,012000
2958.0,119801.0,2057,1051,979,82,Brooklyn,2023,012100
1844.0,50107.0,4651,424,1714,168,Brooklyn,2023,012200
1876.0,67679.0,2778,1058,943,100,Brooklyn,2023,012600
1649.0,73646.0,4037,866,1896,141,Brooklyn,2023,012700
1714.0,80433.0,1932,487,875,102,Brooklyn,2023,012801
3390.0,244837.0,2377,1344,1038,117,Brooklyn,2023,012901
3097.0,162377.0,3452,1540,1972,293,Brooklyn,2023,012902
1791.0,79219.0,5037,2905,1891,107,Brooklyn,2023,013000
2841.0,109875.0,3434,2073,1931,157,Brooklyn,2023,013100
1921.0,83281.0,2315,1152,758,28,Brooklyn,2023,013200
3004.0,209286.0,4388,3082,1951,167,Brooklyn,2023,013300
2088.0,105057.0,4229,2158,1507,82,Brooklyn,2023,013400
3244.0,214028.0,3946,2746,1731,181,Brooklyn,2023,013500
1968.0,92414.0,3804,2230,1660,164,Brooklyn,2023,013600
3001.0,160652.0,3217,2118,1736,258,Brooklyn,2023,013700
1901.0,99984.0,3635,2103,1465,170,Brooklyn,2023,013800
2765.0,173226.0,3527,2261,1483,61,Brooklyn,2023,013900
1649.0,59417.0,1910,1319,823,31,Brooklyn,2023,014000
2856.0,155625.0,1357,795,555,36,Brooklyn,2023,014101
2553.0,148125.0,2102,1194,1063,179,Brooklyn,2023,014102
1887.0,79444.0,3497,1719,1432,146,Brooklyn,2023,014200
2412.0,128828.0,3625,1676,1540,75,Brooklyn,2023,014300
2459.0,142200.0,4459,2815,2067,141,Brooklyn,2023,014500
2489.0,159297.0,2349,1725,963,118,Brooklyn,2023,014700
1786.0,76103.0,1320,587,474,43,Brooklyn,2023,014800
3470.0,162279.0,1561,1115,659,18,Brooklyn,2023,014901
2460.0,150202.0,4388,2825,1917,34,Brooklyn,2023,014902
2072.0,103750.0,1555,965,620,85,Brooklyn,2023,015000
2932.0,185357.0,4042,3143,1881,113,Brooklyn,2023,015100
1994.0,79783.0,2545,1323,1024,82,Brooklyn,2023,015200
2716.0,149956.0,2630,1752,1204,62,Brooklyn,2023,015300
3178.0,214340.0,3484,2640,1600,137,Brooklyn,2023,015500
3158.0,198203.0,4777,3270,2224,75,Brooklyn,2023,015700
2712.0,212109.0,5439,4156,2810,255,Brooklyn,2023,015900
1841.0,88944.0,4323,1953,1965,174,Brooklyn,2023,016000
2814.0,170893.0,3574,2179,1688,133,Brooklyn,2023,016100
1839.0,98125.0,2282,1091,1266,138,Brooklyn,2023,016200
3068.0,151923.0,4082,2498,1974,108,Brooklyn,2023,016300
3501.0,126696.0,859,542,169,13,Brooklyn,2023,016400
3259.0,250001.0,6118,4343,2546,152,Brooklyn,2023,016500
1850.0,126250.0,1958,1328,747,67,Brooklyn,2023,016600
2733.0,193594.0,4851,3504,2446,214,Brooklyn,2023,016700
1923.0,116991.0,1970,1140,819,25,Brooklyn,2023,016800
2608.0,154155.0,4726,3833,2051,68,Brooklyn,2023,016900
1897.0,94926.0,3584,1419,1218,82,Brooklyn,2023,017000
2534.0,168973.0,4195,2746,1743,94,Brooklyn,2023,017100
1841.0,131513.0,2830,1257,1079,150,Brooklyn,2023,017200
2122.0,107143.0,2038,853,728,16,Brooklyn,2023,017400
1709.0,97955.0,2238,1195,949,103,Brooklyn,2023,017600
1797.0,75655.0,2654,1075,955,104,Brooklyn,2023,017800
1430.0,106106.0,4017,1082,1602,157,Brooklyn,2023,017900
1722.0,58667.0,3027,1464,1118,100,Brooklyn,2023,018000
2698.0,163382.0,3749,2182,2407,313,Brooklyn,2023,018100
1818.0,73229.0,3460,1029,1181,63,Brooklyn,2023,018200
2999.0,191944.0,2879,1707,1482,92,Brooklyn,2023,018300
1628.0,76118.0,2161,913,812,29,Brooklyn,2023,018400
1092.0,46029.0,4334,368,1842,56,Brooklyn,2023,018501
1775.0,83250.0,2081,658,683,28,Brooklyn,2023,018600
3212.0,122115.0,1448,746,604,54,Brooklyn,2023,018700
1954.0,50265.0,2875,1328,1180,31,Brooklyn,2023,018800
1465.0,60645.0,4093,1046,1673,161,Brooklyn,2023,019000
2947.0,160471.0,2825,1349,1386,199,Brooklyn,2023,019100
1744.0,69327.0,3095,1307,844,93,Brooklyn,2023,019200
2743.0,75986.0,5974,2498,2713,237,Brooklyn,2023,019300
1806.0,56140.0,3371,546,1310,191,Brooklyn,2023,019400
2379.0,116479.0,3782,1594,2062,352,Brooklyn,2023,019500
1897.0,82044.0,4494,1562,1654,101,Brooklyn,2023,019600
2474.0,131875.0,4051,2175,1985,121,Brooklyn,2023,019700
2063.0,76973.0,1812,762,736,65,Brooklyn,2023,019800
2820.0,131250.0,3964,1781,2452,324,Brooklyn,2023,019900
2221.0,97875.0,2118,878,741,58,Brooklyn,2023,020000
3137.0,153250.0,4133,2115,2113,156,Brooklyn,2023,020100
1732.0,77434.0,1747,875,706,89,Brooklyn,2023,020200
3049.0,171250.0,1984,1152,933,64,Brooklyn,2023,020300
2423.0,102368.0,1754,1064,713,41,Brooklyn,2023,020400
2928.0,162596.0,3542,2268,1602,53,Brooklyn,2023,020500
1814.0,70806.0,2488,1389,853,71,Brooklyn,2023,020600
2572.0,184638.0,4681,3262,2485,136,Brooklyn,2023,020700
1619.0,67114.0,2761,1070,1197,82,Brooklyn,2023,020800
1577.0,72341.0,3899,942,1314,159,Brooklyn,2023,021000
1931.0,95236.0,2753,659,1298,197,Brooklyn,2023,021100
1428.0,61989.0,3448,777,1455,250,Brooklyn,2023,021200
1726.0,70109.0,4440,893,2084,58,Brooklyn,2023,021300
1764.0,69088.0,2510,1380,594,61,Brooklyn,2023,021400
1483.0,112650.0,5735,3069,3013,275,Brooklyn,2023,021500
1845.0,41250.0,3670,2906,1087,129,Brooklyn,2023,021600
1772.0,103269.0,3958,1423,2063,201,Brooklyn,2023,021700
1530.0,68062.0,3001,2275,999,172,Brooklyn,2023,021800
2310.0,130970.0,4285,1527,2004,182,Brooklyn,2023,021900
1743.0,51198.0,5525,4338,1391,144,Brooklyn,2023,022000
2249.0,78156.0,3706,1343,1775,193,Brooklyn,2023,022100
1642.0,50731.0,4270,3233,1241,170,Brooklyn,2023,022200
1445.0,53084.0,5335,4181,1450,154,Brooklyn,2023,022400
1729.0,84194.0,2572,1216,682,124,Brooklyn,2023,022600
2635.0,121250.0,4425,1451,2174,180,Brooklyn,2023,022700
1683.0,65208.0,3683,2011,914,54,Brooklyn,2023,022800
2931.0,129886.0,3425,1810,1791,168,Brooklyn,2023,022900
1630.0,51250.0,4887,3528,1088,26,Brooklyn,2023,023000
2016.0,162933.0,3546,1723,1830,104,Brooklyn,2023,023100
1676.0,67750.0,6648,5922,1573,248,Brooklyn,2023,023200
2620.0,75990.0,6804,2301,2358,123,Brooklyn,2023,023300
1518.0,37450.0,5558,4872,1707,306,Brooklyn,2023,023400
2672.0,84175.0,5578,4203,1608,126,Brooklyn,2023,023500
1844.0,32500.0,5846,5295,1512,80,Brooklyn,2023,023600
1785.0,50566.0,5200,4637,1474,289,Brooklyn,2023,023800
1788.0,47750.0,6413,5402,1626,140,Brooklyn,2023,024000
2631.0,135968.0,2975,1514,1272,154,Brooklyn,2023,024100
2107.0,60091.0,3026,2558,852,125,Brooklyn,2023,024200
2083.0,114142.0,4300,928,2038,103,Brooklyn,2023,024300
1748.0,67500.0,3697,2495,1063,93,Brooklyn,2023,024400
2245.0,91758.0,4437,1387,2085,76,Brooklyn,2023,024500
1894.0,80398.0,3489,1530,958,67,Brooklyn,2023,024600
2236.0,61250.0,2499,846,1425,130,Brooklyn,2023,024700
1844.0,75150.0,2476,1365,871,83,Brooklyn,2023,024800
2146.0,88771.0,3992,1446,2024,141,Brooklyn,2023,024900
1571.0,48125.0,1679,148,583,70,Brooklyn,2023,025000
1543.0,52011.0,3687,930,1819,41,Brooklyn,2023,025100
1671.0,54172.0,4847,1842,1930,181,Brooklyn,2023,025200
2173.0,77328.0,3375,1787,1470,99,Brooklyn,2023,025300
1793.0,85819.0,2992,871,1375,234,Brooklyn,2023,025400
576.0,26833.0,4922,27,2177,27,Brooklyn,2023,025500
1936.0,68269.0,3114,1104,1194,24,Brooklyn,2023,025600
2405.0,95263.0,3279,1075,1012,66,Brooklyn,2023,025700
1742.0,65234.0,4482,1532,1542,81,Brooklyn,2023,025800
2190.0,71964.0,2163,812,856,37,Brooklyn,2023,025901
506.0,21953.0,3611,0,1488,0,Brooklyn,2023,025902
1726.0,66120.0,3076,827,1143,92,Brooklyn,2023,026000
2320.0,86822.0,5459,1200,2410,174,Brooklyn,2023,026100
1634.0,114625.0,2626,659,825,45,Brooklyn,2023,026200
1844.0,82778.0,2270,548,1024,44,Brooklyn,2023,026300
1775.0,70151.0,4732,1652,1652,35,Brooklyn,2023,026400
1841.0,84179.0,4163,856,2014,133,Brooklyn,2023,026500
1765.0,52192.0,3408,1103,1187,96,Brooklyn,2023,026600
2256.0,106063.0,3950,1159,2115,223,Brooklyn,2023,026700
1775.0,87836.0,4280,2027,1605,108,Brooklyn,2023,026800
2374.0,83426.0,3124,784,1444,200,Brooklyn,2023,026900
1650.0,57792.0,2496,1544,913,32,Brooklyn,2023,027000
2301.0,98088.0,3740,820,1644,134,Brooklyn,2023,027100
1742.0,68250.0,3993,1496,1448,40,Brooklyn,2023,027200
2343.0,111989.0,4071,647,1546,87,Brooklyn,2023,027300
1738.0,53949.0,3159,1548,1008,87,Brooklyn,2023,027400
2079.0,104537.0,5303,825,1927,79,Brooklyn,2023,027500
1717.0,61811.0,3791,1121,1395,72,Brooklyn,2023,027600
1511.0,75724.0,4294,491,1877,254,Brooklyn,2023,027700
1567.0,67913.0,3086,1159,1126,0,Brooklyn,2023,027800
2188.0,83438.0,4161,1171,1855,168,Brooklyn,2023,027900
1832.0,91250.0,1686,636,646,37,Brooklyn,2023,028000
1857.0,57019.0,5094,767,1886,72,Brooklyn,2023,028100
1842.0,54219.0,2960,1236,1369,138,Brooklyn,2023,028200
1510.0,49986.0,4098,566,1609,20,Brooklyn,2023,028300
1595.0,61587.0,3686,1199,1492,51,Brooklyn,2023,028400
1600.0,56667.0,427,130,236,0,Brooklyn,2023,028501
557.0,28466.0,3303,0,1196,68,Brooklyn,2023,028502
1701.0,43329.0,5171,1829,2008,229,Brooklyn,2023,028600
2233.0,79350.0,3353,671,1339,58,Brooklyn,2023,028700
1644.0,70000.0,3799,1003,1261,69,Brooklyn,2023,028800
1607.0,66691.0,4261,767,1695,50,Brooklyn,2023,028900
1597.0,60701.0,3301,2051,1680,194,Brooklyn,2023,029000
1906.0,82356.0,3368,676,1506,132,Brooklyn,2023,029100
1721.0,48750.0,2668,973,1051,31,Brooklyn,2023,029200
1109.0,51364.0,3284,337,1509,73,Brooklyn,2023,029300
1855.0,61188.0,2143,880,645,15,Brooklyn,2023,029400
2497.0,98603.0,4011,1070,2027,122,Brooklyn,2023,029500
1766.0,76714.0,6128,2617,2080,33,Brooklyn,2023,029600
2214.0,71382.0,4099,869,1935,178,Brooklyn,2023,029700
1751.0,60057.0,3997,1586,1254,142,Brooklyn,2023,029800
1634.0,45395.0,2483,610,972,28,Brooklyn,2023,029900
1693.0,75179.0,4222,1098,1383,77,Brooklyn,2023,030000
1821.0,95441.0,3182,460,1278,182,Brooklyn,2023,030100
1594.0,72300.0,3899,1119,1458,104,Brooklyn,2023,030200
1201.0,45197.0,5748,391,2291,128,Brooklyn,2023,030300
1718.0,65000.0,3924,1377,1650,160,Brooklyn,2023,030400
2609.0,124792.0,7181,2451,3317,116,Brooklyn,2023,030500
1963.0,70417.0,1953,755,717,51,Brooklyn,2023,030600
1108.0,51134.0,6571,667,3188,68,Brooklyn,2023,030700
1217.0,77500.0,1678,633,873,209,Brooklyn,2023,030800
1717.0,76278.0,2447,137,983,31,Brooklyn,2023,030900
2147.0,90250.0,3389,641,1496,227,Brooklyn,2023,031100
1314.0,102782.0,4346,884,2577,350,Brooklyn,2023,031300
1247.0,87411.0,4938,2598,1909,50,Brooklyn,2023,031401
2312.0,96461.0,5136,1913,2709,265,Brooklyn,2023,031500
1935.0,94335.0,4150,922,1788,134,Brooklyn,2023,031701
2266.0,112113.0,3812,1342,1783,148,Brooklyn,2023,031702
1643.0,98201.0,3356,1559,1392,133,Brooklyn,2023,031900
1556.0,67292.0,5140,785,2451,106,Brooklyn,2023,032100
1658.0,84015.0,3505,659,1650,52,Brooklyn,2023,032300
1757.0,92274.0,6057,1101,2865,258,Brooklyn,2023,032500
803.0,48238.0,10085,1023,3057,82,Brooklyn,2023,032600
1619.0,71980.0,2701,518,1499,106,Brooklyn,2023,032700
843.0,47587.0,2751,361,1221,90,Brooklyn,2023,032800
1623.0,102868.0,5901,2398,2353,239,Brooklyn,2023,032900
498.0,19619.0,4283,798,1920,53,Brooklyn,2023,033000
1601.0,50293.0,4171,1732,1775,40,Brooklyn,2023,033100
1751.0,62253.0,4779,3663,1438,73,Brooklyn,2023,033300
1963.0,92935.0,3522,1694,977,81,Brooklyn,2023,033500
1642.0,82798.0,4734,3867,1933,286,Brooklyn,2023,033600
2047.0,90083.0,2755,1196,1016,102,Brooklyn,2023,033701
1555.0,84941.0,1847,1055,571,50,Brooklyn,2023,033702
1624.0,57475.0,4936,899,2182,93,Brooklyn,2023,033900
685.0,31413.0,2045,723,696,60,Brooklyn,2023,034000
1653.0,49638.0,2666,623,1285,91,Brooklyn,2023,034100
529.0,20120.0,6490,1927,3080,169,Brooklyn,2023,034200
1274.0,50417.0,4489,551,2015,123,Brooklyn,2023,034300
1626.0,57937.0,2669,832,1210,138,Brooklyn,2023,034500
1326.0,52644.0,3157,279,2048,217,Brooklyn,2023,034700
2241.0,53485.0,2852,429,951,41,Brooklyn,2023,034800
1391.0,65868.0,2339,119,886,83,Brooklyn,2023,034901
1429.0,46571.0,3499,383,1786,197,Brooklyn,2023,034902
1388.0,54150.0,3082,3079,1734,140,Brooklyn,2023,035000
1415.0,52987.0,1805,83,828,72,Brooklyn,2023,035101
1362.0,49688.0,3253,506,1106,32,Brooklyn,2023,035102
376.0,12170.0,1431,901,744,32,Brooklyn,2023,035200
1910.0,49222.0,3002,176,1244,36,Brooklyn,2023,035301
1668.0,84052.0,3189,627,1058,66,Brooklyn,2023,035302
1083.0,50559.0,5366,5165,3051,206,Brooklyn,2023,035400
1715.0,75965.0,5515,850,2158,78,Brooklyn,2023,035500
989.0,31525.0,2640,2440,1568,100,Brooklyn,2023,035601
1721.0,58372.0,6721,5662,3283,209,Brooklyn,2023,035602
1505.0,49288.0,2657,15,1120,43,Brooklyn,2023,035701
1534.0,66582.0,6665,394,2478,96,Brooklyn,2023,035900
1474.0,32071.0,2972,2482,1890,130,Brooklyn,2023,036001
1470.0,25085.0,3777,3076,2226,47,Brooklyn,2023,036002
1035.0,26250.0,2902,204,1311,0,Brooklyn,2023,036100
1712.0,52340.0,3343,1754,1562,153,Brooklyn,2023,036200
1307.0,45565.0,4909,0,2152,198,Brooklyn,2023,036300
1764.0,59938.0,2298,1381,993,47,Brooklyn,2023,036400
1236.0,63864.0,3467,10,1359,31,Brooklyn,2023,036501
1615.0,62740.0,2014,34,704,101,Brooklyn,2023,036502
1623.0,48278.0,4369,1781,1398,39,Brooklyn,2023,036600
1947.0,68438.0,1982,185,751,52,Brooklyn,2023,036700
1433.0,39513.0,5310,747,2649,145,Brooklyn,2023,036900
1829.0,82500.0,4112,2511,1560,100,Brooklyn,2023,037000
1834.0,91285.0,4723,530,1821,122,Brooklyn,2023,037100
1466.0,81220.0,5258,866,2153,170,Brooklyn,2023,037300
1655.0,58560.0,4646,3331,1889,80,Brooklyn,2023,037401
1689.0,62857.0,5449,3307,2277,91,Brooklyn,2023,037402
1844.0,92955.0,3643,569,1701,193,Brooklyn,2023,037500
2020.0,66302.0,4893,1215,1881,62,Brooklyn,2023,037700
1795.0,59333.0,4834,302,1731,19,Brooklyn,2023,037900
1622.0,68790.0,5624,849,2500,7,Brooklyn,2023,038100
572.0,24170.0,5261,381,2173,242,Brooklyn,2023,038200
2255.0,85254.0,5456,751,2276,80,Brooklyn,2023,038300
1974.0,96602.0,3895,1113,1691,131,Brooklyn,2023,038500
1716.0,74886.0,3102,1250,1090,71,Brooklyn,2023,038600
2598.0,79550.0,4830,830,2204,223,Brooklyn,2023,038700
1754.0,94612.0,4999,3848,1696,115,Brooklyn,2023,038800
2565.0,95330.0,2829,1258,1478,48,Brooklyn,2023,038900
1947.0,79682.0,2672,2335,887,101,Brooklyn,2023,039000
2542.0,101785.0,5243,1690,2566,109,Brooklyn,2023,039100
1727.0,56375.0,3441,2500,1261,79,Brooklyn,2023,039200
2430.0,115435.0,3868,1102,1662,100,Brooklyn,2023,039300
1753.0,40833.0,2076,1729,807,101,Brooklyn,2023,039400
2637.0,82875.0,3845,1349,1932,45,Brooklyn,2023,039500
2044.0,86500.0,1987,1559,787,125,Brooklyn,2023,039600
2137.0,85486.0,3316,909,1657,196,Brooklyn,2023,039700
1751.0,87245.0,2855,780,953,91,Brooklyn,2023,039800
1656.0,50592.0,4164,439,1784,62,Brooklyn,2023,039900
1602.0,51307.0,2192,751,1024,241,Brooklyn,2023,040000
1846.0,76250.0,3552,855,1477,155,Brooklyn,2023,040100
1703.0,70486.0,2570,497,893,68,Brooklyn,2023,040200
2356.0,90773.0,4086,961,1621,186,Brooklyn,2023,040300
1670.0,100833.0,2615,810,954,106,Brooklyn,2023,040400
2110.0,70091.0,1403,260,680,29,Brooklyn,2023,040500
1837.0,77763.0,3924,1298,1163,89,Brooklyn,2023,040600
1905.0,92739.0,3724,1076,1173,59,Brooklyn,2023,040800
2109.0,66864.0,3858,802,1384,25,Brooklyn,2023,040900
1661.0,75288.0,1650,1007,655,28,Brooklyn,2023,041000
2167.0,80169.0,3001,744,1206,156,Brooklyn,2023,041100
1760.0,98056.0,3164,1654,997,39,Brooklyn,2023,041200
1989.0,107131.0,3620,760,1531,142,Brooklyn,2023,041300
1694.0,58750.0,1182,864,469,19,Brooklyn,2023,041401
1333.0,56579.0,2111,1322,816,76,Brooklyn,2023,041402
2216.0,94470.0,4291,654,1786,148,Brooklyn,2023,041500
1561.0,67679.0,2105,1248,790,70,Brooklyn,2023,041600
1113.0,33981.0,3390,202,1470,94,Brooklyn,2023,041700
1364.0,60833.0,2790,2321,947,85,Brooklyn,2023,041800
1549.0,65046.0,3417,604,1246,17,Brooklyn,2023,041900
2417.0,85332.0,1727,1413,523,66,Brooklyn,2023,042000
2358.0,92635.0,4089,999,1879,91,Brooklyn,2023,042100
2096.0,68684.0,3102,1645,1180,160,Brooklyn,2023,042200
3017.0,113750.0,4331,1514,1605,94,Brooklyn,2023,042300
1652.0,70585.0,3403,1288,1266,0,Brooklyn,2023,042400
2183.0,90392.0,2913,807,1103,29,Brooklyn,2023,042500
1652.0,62219.0,4410,1718,1613,101,Brooklyn,2023,042600
2349.0,84779.0,4215,1754,1848,31,Brooklyn,2023,042700
1575.0,85625.0,3852,1813,1498,122,Brooklyn,2023,042800
1978.0,66250.0,5074,1003,2046,80,Brooklyn,2023,042900
1646.0,57487.0,3668,1625,1423,36,Brooklyn,2023,043000
2367.0,89548.0,4023,1569,1904,157,Brooklyn,2023,043100
1666.0,88088.0,4098,1421,1512,90,Brooklyn,2023,043200
1378.0,44975.0,3621,238,1348,49,Brooklyn,2023,043300
1620.0,68333.0,4061,1719,1401,123,Brooklyn,2023,043400
2165.0,86367.0,4971,635,1820,56,Brooklyn,2023,043500
1721.0,79464.0,4591,1739,1941,78,Brooklyn,2023,043600
2074.0,62054.0,5228,823,2158,175,Brooklyn,2023,043700
2168.0,74808.0,2383,1484,1023,159,Brooklyn,2023,043800
2271.0,91742.0,4045,335,1244,161,Brooklyn,2023,043900
1948.0,89831.0,2646,1952,900,91,Brooklyn,2023,044000
1955.0,66866.0,4884,1034,1995,101,Brooklyn,2023,044100
1571.0,72857.0,2379,2266,960,108,Brooklyn,2023,044200
2250.0,91908.0,4272,1672,2074,135,Brooklyn,2023,044300
1852.0,71929.0,3084,2479,1331,267,Brooklyn,2023,044400
1923.0,85741.0,3956,1017,1773,132,Brooklyn,2023,044500
1986.0,65037.0,2034,643,695,88,Brooklyn,2023,044600
1828.0,90774.0,2470,1073,980,31,Brooklyn,2023,044700
1719.0,86932.0,1787,1492,842,97,Brooklyn,2023,044800
1203.0,61451.0,2567,381,1060,43,Brooklyn,2023,044901
3501.0,88558.0,863,654,235,0,Brooklyn,2023,045000
2548.0,74236.0,2640,2109,987,119,Brooklyn,2023,045200
2329.0,66856.0,1938,556,697,24,Brooklyn,2023,045300
2324.0,90859.0,1951,1115,566,62,Brooklyn,2023,045400
1738.0,76047.0,2245,1084,887,98,Brooklyn,2023,045600
812.0,68393.0,1132,1088,544,133,Brooklyn,2023,045800
1728.0,105900.0,3335,1223,1296,68,Brooklyn,2023,046000
1466.0,43711.0,2575,1990,1113,50,Brooklyn,2023,046201
1883.0,91328.0,1847,1459,528,48,Brooklyn,2023,046202
1896.0,68315.0,2768,2488,672,49,Brooklyn,2023,046400
1888.0,67303.0,2486,2191,794,183,Brooklyn,2023,047000
2041.0,72153.0,2958,2664,824,147,Brooklyn,2023,047200
1875.0,64625.0,2974,2585,835,82,Brooklyn,2023,047400
1677.0,75026.0,3839,3469,1070,151,Brooklyn,2023,047600
3390.0,174977.0,4102,3098,1946,73,Brooklyn,2023,047700
1850.0,57591.0,5164,4275,1221,71,Brooklyn,2023,047800
1388.0,43074.0,3534,1978,1069,86,Brooklyn,2023,048000
2315.0,96031.0,2902,1371,1380,57,Brooklyn,2023,048100
1636.0,58071.0,5455,2105,2331,179,Brooklyn,2023,048200
1852.0,86908.0,5371,3130,1662,93,Brooklyn,2023,048400
2950.0,125417.0,2371,1102,1019,19,Brooklyn,2023,048500
2114.0,61281.0,3200,426,842,50,Brooklyn,2023,048600
1998.0,74012.0,4054,1980,1643,0,Brooklyn,2023,048800
1897.0,73988.0,5266,1690,2259,98,Brooklyn,2023,049000
1258.0,46933.0,7170,1352,2663,0,Brooklyn,2023,049100
1740.0,111964.0,2759,1118,1362,102,Brooklyn,2023,049200
631.0,22521.0,2169,0,983,27,Brooklyn,2023,049301
1249.0,71328.0,4691,1264,2493,78,Brooklyn,2023,049302
2078.0,100878.0,5512,2624,2345,93,Brooklyn,2023,049400
2680.0,96875.0,2939,1401,1510,49,Brooklyn,2023,049500
1888.0,79213.0,4006,1747,1469,158,Brooklyn,2023,049600
2572.0,142054.0,3290,2191,1756,98,Brooklyn,2023,049700
1751.0,79632.0,4163,1276,1633,24,Brooklyn,2023,049800
2797.0,112321.0,2285,1603,1108,113,Brooklyn,2023,049900
1989.0,120787.0,2279,1377,984,37,Brooklyn,2023,050001
2718.0,167604.0,1726,841,734,53,Brooklyn,2023,050002
2481.0,132159.0,3089,1819,1605,96,Brooklyn,2023,050100
2096.0,96310.0,2281,1514,1140,26,Brooklyn,2023,050202
2571.0,168029.0,3044,1829,1483,58,Brooklyn,2023,050300
2868.0,152739.0,2824,1950,1237,22,Brooklyn,2023,050401
1880.0,171681.0,1935,1074,978,25,Brooklyn,2023,050402
1702.0,82541.0,4284,912,2101,44,Brooklyn,2023,050500
1973.0,69977.0,5675,1474,2093,14,Brooklyn,2023,050600
1903.0,58125.0,3869,3507,874,89,Brooklyn,2023,050700
1711.0,69446.0,3718,304,1644,179,Brooklyn,2023,050801
1967.0,79242.0,2608,634,1172,48,Brooklyn,2023,050803
2199.0,108871.0,6765,2052,2863,126,Brooklyn,2023,050804
2288.0,40598.0,5473,4570,1038,7,Brooklyn,2023,050900
1650.0,58877.0,4652,212,1746,120,Brooklyn,2023,051001
1608.0,64128.0,4028,532,1906,181,Brooklyn,2023,051002
1796.0,85383.0,3922,1568,1977,28,Brooklyn,2023,051100
1705.0,82240.0,5991,1165,2458,141,Brooklyn,2023,051200
2396.0,133132.0,5628,2431,2719,74,Brooklyn,2023,051300
1735.0,88929.0,7214,1200,2662,92,Brooklyn,2023,051400
3501.0,226450.0,2839,1850,1288,30,Brooklyn,2023,051500
1711.0,68202.0,4824,525,2109,136,Brooklyn,2023,051601
1785.0,80341.0,3784,404,1509,54,Brooklyn,2023,051602
3501.0,220795.0,2853,1752,1542,171,Brooklyn,2023,051700
1921.0,101985.0,3448,1107,1640,38,Brooklyn,2023,051800
3501.0,212881.0,5725,3614,3431,148,Brooklyn,2023,051900
1620.0,121325.0,3544,1168,1372,61,Brooklyn,2023,052000
2265.0,77976.0,5432,1810,2413,65,Brooklyn,2023,052300
1440.0,51393.0,3501,2527,1399,53,Brooklyn,2023,052500
2080.0,88520.0,3879,1749,1892,83,Brooklyn,2023,052600
1613.0,63608.0,5921,1450,2513,153,Brooklyn,2023,052700
1982.0,120670.0,1826,1003,731,38,Brooklyn,2023,052800
1483.0,41576.0,3113,2402,1022,90,Brooklyn,2023,052900
1695.0,76684.0,3628,2315,1285,89,Brooklyn,2023,053000
2608.0,68487.0,6226,6018,1275,119,Brooklyn,2023,053102
1795.0,67273.0,2296,1141,1060,182,Brooklyn,2023,053200
1697.0,34889.0,6233,5965,1818,232,Brooklyn,2023,053300
1552.0,67240.0,4488,2136,1423,70,Brooklyn,2023,053400
1460.0,24912.0,4275,3788,1139,132,Brooklyn,2023,053500
2125.0,42471.0,4181,4062,802,24,Brooklyn,2023,053700
1888.0,70978.0,5806,3376,2433,52,Brooklyn,2023,053800
1262.0,43688.0,2552,1964,926,23,Brooklyn,2023,053900
1664.0,57472.0,4041,2628,1762,145,Brooklyn,2023,054200
1795.0,67500.0,3906,3216,1367,49,Brooklyn,2023,054400
467.0,36559.0,7454,3000,2557,90,Brooklyn,2023,054500
1793.0,71667.0,5214,3090,2047,115,Brooklyn,2023,054600
2721.0,91108.0,8440,6161,2853,176,Brooklyn,2023,054700
1789.0,100104.0,2236,1948,851,100,Brooklyn,2023,054800
3320.0,171250.0,4645,2993,2192,146,Brooklyn,2023,054900
1673.0,59632.0,3512,2297,1574,37,Brooklyn,2023,055000
3102.0,162577.0,6797,3248,3329,229,Brooklyn,2023,055100
