old_tract_id,new_tract_id,area_weight
005_022300,005_020900,0.45579661831765095
005_022300,005_022300,0.5442033816806171
005_021200,005_021200,0.9999999999984285
005_026300,005_025500,0.0039975248334996475
005_026300,005_026500,0.0028242014809205006
005_026300,005_026300,0.9906792850138012
005_026300,005_026701,0.0024143570993524926
005_039901,005_040302,0.008606936625521628
005_039901,005_039901,0.9889182906044572
005_039901,005_040501,0.0024747727696284765
005_014500,005_014500,0.9999999999992865
005_035200,005_036000,0.9999999999997677
005_018400,005_018400,0.9989003713153009
005_018400,005_019400,0.001085298937452393
005_006600,005_007600,0.9996640050730542
005_019300,005_019300,0.9999520608493816
005_025400,005_025400,0.9999999999955616
005_016200,005_016200,0.9999999999985537
005_002702,005_001902,0.012093377105169015
005_002702,005_002702,0.9879066228938825
005_022901,005_022703,0.02464511857769503
005_022901,005_022901,0.9239243673690747
005_022901,005_022902,0.05137762577281031
005_025500,005_025500,0.9581881575003321
005_025500,005_025700,0.03164573063001213
005_025500,005_025100,0.010166111868107256
005_038500,005_038500,0.9885093965569358
005_038500,005_038700,0.007209853532478942
005_038500,005_039700,0.003089435438019498
005_038500,005_038304,0.001191314472384036
005_032400,005_032400,0.9965820261901476
005_032400,005_032600,0.003394348029849786
005_021701,005_024300,0.0034186962158054427
005_021701,005_021700,0.9399420745400062
005_021701,005_022701,0.0018943002426412277
005_021701,005_023301,0.0043027728468908516
005_021701,005_022702,0.0501760552295865
005_019900,005_019900,0.998109956334148
005_019900,005_021900,0.001890043664672789
005_000200,081_092900,0.02734069733239983
005_000200,005_002001,0.001019570939920896
005_000200,005_000200,0.9091804513497199
005_000200,005_000400,0.04408562391683163
005_000200,005_002400,0.01837365646112774
005_020100,005_021100,0.013837946322469286
005_020100,005_020501,0.08016981284499092
005_020100,005_020100,0.9059832275334141
005_029700,005_029500,0.017212094494333318
005_029700,005_030701,0.016372727107480077
005_029700,005_029700,0.9037710866062147
005_029700,005_029302,0.062153379915441904
005_028400,005_028400,0.9405546115833581
005_028400,005_029600,0.0028667163842180706
005_028400,005_028600,0.005018988745872158
005_028400,005_020000,0.05036503671806393
005_004001,005_004001,0.9999999999984053
005_010200,005_009000,0.9980806230488357
005_010200,005_000400,0.0019193769511642734
005_029500,005_028900,0.002853286015103611
005_029500,005_029500,0.9853152652875342
005_029500,005_029302,0.01107548630979841
005_035000,005_035000,0.9999999999984155
005_021702,005_020900,0.9815627673408763
005_021702,005_021302,0.01843723265804273
005_024400,005_024400,0.9996673846975729
005_008600,005_008600,0.999999999998174
005_029300,005_028900,0.009691089912393702
005_029300,005_030100,0.0020312172152584687
005_029300,005_029302,0.28098623043387755
005_029300,005_029301,0.7061119756845882
005_024300,005_024300,0.9763611873291675
005_024300,005_021700,0.008455907306147757
005_024300,005_025100,0.0020468487675821727
005_024300,005_024501,0.013136056596470073
005_033200,005_033201,0.49744727610464423
005_033200,005_033202,0.5025467646933304
005_036502,005_036901,0.002202841272712001
005_036502,005_035900,0.00353633188663158
005_036502,005_036502,0.9942608268397262
005_028100,005_027900,0.009707869232010861
005_028100,005_028100,0.9873758404736399
005_028100,005_040900,0.0021081375050499606
005_022902,005_022902,0.978363261015916
005_022902,005_017100,0.021636738982564796
005_037700,005_039500,0.9999999999957878
005_027101,005_028300,0.5545899453989974
005_027101,005_028900,0.44523450422866157
005_023400,005_023800,0.9999999999992857
005_007200,005_007200,0.9999999999995066
005_045400,005_045600,0.9923646418409504
005_045400,005_046209,0.007025725156630534
005_024000,005_024000,0.9975610185064894
005_024000,005_021800,0.002438981493012626
005_037100,005_037100,0.9999999999987039
005_020800,005_022200,0.9977011158596232
005_020800,005_007200,0.0022988841368162755
005_038100,005_038100,0.9999226074516779
005_034300,005_034300,0.998127954555089
005_034300,005_033700,0.0018720454445401147
005_039000,005_039000,0.9999999999986098
005_025100,005_024300,0.0011252461765720533
005_025100,005_025100,0.9960890083738563
005_025100,005_024502,0.0027810618584535353
005_039300,005_039300,0.9956723431400804
005_039300,005_039700,0.00427729720248473
005_005600,005_005600,0.9999999999966299
005_016900,005_016900,0.9999170669370564
005_036600,005_034800,0.9999999999986978
005_037502,005_039500,0.0035302733578424263
005_037502,005_037504,0.9964697266421576
005_044800,005_044800,0.9999999999991095
005_046000,005_046000,0.9999850377714418
005_042000,005_042000,0.9999446924310696
005_036901,005_039500,0.008460438927032876
005_036901,005_036901,0.9914006839534458
005_028500,005_043503,0.0017370877353386624
005_028500,005_028500,0.9918428335302879
005_028500,005_029500,0.0061967031630928366
005_005901,005_005902,0.005365089219955244
005_005901,005_006301,0.9939879403081194
005_035100,005_034500,0.033199673857005174
005_035100,005_033500,0.012449506147810466
005_035100,005_035100,0.9534385162453657
005_039700,005_033400,0.014337938274581907
005_039700,005_039700,0.9856532784062578
005_022702,005_022701,0.02542035885065819
005_022702,005_020900,0.012295235229113625
005_022702,005_022702,0.9622616850218014
005_034100,005_033700,0.9999999999995941
005_041100,005_041100,0.9996847492572878
005_041300,005_041100,0.002678382774534073
005_041300,005_041300,0.9973168500194182
005_039200,005_039200,0.9999999999990801
005_040600,005_040600,0.9999999999976107
005_044200,005_044200,0.9999935928286382
005_040701,005_040701,0.9999773762937639
005_027900,005_027900,0.9894683354979577
005_027900,005_028100,0.001069104267852047
005_027900,005_040900,0.00883400262707029
005_040800,005_043501,0.015718072322755385
005_040800,005_040800,0.9842819276763629
005_026601,005_026601,0.9964590801686362
005_026601,005_030000,0.0031411061565514544
005_044901,005_044901,0.9999999999940236
005_038800,005_038800,0.999999999997358
005_040900,005_026500,0.031158280020159447
005_040900,005_026702,0.0016000922245931375
005_040900,005_040900,0.9659421314810541
005_046201,005_046208,0.002809923571734948
005_046201,005_046207,0.08557415992302428
005_046201,005_046203,0.4167618147313455
005_046201,005_046205,0.39122557156483273
005_046201,005_046204,0.06318163820166584
005_046201,005_046206,0.032055740652483414
005_046201,005_035600,0.00774634406526643
005_012702,005_015900,0.9997816583649218
005_041000,005_045101,0.2207106923409541
005_041000,005_041800,0.5314256903392838
005_041000,005_045102,0.2478588796873405
005_007000,005_007000,0.9999999999995021
005_027102,005_025700,0.0022940638236858832
005_027102,005_026900,0.9976011535647299
005_028600,005_028600,0.9984066315835395
005_028600,005_020000,0.0015933684162546132
005_004002,005_004200,0.9874727586471099
005_004002,005_009800,0.012527241352890144
005_005200,005_005200,0.9923404827698332
005_005200,005_005400,0.0012415894681091207
005_005200,005_012300,0.006417927761445809
005_031800,005_031800,0.9999999999978101
005_044000,005_043400,0.9999485519684391
005_023702,005_023702,0.9999101508523405
005_043000,005_043000,0.9999999999993497
005_050400,005_050400,0.999269186929827
005_042400,005_042200,0.0015766801524500446
005_042400,005_042400,0.99842331984755
005_040302,005_040302,0.9771028301784986
005_040302,005_040501,0.02230011293117099
005_024200,005_023800,0.9912863148640562
005_024200,005_024400,0.008713685135320476
005_033900,005_034500,0.022062314633221017
005_033900,005_033700,0.9779376853667789
005_020400,005_020601,0.008744372855281641
005_020400,005_020400,0.9912369233332478
005_017100,005_017100,0.9971206935366025
005_017100,005_017702,0.0028793064632500528
005_004400,005_004400,0.999003181615545
005_001500,005_001902,0.9999804168895546
005_001700,005_001902,0.5069534348625374
005_001700,005_001901,0.4930411586356806
005_023501,005_023501,0.9996404812367283
005_002800,005_005200,0.003488824572030466
005_002800,005_002400,0.0021454060811612235
005_002800,005_002800,0.993460954022998
005_002701,005_001902,0.019817547955627252
005_002701,005_002701,0.9801824520440139
005_002300,005_002300,0.9999620213568838
005_012902,005_015900,1.0
005_037200,005_037200,0.9999846192454614
005_015500,005_015500,0.9682427885165354
005_015500,005_016300,0.03175721148262882
005_036902,005_036901,0.08193859066922915
005_036902,005_016500,0.001968476548833076
005_036902,005_036700,0.004244749358428219
005_036902,005_036902,0.9116721952919199
005_031700,005_032300,0.0030188092706159263
005_031700,005_030900,0.9969226552643181
005_024900,005_024900,0.9987071073859504
005_024900,005_025700,0.0012928926132983452
005_043500,005_043503,0.6916949012390504
005_043500,005_043501,0.058479582794849404
005_043500,005_043502,0.24501013220691972
005_043500,005_043102,0.0016095781212980258
005_043500,005_035100,0.002734952682624892
005_003700,005_003300,0.009912259809913697
005_003700,005_003700,0.9900877401895004
005_021000,005_021001,0.5269612013758607
005_021000,005_021002,0.4712254260137846
005_021000,005_021200,0.0018133726099084358
005_004600,005_004600,0.8516163731090676
005_004600,005_004200,0.14512452942113063
005_004600,005_004400,0.0032590974683625205
005_001100,005_001902,0.6121815976772246
005_001100,005_001903,0.3875988302404036
005_008100,061_024000,0.002803844010251402
005_008100,061_019200,0.0025427804161931486
005_008100,005_009302,0.3902985422447087
005_008100,005_001902,0.0011168116957008024
005_008100,005_001903,0.26071839176407063
005_008100,005_001904,0.31503809498063134
005_008100,005_001901,0.02745093344233156
005_004300,005_004300,0.9999935607535444
005_027400,005_027401,0.3660555888443598
005_027400,005_027402,0.6324464500832234
005_027400,005_018400,0.0012245236123622615
005_011800,081_098700,0.008798829788044592
005_011800,081_099100,0.005943786796352214
005_011800,081_099705,0.03146190910612874
005_011800,005_011800,0.9535163056429046
005_006800,005_006800,0.9870142819218244
005_006800,005_004800,0.012985718077710876
005_011900,005_012102,0.0022576850006481735
005_011900,005_012701,0.0032988946374181796
005_011900,005_011900,0.9941066333448352
005_008400,005_008400,0.9999999999977672
005_009700,081_092900,0.00899500672955973
005_009700,005_009302,0.9282772488126799
005_009700,005_009301,0.05953254158291602
005_009700,005_011702,0.002969422387746623
005_008700,005_008700,0.9999999999984369
005_013500,005_013500,0.9999716831076967
005_020601,005_020601,0.9999999999986469
005_022401,005_022401,0.9999866563932557
005_023100,005_022901,0.0011083555988998994
005_023100,005_037900,0.001939612115179153
005_023100,005_023100,0.9165306879686702
005_023100,005_016500,0.079657361717137
005_024700,005_024700,0.9999999999928032
005_003900,005_003900,0.9999999999995168
005_004900,005_005100,0.999456519235301
005_020200,005_020200,0.9999999999980229
005_023302,005_023302,0.954354400720286
005_023302,005_023502,0.024301855420322007
005_023302,005_037900,0.003777553236505931
005_023302,005_038100,0.007913480051326208
005_023302,005_023100,0.009650085135436514
005_007100,005_007100,0.9993986448286254
005_019800,005_020000,0.9999999999993544
005_039100,005_039100,0.9968280958682557
005_039100,005_037504,0.0031719041312352654
005_007500,005_007100,0.0010688007413728856
005_007500,005_007500,0.9989311992575501
005_016400,005_016400,0.999999999999613
005_025700,005_024700,0.10190169181864306
005_025700,005_024900,0.007249078826000046
005_025700,005_025500,0.009525045073031629
005_025700,005_025700,0.8813001232878609
005_026100,005_026100,0.9854248801484907
005_026100,005_026900,0.006657006535324735
005_026100,005_026300,0.007918113316184468
005_011501,005_011701,0.9999999999985248
005_015100,005_015300,0.0022955432582241024
005_015100,005_015100,0.9973155576546602
005_037600,005_033400,0.012469968513857859
005_037600,005_037600,0.9875300314861354
005_005800,005_015700,0.2560536003384962
005_005800,005_006000,0.4293127796773871
005_005800,005_006200,0.006529533107563246
005_005800,005_016100,0.005709829104160745
005_005800,005_012300,0.28978507257556235
005_005800,005_035900,0.007295048951659488
005_005800,005_036100,0.002784022389839679
005_005800,005_011900,0.0025259301610538517
005_026700,005_026100,0.0010521777047094306
005_026700,005_026500,0.009054035830803536
005_026700,005_027300,0.00544021018767087
005_026700,005_026702,0.68215249478201
005_026700,005_026701,0.2889326568715767
005_026700,005_040900,0.013368424623229456
005_024800,005_024800,0.9999978218921981
005_023301,005_023302,0.002714777848061502
005_023301,005_023301,0.9846602652547238
005_023301,005_023501,0.011172118000833762
005_023301,005_024100,0.0014043639524426498
005_014700,005_014701,0.5425149162206276
005_014700,005_014500,0.0017949901050632372
005_014700,005_014702,0.4556824722611235
005_019400,005_009000,0.022224349397967535
005_019400,005_009600,0.020137341151188228
005_019400,005_016600,0.0016963821245662113
005_019400,005_019400,0.955496508016195
005_023000,005_023000,0.996011986893696
005_023000,005_022800,0.003988013104634474
005_013200,081_098100,0.026571052186920453
005_013200,005_013200,0.9629861432723615
005_013200,005_011800,0.010286820027970921
005_007900,005_007900,0.9999841398303616
005_003600,005_004200,0.9999592415408743
005_008900,005_008900,0.999999999999814
005_021601,005_021601,0.9990123137683239
005_003800,005_003800,0.9999999999980216
005_025000,005_025000,0.9999999999980232
005_028900,005_028900,0.9999999999987298
005_025300,005_023900,0.011645781661441139
005_025300,005_025300,0.9873504909043835
005_025300,005_026500,0.00100070717318339
005_017300,005_017300,0.9999869110375089
005_005000,005_005001,0.46219623955648115
005_005000,005_005002,0.5377938855012603
005_006500,005_006500,0.9968179144652608
005_006500,005_005100,0.0031820855336919546
005_018900,005_018900,0.9524478515850133
005_018900,005_019300,0.04754624237526182
005_021302,005_020900,0.0029202534585093098
005_021302,005_021302,0.9874688929751047
005_021302,005_021900,0.009037120939326617
005_006900,005_006900,0.9999764883541071
005_012101,005_012101,0.9935883979459709
005_012101,005_012300,0.00596703176595498
005_021900,005_021100,0.005273851590312711
005_021900,005_021900,0.9947261484069805
005_007300,005_007300,0.9999999999998386
005_013700,005_018502,0.9968295917627926
005_013700,005_014900,0.0031659969199257757
005_041900,005_041100,0.0013157954761503809
005_041900,005_041900,0.98973872263339
005_041900,005_042300,0.008872100590930415
005_035800,005_046208,0.004405740890623747
005_035800,005_036400,0.0022437597737392434
005_035800,005_035800,0.993350499335637
005_035400,005_036000,0.999999999998539
005_012701,005_015900,0.001763413920812271
005_012701,005_012500,0.0021200316823430172
005_012701,005_012701,0.9957640706682209
005_000100,081_010701,0.004525599681554493
005_000100,081_092900,0.006669553657205128
005_000100,005_000100,0.9887151592956485
005_034200,005_034200,0.9999186814753938
005_037503,005_037504,0.9999335632010224
005_044600,005_044400,0.9999999999998588
005_011000,081_094500,0.0019925718864491166
005_011000,081_097300,0.003593564863398195
005_011000,081_098100,0.007513651082455724
005_011000,081_093900,0.004638784895524257
005_011000,005_009000,0.3424777649218705
005_011000,005_014400,0.008477053904285789
005_011000,005_011000,0.6301022176558488
005_033400,005_033400,0.991781741564421
005_033400,005_039700,0.005310863698575985
005_033400,005_022000,0.0028566912086920196
005_024100,005_024100,0.999814388707526
005_038200,005_038200,0.9999999999975129
005_022100,005_022102,0.5287567754786411
005_022100,005_022101,0.4600519488076199
005_022100,005_021900,0.0021975597040189347
005_022100,005_022300,0.008217980473610149
005_009800,005_009000,0.013984586216083589
005_009800,005_009600,0.0051872493018733515
005_009800,005_009800,0.9808281644812009
005_004100,005_004100,0.9999945300707666
005_039400,005_039400,0.9999999999975248
005_021800,005_006000,0.07144639823406483
005_021800,005_006400,0.0011398096632696342
005_021800,005_021800,0.924999084981862
005_021800,005_006200,0.001821924827863683
005_036800,005_036800,0.9940093344844056
005_036800,005_038200,0.005984644052805029
005_022500,005_017100,0.005938082236879231
005_022500,005_022500,0.9939873296027079
005_041500,005_040702,0.0036711494809838234
005_041500,005_041500,0.9963288505178327
005_003100,005_003100,0.9898307386319506
005_003100,005_001903,0.010169261367629847
005_003500,005_003500,0.9999999999989141
005_008500,005_008500,0.9991544491947872
005_012102,005_012102,0.9690341033569444
005_012102,005_012300,0.02645430223271319
005_012102,005_012701,0.004511594408087034
005_021100,005_021100,0.9921335247716849
005_021100,005_021302,0.007648880967394671
005_005301,061_031100,0.004802981973684004
005_005301,005_020501,0.1610622612673874
005_005301,005_005100,0.10518707265391643
005_005301,005_006301,0.24841399849175844
005_005301,005_006302,0.010492769017916431
005_005301,005_020100,0.1767367144118736
005_005301,005_018900,0.15580734084018272
005_005301,005_019300,0.13747397026088037
005_023200,005_023200,0.9999999999973932
005_022402,005_022404,0.4261399447296028
005_022402,005_022403,0.5738001900470546
005_000400,081_092900,0.001441067210691432
005_000400,081_093900,0.01760679537458841
005_000400,005_009000,0.02884995060197059
005_000400,005_000200,0.002817433261907738
005_000400,005_000400,0.9492847535508417
005_032200,005_032600,0.9999963989566703
005_026602,005_026400,0.001471758739064447
005_026602,005_026601,0.007947606145522909
005_026602,005_026602,0.9896295856039258
005_002000,005_002001,0.4757440410343592
005_002000,005_002002,0.5179721565680778
005_002000,005_002400,0.006283802397563108
005_003300,005_003300,0.9999999999965872
005_014300,005_014100,0.1284891047477273
005_014300,005_014300,0.8715108952520941
005_013900,005_018501,0.999999999998734
005_022701,005_022901,0.0030600591657033447
005_022701,005_022701,0.9549053559496269
005_022701,005_022702,0.04073871231938231
005_038900,005_038900,0.9809168284229842
005_038900,005_039700,0.019083171577015785
005_037501,005_039500,0.8955833183322566
005_037501,005_023100,0.0011674128025512358
005_037501,005_016500,0.10324854331378253
005_013800,005_013800,0.9994986859299205
005_002400,005_002001,0.010367261730331725
005_002400,005_000200,0.0018661605130996018
005_002400,005_002400,0.9849810210717944
005_002400,005_004400,0.0011036644027347133
005_007400,005_007400,0.9999999999988306
005_040100,005_040100,0.9999854747200759
005_001600,005_001600,0.9999999999995048
005_016300,005_015300,0.005228783922778917
005_016300,005_016300,0.9909216505417421
005_016300,005_016500,0.0034759422616792743
005_008300,005_008300,0.9999999999981056
005_009100,005_009302,0.6133225009964233
005_009100,005_009301,0.38667749900357673
005_023900,005_023900,0.999999999997124
005_039902,005_039700,0.002494603132697018
005_039902,005_039902,0.9896759288660464
005_039902,005_039901,0.00222004656666987
005_039902,005_038303,0.0055478467882208605
005_023701,005_023703,0.5985605282204147
005_023701,005_023704,0.40141310423294146
005_034400,005_034400,0.9999999999996396
005_023600,005_023600,0.9987240524379464
005_023600,005_022000,0.001253637569167211
005_026500,005_025300,0.002923600639266372
005_026500,005_026500,0.9969224933101962
005_024600,005_024600,0.9999999999967243
005_039600,005_039600,0.9999868390015735
005_028700,005_028700,0.9999999999988232
005_021301,005_021700,0.023545975429421998
005_021301,005_021301,0.9037728353153821
005_021301,005_021302,0.06082878800180212
005_021301,005_021502,0.011639510469078072
005_042300,005_042300,0.9832605427940617
005_042300,005_042500,0.016739457204572383
005_021502,005_024300,0.0037288332696324457
005_021502,005_021502,0.9962680948965438
005_005902,005_005902,0.9819703174203266
005_005902,005_006301,0.01781682466072224
005_040500,005_040501,0.36464956886057726
005_040500,005_040502,0.6350814180799793
005_025200,005_025200,0.9999876731717152
005_040301,005_040303,0.5632902931426643
005_040301,005_040304,0.4366976540616039
005_040702,005_040702,0.9988764549565667
005_040702,005_041500,0.001104802582589131
005_042800,005_042800,0.9999999999988013
005_042600,005_042600,0.999999999998961
005_030700,005_030701,0.35724372513619945
005_030700,005_030900,0.642380737194831
005_038700,005_038700,0.9828928024724969
005_038700,005_039700,0.016232245105216543
005_045102,005_045102,0.9999999999997283
005_041800,005_043400,0.001469593468000133
005_041800,005_041800,0.9985304065316851
005_028300,005_027700,0.020782606017356136
005_028300,005_027900,0.050711241894041865
005_028300,005_028300,0.9283550044084146
005_033600,005_033602,0.3058366814765621
005_033600,005_033601,0.6941524286061215
005_025600,005_025600,0.999982396146727
005_042901,005_042901,0.9999999999966499
005_029600,005_028400,0.003304970563099645
005_029600,005_029600,0.9910904998190508
005_029600,005_028600,0.004754043648240935
005_035600,005_031000,0.01925286969394431
005_035600,005_046205,0.010632621864231582
005_035600,005_035600,0.970114508441824
005_005700,005_006301,0.9981652273209727
005_005700,005_006100,0.0014817875813049534
005_025800,005_028400,0.6548650251115776
005_025800,005_020000,0.34513497488842243
005_043800,005_044400,0.9999876885444062
005_031000,005_031000,0.9981967686701029
005_006700,005_006700,0.9999817517170551
005_027700,005_027700,0.9888745519666395
005_027700,005_027900,0.011122843751596397
005_028800,005_028800,0.9999999999995544
005_033300,005_033500,0.9048166303160725
005_033300,005_033700,0.08562645197028478
005_033300,005_035100,0.009375268581962417
005_033000,005_033000,0.9999999999994879
005_031600,005_031600,0.9999999999993109
005_027600,005_027600,0.9971723462090754
005_027600,005_028400,0.0019629730928732905
005_040400,005_040400,0.9999999999988342
005_034600,005_034800,0.9999999999993628
005_041400,005_041400,0.9940781422767752
005_041400,005_045102,0.005631019187170913
005_032900,005_030701,0.010044249352702452
005_032900,005_033500,0.9875275482425545
005_032900,005_035100,0.0023498056478726613
005_033800,005_033802,0.29121996209809753
005_033800,005_033801,0.7087800379000092
005_031400,005_031400,0.9999999999994588
005_031200,005_031200,0.9952594862717371
005_031200,005_031400,0.004740513728249513
005_026900,005_026100,0.02570035322258357
005_026900,005_026900,0.9730540918826466
005_026900,005_027300,0.001125614281487593
005_022703,005_022703,0.9520621600820862
005_022703,005_022500,0.04777320619039886
005_050200,005_045600,0.9984227137645139
005_037000,005_037000,0.9999987028739119
005_015800,005_015800,0.9945894599430449
005_015800,005_015200,0.0026324621906971967
005_015800,005_013800,0.002761741592741163
005_027300,005_026900,0.009312855679847737
005_027300,005_027300,0.9454696974877586
005_027300,005_027700,0.0033242450731029902
005_027300,005_028300,0.02763672461799838
005_027300,005_026702,0.013055553767697847
005_027300,005_026701,0.0011255365182022618
047_002500,047_001501,0.9861580711031439
047_002500,047_001300,0.01299948849516491
047_002700,047_003101,0.0035120907788443304
047_002700,047_001502,0.9963791352412231
047_002901,047_001501,0.0077117455430594836
047_002901,047_002901,0.9922873828131212
047_002902,047_021100,0.8919573111509214
047_002902,047_001501,0.01737790839408683
047_002902,047_002901,0.09065290733830456
047_003000,047_003000,0.9972574301774955
