geoid,borough,year,median_rent,median_income,total_pop,white_non_hisp,total_housing_units,vacant_housing_units
070000,Brooklyn,2009,1271.0,75526.0,2134,2134,722,58
070201,Brooklyn,2009,1665.0,76582.0,7084,6411,2562,38
070300,Queens,2009,1444.6589781927637,73316.42360315846,2539,1383,1056,49
070601,Brooklyn,2009,1250.0,82261.0,501,465,199,10
070602,Brooklyn,2009,1250.0,82261.0,2275,2110,904,44
070700,Queens,2009,1546.1463433656002,92086.21617994994,2531,1221,985,16
070900,Queens,2009,1432.370078976871,91214.04988554273,3188,1587,1377,39
071100,Queens,2009,1102.0914894500822,57427.35689265812,5529,2878,2825,199
071303,Queens,2009,1118.8436592139635,55632.03041615949,4858,3674,2693,171
071304,Queens,2009,1116.9676605149948,55502.97478327691,5361,4055,2974,190
071305,Queens,2009,1364.1291226758199,61621.2718263221,4801,2968,2456,64
071306,Queens,2009,1355.7071110502811,61394.984230848255,6430,4002,3297,91
071600,Queens,2009,1228.943615988714,60326.01327774151,412,134,141,7
071701,Queens,2009,1186.0,52384.0,4469,2512,1999,59
071702,Queens,2009,1185.3726340940457,52376.373786347154,5233,2926,2337,69
071900,Queens,2009,998.5639698482095,37191.988796043894,3298,1886,1297,92
072000,Brooklyn,2009,1377.0,68288.0,1953,362,570,0
072100,Queens,2009,1037.1747617993954,59429.388612334806,5403,3473,2462,169
072200,Brooklyn,2009,1152.0,92500.0,3100,228,978,18
072300,Queens,2009,1998.06933469104,135260.09033754555,901,619,332,0
072400,Brooklyn,2009,1142.0,56281.0,2151,149,735,52
072600,Brooklyn,2009,1183.6158596032803,62154.357041233074,2668,90,802,65
072800,Brooklyn,2009,1108.0,54394.0,3907,523,1610,92
072900,Queens,2009,1176.7824985734387,77902.37334513206,1345,866,567,68
073000,Brooklyn,2009,997.5681548292441,81974.1468931149,2369,185,772,50
073100,Queens,2009,1519.0,92083.0,1970,1277,681,0
073200,Brooklyn,2009,1326.008113018216,71412.19403573108,2311,193,693,60
073400,Brooklyn,2009,1250.0,63875.0,2216,19,578,49
073600,Brooklyn,2009,1036.0,45379.0,3307,406,1208,101
073700,Queens,2009,1358.0,59712.0,2044,1375,1213,21
073800,Brooklyn,2009,1018.0,61513.0,4074,1591,1195,14
073900,Queens,2009,1490.0,83017.0,5418,4087,2829,63
074000,Brooklyn,2009,952.0,58961.0,3857,328,1114,19
074100,Queens,2009,1071.0895646762565,65430.227004042674,3049,2461,1656,120
074200,Brooklyn,2009,1147.0,61703.0,3528,1559,996,27
074300,Queens,2009,1161.0,46274.0,4468,2540,1826,103
074400,Brooklyn,2009,1018.0,83485.0,2202,2097,652,33
074500,Queens,2009,857.4600160900493,38149.692050392565,2946,1901,1318,63
074600,Brooklyn,2009,1034.9158753986196,67678.60701723112,1732,1309,668,41
074700,Queens,2009,1185.3609583952777,82328.79923046452,2286,540,897,101
074800,Brooklyn,2009,1048.0,58611.0,2109,1356,712,22
074900,Queens,2009,1886.1022740206417,127760.32204266233,2033,1524,767,76
075000,Brooklyn,2009,1161.0,37563.0,2841,2116,950,42
075400,Brooklyn,2009,1404.0,143452.0,1639,1639,475,31
075600,Brooklyn,2009,1190.0,66086.0,1904,1670,715,34
075701,Queens,2009,1326.0,72500.0,3346,2106,1835,169
075702,Queens,2009,1326.0,72500.0,5999,3777,3291,304
075800,Brooklyn,2009,845.0,71932.0,1897,1772,640,25
076000,Brooklyn,2009,1023.0,47750.0,2973,2612,1114,44
076200,Brooklyn,2009,946.0,30469.0,4372,2260,1690,0
076400,Brooklyn,2009,956.0,44758.0,4261,1228,1491,77
076600,Brooklyn,2009,969.0,60083.0,464,61,190,15
076800,Brooklyn,2009,1347.415816086743,67326.00585433672,2680,730,859,80
076901,Queens,2009,1169.898733357725,56657.25026511703,3567,2275,2171,116
076902,Queens,2009,1502.7682881889993,72003.26907669922,1223,569,712,25
077000,Brooklyn,2009,987.0,63045.0,2745,324,1117,110
077200,Brooklyn,2009,1098.0,64107.0,3547,1631,1112,82
077300,Queens,2009,1134.742026896005,58841.97674633793,2015,1168,1005,24
077400,Brooklyn,2009,989.0,40993.0,3200,932,1118,13
077500,Queens,2009,1166.7148064090147,47393.48491412744,2266,1200,1056,35
077600,Brooklyn,2009,1109.0,52240.0,4099,518,1708,80
077902,Queens,2009,1490.0,70406.0,5435,4535,1872,65
077903,Queens,2009,1076.0,49671.0,2791,1291,1193,47
077904,Queens,2009,1145.4996749947204,48856.3197396607,6135,3248,2342,169
077905,Queens,2009,1028.6264749635045,62316.682261229296,3035,1727,1525,67
077906,Queens,2009,1110.5828140247936,49969.874750422015,4335,2595,1630,97
077907,Queens,2009,1112.7726775420253,50069.38791788241,3253,1950,1223,72
077908,Queens,2009,1109.0,49866.0,3024,1806,1138,67
078000,Brooklyn,2009,1118.9307367621166,106579.00541494886,3066,28,751,61
078200,Brooklyn,2009,838.0,41900.0,3971,63,1544,124
078400,Brooklyn,2009,897.0,68500.0,2915,275,828,8
078601,Brooklyn,2009,964.0,37500.0,2139,112,927,154
078602,Brooklyn,2009,964.0,37500.0,2060,108,893,149
078800,Brooklyn,2009,1011.6869875972252,49699.146941349594,2617,92,1011,105
078801,Brooklyn,2009,1011.6869875972252,49699.146941349594,1266,44,489,51
078802,Brooklyn,2009,1011.6869875972252,49699.146941349594,869,31,336,35
079000,Brooklyn,2009,1105.9139828529912,49086.14977403814,5253,42,1643,113
079001,Brooklyn,2009,1102.8848799188181,48368.58191453377,1257,9,394,28
079002,Brooklyn,2009,1102.8848799188183,48368.581914533774,2548,18,799,56
079200,Queens,2009,1094.6434005358474,58939.89715453464,4046,37,1460,190
079201,Brooklyn,2009,1083.9372108393918,57913.009914077986,1222,7,451,62
079202,Brooklyn,2009,1083.937210839392,57913.00991407799,1213,7,447,62
079300,Queens,2009,1037.3410356633199,53289.2617758872,46,27,19,1
079400,Brooklyn,2009,913.0,49231.0,1899,13,664,116
079601,Brooklyn,2009,978.0,36616.0,4430,297,1760,59
079602,Brooklyn,2009,978.0,36616.0,5417,363,2152,72
079701,Queens,2009,1170.0,43766.0,3086,329,1273,99
079702,Queens,2009,1170.116618135267,43775.36152080855,7910,844,3262,253
079801,Brooklyn,2009,977.0,49012.0,5015,581,2047,133
079802,Brooklyn,2009,977.0,49012.0,4114,476,1679,109
079900,Queens,2009,1368.9597695794323,59728.271873038284,3635,422,1135,124
080000,Brooklyn,2009,1022.0,50440.0,3634,507,1454,115
080200,Brooklyn,2009,946.0,37695.0,4195,80,1812,140
080301,Queens,2009,1339.7121934856652,52447.63328650375,5027,1123,1392,2
080302,Queens,2009,1696.5092135756834,79715.14501091234,2585,808,842,21
080400,Brooklyn,2009,1091.0,46716.0,3391,259,1351,193
080600,Brooklyn,2009,927.0,37540.0,3757,852,1167,68
080800,Brooklyn,2009,578.0,11389.0,623,13,60,0
080900,Queens,2009,919.0,48545.0,6606,4194,2922,202
081000,Brooklyn,2009,891.0,33688.0,2208,0,892,17
081400,Brooklyn,2009,1183.6215897024915,67475.36694401776,6121,221,1806,83
081600,Brooklyn,2009,1081.0,52895.0,2844,235,968,76
081800,Queens,2009,1137.3392434162279,53447.62223096195,8189,499,2849,273
082000,Brooklyn,2009,986.0,36513.0,5526,82,1994,168
082200,Brooklyn,2009,957.0,34842.0,5786,279,2741,180
082400,Brooklyn,2009,1009.0,32723.0,5092,0,1700,142
082600,Brooklyn,2009,1014.0,42804.0,6728,141,2197,269
082800,Brooklyn,2009,939.0,34973.0,3680,48,1475,132
083000,Brooklyn,2009,897.0,35089.0,6316,46,2375,112
083200,Brooklyn,2009,1296.0,59148.0,2516,103,764,54
083400,Brooklyn,2009,873.0,57059.0,2498,40,630,0
083600,Brooklyn,2009,1103.0,59536.0,2623,125,798,12
083700,Queens,2009,1316.7423740022941,52406.65629296942,5365,740,1837,193
083800,Brooklyn,2009,1426.029503687961,65158.92511563946,7999,1245,2523,233
084000,Brooklyn,2009,1149.4335726118165,56542.415019326334,9050,943,2859,215
084500,Queens,2009,1037.0,39154.0,4919,853,1962,88
084600,Brooklyn,2009,984.0,68654.0,2130,19,759,27
084601,Queens,2009,1341.0,86184.0,3744,1053,1013,32
084602,Queens,2009,1224.401356777922,61813.91191122553,484,113,154,0
084800,Brooklyn,2009,1128.0,58750.0,1849,0,582,24
084901,Queens,2009,1037.0,37095.0,1858,80,728,58
084902,Queens,2009,1037.0,37095.0,4000,172,1567,125
085000,Brooklyn,2009,984.0,66118.0,1730,0,457,0
085300,Queens,2009,1123.0,38636.0,4624,205,2058,126
085400,Brooklyn,2009,1074.0,47157.0,1974,79,734,54
085500,Queens,2009,1104.0,39034.0,7045,496,2759,139
085600,Brooklyn,2009,866.0,35735.0,3958,11,1536,98
085700,Queens,2009,1119.0,34663.0,6797,1165,2019,48
085800,Brooklyn,2009,924.0,52361.0,2536,51,890,27
085900,Queens,2009,986.0,37938.0,4933,674,1966,136
086000,Brooklyn,2009,1053.0,41573.0,2761,31,1250,232
086100,Queens,2009,1139.0,38906.0,2310,377,899,49
086200,Brooklyn,2009,997.0,40714.0,3109,8,1231,85
086300,Queens,2009,1143.0,48282.0,6957,626,2466,94
086400,Queens,2009,1090.6447289623106,64106.91896531473,5189,554,1639,103
086500,Queens,2009,1220.4486648867755,27981.574938956437,3652,776,2097,290
086600,Brooklyn,2009,1076.0,44236.0,3407,6,1152,123
086800,Brooklyn,2009,1012.0,38873.0,3372,68,1215,69
086900,Queens,2009,1490.3211537651625,50950.22019601899,1499,18,536,66
087000,Brooklyn,2009,960.0,45425.0,2602,0,1204,164
087100,Queens,2009,564.3789344860227,21702.67518369018,1566,64,688,29
087200,Brooklyn,2009,850.0,55433.0,3668,136,1144,125
087401,Brooklyn,2009,850.0,22149.0,3492,572,1346,47
087600,Brooklyn,2009,1029.0,52399.0,1820,334,610,37
087800,Brooklyn,2009,1024.0,35357.0,3435,85,988,118
088001,Brooklyn,2009,935.0,47733.0,1236,12,507,11
088002,Brooklyn,2009,935.0,47733.0,1533,14,630,13
088200,Brooklyn,2009,1043.0,33488.0,6745,0,2489,157
088400,Brooklyn,2009,1211.7009732165802,57649.11447237349,12375,6268,4805,550
088600,Brooklyn,2009,981.0,30197.0,4452,121,1819,146
088800,Brooklyn,2009,1036.0562279524443,43911.44875125544,4725,0,1516,35
088902,Queens,2009,946.3365936718066,45742.70851731727,4223,1193,1785,71
088903,Queens,2009,946.1090457035663,45754.676590713934,5310,1502,2245,89
089000,Brooklyn,2009,1026.0,31918.0,6685,58,2440,301
089200,Brooklyn,2009,1180.520073693099,72698.24963537269,651,457,237,15
089201,Brooklyn,2009,1182.1096191490635,71959.42640909214,6538,4527,2388,161
089202,Brooklyn,2009,1181.055546643677,72449.36096632115,5814,4063,2119,139
089400,Brooklyn,2009,994.0,43781.0,3214,0,1193,153
089600,Brooklyn,2009,1011.0,38889.0,3580,47,1485,181
089800,Brooklyn,2009,1302.0,36708.0,1680,11,646,129
090000,Brooklyn,2009,676.0,25582.0,5750,51,2057,159
090200,Brooklyn,2009,538.0,22344.0,3622,0,993,120
090600,Brooklyn,2009,424.20020328699434,12319.351681331744,3800,0,1443,120
090700,Queens,2009,1093.196565183787,58762.59927014567,1488,756,572,52
090800,Brooklyn,2009,456.3645138861076,19939.127310377204,3362,41,1398,115
091000,Brooklyn,2009,308.0,10366.0,5443,58,2484,100
091200,Brooklyn,2009,338.0,14400.0,6467,0,2379,93
091600,Brooklyn,2009,1017.0,27951.0,4603,518,1468,197
091602,Queens,2009,691.0,85687.0,8,8,5,2
091603,Queens,2009,691.0,85687.0,313,304,207,80
091604,Queens,2009,691.0,85687.0,311,302,206,80
091800,Brooklyn,2009,448.04212067265865,30619.665677601723,2828,18,1067,1
091900,Queens,2009,1337.0,61424.0,5638,1428,1774,104
092000,Brooklyn,2009,760.777700356631,30306.112195955997,2850,3,1125,207
092200,Brooklyn,2009,890.9530791788857,64608.1642228739,4730,2237,2205,181
092400,Brooklyn,2009,760.2219849140663,38491.25735649466,2152,0,844,129
092500,Queens,2009,1319.0,51000.0,3321,1435,1342,111
092800,Brooklyn,2009,1367.9412399135722,86950.70870880414,6139,3444,2491,244
092900,Queens,2009,1294.2179389745017,68840.7132856124,7612,2955,2595,231
093000,Brooklyn,2009,1138.0,70594.0,2804,0,1008,107
093200,Brooklyn,2009,960.5287537218525,63441.40190813692,1344,15,447,16
093400,Brooklyn,2009,1110.2885563821783,69887.27768954275,829,540,341,41
093401,Brooklyn,2009,1116.737936377478,70314.17410020168,5068,3291,2085,248
093402,Brooklyn,2009,1110.2885563821785,69887.27768954275,3988,2599,1642,196
093600,Brooklyn,2009,1066.0,34311.0,1773,27,628,59
093800,Queens,2009,1013.3446941263924,49389.378147020325,8872,4694,4199,525
093900,Queens,2009,1424.1114580730605,64676.37112205602,3838,1891,1371,81
094201,Queens,2009,974.8811258538891,47823.843852805425,3323,1107,1260,131
094202,Queens,2009,579.8442897505845,38804.312819676794,3915,966,1712,366
094203,Queens,2009,711.0,52960.0,5550,2609,2801,181
094401,Brooklyn,2009,1096.0,64313.0,2660,48,1116,37
094402,Brooklyn,2009,405.0,13958.0,2738,295,1205,15
094500,Queens,2009,1530.5152747168008,87591.96117037366,6024,3954,2146,161
094600,Brooklyn,2009,766.6646873487196,58084.44467902617,1892,10,720,107
094700,Queens,2009,1379.0,66269.0,2346,1256,866,48
095000,Brooklyn,2009,1211.0,67647.0,2956,94,983,81
095400,Queens,2009,1140.880109399038,63798.48884710875,9902,705,3455,478
095600,Brooklyn,2009,1362.0,49653.0,4393,202,1333,86
095800,Brooklyn,2009,1188.0,61929.0,2982,265,1067,52
096000,Brooklyn,2009,1188.0,61929.0,7,1,2,0
096200,Brooklyn,2009,1180.9673340358272,63313.69104320336,1001,79,367,85
096400,Queens,2009,1268.2855920684308,63993.05559446421,7040,566,2063,291
096600,Brooklyn,2009,1245.0,51103.0,2565,351,731,22
096800,Brooklyn,2009,1230.0,70089.0,1588,100,513,52
097000,Brooklyn,2009,1013.0,50990.0,1445,128,706,81
097202,Queens,2009,898.4322343422201,23462.604787067638,3356,49,1148,94
097204,Queens,2009,497.0,30737.0,1520,31,504,10
097205,Queens,2009,585.0920591645115,34538.48799487992,690,19,226,7
097206,Queens,2009,501.3363246086425,30909.779442296833,1192,25,396,8
097207,Queens,2009,512.1111425815334,31398.97882550101,7093,158,2348,51
097300,Queens,2009,1596.9295501587144,88207.42008328864,2345,1765,774,4
097400,Brooklyn,2009,995.0,53793.0,2893,576,630,45
098100,Queens,2009,1730.5742585499358,74670.84630879304,3329,2714,1105,56
098200,Brooklyn,2009,471.7038671387093,21585.769499132482,4496,28,1690,79
098400,Brooklyn,2009,1414.0,62253.0,1688,39,622,61
098600,Brooklyn,2009,1215.0,66736.0,2991,55,1003,47
098700,Queens,2009,1539.9265377690253,72683.14146281971,3068,2596,1111,49
098800,Brooklyn,2009,1061.0,59948.0,3257,242,1034,59
099000,Brooklyn,2009,1020.0,59306.0,1473,113,508,41
099100,Queens,2009,1240.4679531385443,86354.75316356617,7146,6203,3149,95
099200,Brooklyn,2009,997.7313772937322,50714.62519352923,5260,657,1947,390
099400,Brooklyn,2009,1413.0,82903.0,2195,342,619,41
099600,Brooklyn,2009,1266.0,67757.0,3986,358,1086,19
099701,Queens,2009,1435.0972320995063,58829.97050279984,3188,2086,1501,156
099703,Queens,2009,1564.5264334623344,75348.07255482898,4679,3288,2377,144
099704,Queens,2009,1564.0,75350.0,5520,3880,2805,170
099705,Queens,2009,1563.8971470652282,77092.06798542418,4354,3059,2214,162
099800,Brooklyn,2009,974.6699426159224,41840.73352681222,3549,621,1647,176
099801,Brooklyn,2009,974.6699426159224,41840.73352681222,3310,579,1536,164
099802,Queens,2009,974.4264928312703,41824.76934403776,8148,1427,3779,403
099900,Queens,2009,1564.0,75350.0,157,110,80,5
100400,Brooklyn,2009,1318.0,62632.0,2819,270,1010,60
100600,Brooklyn,2009,1138.0,90701.0,2976,135,892,19
100800,Brooklyn,2009,1013.6516972858548,55840.40220760566,858,198,264,24
100801,Queens,2009,1012.8855153960724,55628.395070332044,5536,1274,1704,153
100803,Brooklyn,2009,1013.6516972858548,55840.40220760566,1994,462,613,55
100804,Brooklyn,2009,1013.6516972858547,55840.40220760566,4817,1115,1482,133
101000,Brooklyn,2009,1245.0,57246.0,2641,435,775,49
101002,Queens,2009,643.0,26302.0,4391,3439,1675,81
101003,Queens,2009,823.0,31895.0,2238,661,718,85
101004,Queens,2009,822.762663661544,31887.625432550085,7450,2205,2390,283
101200,Brooklyn,2009,1145.0,48750.0,2360,199,800,70
101400,Brooklyn,2009,1333.0,42402.0,2144,206,829,141
101600,Brooklyn,2009,1111.0,82847.0,1747,147,499,24
101700,Queens,2009,1068.389852609981,72103.12478761087,6489,4773,2659,140
101800,Brooklyn,2009,853.6308570692873,70458.8696503096,1692,57,823,109
102000,Brooklyn,2009,1369.0,95505.0,2254,167,652,31
102200,Brooklyn,2009,1150.0,52748.0,2030,128,800,81
102400,Brooklyn,2009,2001.0,57164.0,1841,109,574,28
102600,Brooklyn,2009,1314.0,66071.0,3063,242,899,71
102801,Brooklyn,2009,1180.0,83060.0,1546,121,457,40
102802,Brooklyn,2009,538.9761832915889,27957.62943668052,1984,228,941,102
102900,Queens,2009,1539.0,73500.0,3566,2271,1346,139
103201,Queens,2009,901.0,24669.0,5546,282,1890,157
103202,Queens,2009,1021.2065318710028,41867.4750392628,6181,2774,1967,148
103300,Queens,2009,1468.0,71747.0,4623,3577,1631,70
103401,Brooklyn,2009,505.0,26875.0,305,34,145,16
103402,Brooklyn,2009,508.5740208584881,26804.820804016585,1253,141,595,64
103900,Queens,2009,1369.3899973637424,70442.32813716281,6089,4189,2196,124
104700,Queens,2009,1559.0,75203.0,7126,3610,2769,110
105801,Brooklyn,2009,711.0,22830.0,5098,1237,2308,13
105804,Brooklyn,2009,711.0,22830.0,9507,2308,4303,24
105900,Queens,2009,1553.8051869575716,75400.3281608771,3865,2703,1405,84
107201,Queens,2009,1113.0,80125.0,1813,1552,675,51
107202,Queens,2009,1110.8178416269225,79956.23962114748,1109,946,413,31
107800,Brooklyn,2009,1151.0,55308.0,4772,60,1864,56
108500,Queens,2009,1397.8163757203974,82620.05885646392,2852,1696,993,1
109300,Queens,2009,2001.0,86298.43825625356,2994,1784,1010,40
109700,Queens,2009,1432.0,84432.0,2067,1181,764,68
109800,Brooklyn,2009,928.0,27381.0,1642,0,576,79
109900,Queens,2009,1183.3920511588012,50730.941360235585,3563,2248,1308,3
110400,Brooklyn,2009,695.2197567065854,27690.63890935541,4524,92,1710,77
110600,Brooklyn,2009,469.0,22629.0,4468,0,1649,92
111000,Brooklyn,2009,361.19176504881807,16292.31952940285,3347,40,1479,25
111300,Queens,2009,1436.8158942491214,108188.40486781555,2374,1170,852,89
111600,Brooklyn,2009,1320.2539353646423,63616.995755840886,2972,86,961,78
111800,Brooklyn,2009,1125.0,29074.0,3274,8,946,66
112000,Brooklyn,2009,1066.0,45980.0,3334,63,1140,158
112200,Brooklyn,2009,978.0,23616.0,3713,0,1173,80
112300,Queens,2009,1418.0,71235.0,2031,1073,955,122
112400,Brooklyn,2009,978.0,48993.0,3623,24,1161,160
112600,Brooklyn,2009,1045.0,30398.0,3886,25,1390,183
112800,Brooklyn,2009,1061.0,39894.0,3828,106,1399,119
112900,Queens,2009,1573.5539648241552,78065.97529185309,2388,1486,1006,81
113000,Brooklyn,2009,755.0,28977.0,4613,78,1400,92
113200,Brooklyn,2009,884.0,42841.0,1808,0,587,28
113300,Queens,2009,1203.9281354475288,85746.16119909416,1887,1333,849,145
113400,Brooklyn,2009,530.0,14792.0,2944,0,810,36
113900,Queens,2009,1291.735534209406,74747.45549179225,3082,2007,1640,267
114100,Queens,2009,1644.2899223610139,100450.59706857499,2571,1892,922,9
114201,Brooklyn,2009,1182.0,47797.0,1165,9,539,115
114202,Brooklyn,2009,914.0,26917.0,2616,48,901,64
114400,Brooklyn,2009,718.0,27845.0,1957,0,684,60
114600,Brooklyn,2009,1063.0,36250.0,2587,109,912,167
114700,Queens,2009,780.0,100268.0,1896,1144,716,31
115000,Brooklyn,2009,1094.0,34336.0,1651,14,732,143
115200,Brooklyn,2009,831.0,18214.0,2889,0,927,45
115500,Queens,2009,1145.0,63906.0,2503,650,773,43
115600,Brooklyn,2009,427.0,17500.0,4533,0,1479,55
115700,Queens,2009,1360.0768220459054,63017.19951405817,3165,858,1308,134
115800,Brooklyn,2009,1033.0,43480.0,2968,23,929,104
115900,Queens,2009,1091.0,48266.0,3809,670,1395,116
116000,Brooklyn,2009,533.0,22969.0,2482,0,886,59
116100,Queens,2009,1175.0,44186.0,4880,761,1541,17
116200,Brooklyn,2009,681.0,54091.0,2451,0,780,96
116301,Queens,2009,1223.0,38412.0,4469,471,1562,117
116302,Queens,2009,1223.0,38412.0,3953,417,1381,104
116400,Brooklyn,2009,1080.0,48676.0,3335,47,1012,68
116600,Brooklyn,2009,1090.0,41012.0,3012,101,926,126
116700,Queens,2009,1204.0,56667.0,2086,170,701,35
116800,Brooklyn,2009,1097.0,34005.0,2223,33,727,60
117000,Brooklyn,2009,1030.0,45610.0,1770,98,646,0
117100,Queens,2009,1130.214145417262,53208.84959170501,2878,832,1099,53
117201,Brooklyn,2009,1089.0,43526.0,2168,55,741,68
117202,Brooklyn,2009,1076.0,46850.0,3654,307,1238,180
117400,Brooklyn,2009,1295.0,52833.0,4780,86,1209,79
117500,Queens,2009,1346.7748091583846,62381.46184917248,5404,2092,1982,112
117601,Brooklyn,2009,1071.0,42857.0,3140,187,927,141
117602,Brooklyn,2009,1175.0,39412.0,3807,430,1044,76
117800,Brooklyn,2009,1322.5614337156162,47881.61554529275,2093,29,527,53
118100,Queens,2009,1244.0,43581.0,1676,677,657,55
118201,Brooklyn,2009,1314.0,64036.0,3200,281,928,57
118202,Brooklyn,2009,1136.0,35774.0,3307,222,949,84
118400,Brooklyn,2009,1261.0,37426.0,5665,178,1496,106
118500,Queens,2009,1291.0,47031.0,2043,834,747,16
118600,Brooklyn,2009,1309.0,48519.0,3510,140,927,61
118700,Queens,2009,1253.0,63152.0,2728,710,786,0
118800,Brooklyn,2009,1177.0,25096.0,4795,181,1379,132
118900,Queens,2009,1562.0,49230.0,2576,168,812,17
119000,Brooklyn,2009,1151.832311320173,25002.036479891267,2239,182,643,90
119100,Queens,2009,1400.0,53355.0,3410,795,1215,72
119200,Brooklyn,2009,1072.0,40324.0,3011,43,1077,277
119300,Queens,2009,1210.0,65268.0,2738,1064,881,38
119400,Brooklyn,2009,1102.0,19556.0,3247,8,1340,302
119500,Queens,2009,1275.0,68875.0,1393,776,509,23
119600,Brooklyn,2009,959.3571601787108,33382.39541404766,5115,74,1735,120
119800,Brooklyn,2009,1009.5304886404065,34411.29518485385,2760,22,1013,129
119900,Queens,2009,1009.0,49615.0,2016,439,532,12
120000,Brooklyn,2009,1120.1906412709623,31993.908140595355,2265,75,648,31
120100,Queens,2009,1125.0,48750.0,1655,466,524,18
120200,Brooklyn,2009,1204.0,63750.0,1370,41,433,40
120300,Queens,2009,1798.0,56574.0,1655,331,561,65
120500,Queens,2009,761.0,31689.0,2639,286,1018,100
120701,Queens,2009,1098.0,67554.0,1638,564,552,33
120702,Queens,2009,1098.0,67554.0,1355,467,457,27
120801,Brooklyn,2009,890.0,34750.0,3512,79,1328,110
120802,Brooklyn,2009,890.0,34750.0,2037,46,771,64
120803,Brooklyn,2009,890.0,34750.0,2696,60,1020,84
121000,Brooklyn,2009,462.0,17601.0,4863,0,1485,23
121100,Queens,2009,1265.9556948006234,72282.40098587725,28,10,10,0
121400,Brooklyn,2009,414.6891073112314,19856.596655023914,3961,1,1550,78
121500,Queens,2009,1234.2311715723254,69034.952625345,4572,1511,1511,103
122000,Brooklyn,2009,960.8625866052217,37250.88682656097,5247,159,1754,103
122300,Queens,2009,1598.0226144667622,75937.32038426278,3747,1591,1233,40
122702,Queens,2009,541.4981413091905,22439.718175305592,6740,1734,2950,127
122703,Queens,2009,948.0,56399.0,6189,2068,2428,168
122704,Queens,2009,948.0,56399.0,3675,1228,1442,100
123700,Brooklyn,2009,1002.0014456225064,29260.406661848392,7497,2134,2454,172
124100,Queens,2009,933.8711159721763,72413.9052573953,3662,1961,1320,107
124700,Queens,2009,1999.0926191438098,68379.08907028016,4163,1745,1240,0
125700,Queens,2009,1083.0,52569.0,3709,431,1087,18
126500,Queens,2009,825.0,53750.0,1705,816,620,0
126700,Queens,2009,863.7295813347898,79165.25675267256,3383,1175,847,101
127700,Queens,2009,1880.496563274583,67244.22599355584,2853,2203,965,21
128300,Brooklyn,2009,921.371210254667,32279.181576724015,60,47,21,1
129102,Queens,2009,1605.919325365037,91467.98471557749,4245,2827,1587,81
129103,Queens,2009,901.0,70959.0,3285,2291,1708,64
129104,Queens,2009,900.5267127871722,70903.73791369211,5055,3516,2620,99
130100,Queens,2009,716.6124465202441,65617.46913810245,3782,1467,1595,193
133300,Queens,2009,1568.0,71900.0,3387,1967,1400,193
134100,Queens,2009,1605.8050788678474,70885.52817990865,3484,1622,1064,1
134701,Queens,2009,1318.549206441029,53592.7979221502,4135,1077,1732,52
134702,Queens,2009,1318.0,53560.0,5424,1411,2273,69
136700,Queens,2009,1380.9637559156788,59338.671021675356,6139,2786,2487,69
137700,Queens,2009,1369.0,70123.0,6158,2046,2348,218
138501,Queens,2009,1747.9929035698333,85099.85651723927,4953,1590,1658,99
138502,Queens,2009,1027.2591013082545,63318.791468549,73,24,22,1
139900,Queens,2009,1562.768201887382,71784.29336461936,289,113,107,4
140300,Queens,2009,1984.6999373582682,55545.53361600382,2273,950,838,8
140901,Queens,2009,1814.137421710313,40739.29026774922,893,438,385,48
140902,Queens,2009,1591.188129560594,77067.83854868912,2642,1081,889,68
141700,Queens,2009,1402.5040020504355,79582.90137344308,4764,1951,1698,48
142900,Queens,2009,1268.0,81576.0,3766,2318,1277,61
143500,Queens,2009,1433.0,87353.0,2469,1273,764,0
144100,Queens,2009,1324.0,62452.0,2990,1671,1287,32
144700,Queens,2009,1442.0,51159.0,2516,319,911,26
145101,Queens,2009,1424.0,75291.0,1545,687,572,44
145102,Queens,2009,1243.7246775458111,62732.09088895768,2869,1353,943,53
145900,Queens,2009,1130.6084282153665,89409.31077392388,3394,1805,1107,20
146300,Queens,2009,1165.4078248704998,66587.64245729549,3231,1596,1169,153
146700,Queens,2009,1121.0,56230.0,3009,1786,1361,59
147100,Queens,2009,1551.0,62569.0,3489,1786,1435,77
147900,Queens,2009,1261.114580186358,82456.90832514367,4140,2481,1756,103
148300,Queens,2009,1217.3766077392247,109295.63806611522,3674,2169,1212,11
150200,Brooklyn,2009,1285.7602528216248,72343.03710237022,4159,2489,1949,188
150701,Queens,2009,1367.15906049952,102067.22096454837,2874,2053,1175,63
150702,Queens,2009,1480.667861125813,66448.26875330796,3496,2146,1326,50
152200,Brooklyn,2009,1123.1694103118116,75350.75871394336,2592,889,970,42
152901,Queens,2009,1419.0663420517885,74807.02012838154,6130,2678,2625,174
152902,Queens,2009,1485.1089327315706,68382.42777763399,5320,3266,2569,187
155101,Queens,2009,1538.6025381320364,57700.12318041784,2164,2069,1986,436
155103,Queens,2009,1155.815632526957,77881.66181689937,4056,2265,1934,102
155104,Queens,2009,1152.075360754781,78360.36243929494,3886,2140,1816,85
156700,Queens,2009,469.1670142106354,43725.97381789379,1773,368,352,8
157101,Queens,2009,1172.4462122449775,74873.57671374342,8168,2627,3027,302
157102,Queens,2009,1381.545691640481,61990.33992064019,1947,652,520,49
157901,Queens,2009,1357.0,86314.0,5535,2853,1943,75
157902,Queens,2009,1202.0,68750.0,3857,1218,1175,39
157903,Queens,2009,1236.0,73085.0,3938,2373,1591,230
