geoid,year,total_permits,major_alterations,minor_alterations,new_buildings
003302,2022,2,0,2,0
003302,2023,4,0,4,0
003400,2009,222,16,206,0
003400,2010,269,13,255,1
003400,2011,233,12,217,4
003400,2012,240,17,223,0
003400,2013,235,7,223,5
003400,2014,255,6,233,16
003400,2015,319,7,296,16
003400,2016,294,9,285,0
003400,2017,248,11,236,1
003400,2018,177,15,162,0
003400,2019,181,14,154,13
003400,2020,93,0,93,0
003400,2021,16,3,13,0
003400,2022,13,1,12,0
003400,2023,5,0,5,0
003500,2009,45,0,45,0
003500,2010,102,6,96,0
003500,2011,92,4,84,4
003500,2012,70,1,69,0
003500,2013,120,15,101,4
003500,2014,86,3,82,1
003500,2015,65,3,61,1
003500,2016,113,7,100,6
003500,2017,95,5,87,3
003500,2018,68,14,46,8
003500,2019,86,0,75,11
003500,2020,53,1,48,4
003500,2022,10,0,10,0
003600,2009,70,5,51,14
003600,2010,29,0,27,2
003600,2011,50,0,50,0
003600,2012,62,1,58,3
003600,2013,51,1,30,20
003600,2014,32,3,28,1
003600,2015,35,2,32,1
003600,2016,63,0,54,9
003600,2017,77,2,71,4
003600,2018,91,5,74,12
003600,2019,63,5,54,4
003600,2020,39,0,37,2
003600,2021,30,2,23,5
003600,2022,14,0,14,0
003600,2023,14,0,14,0
003601,2009,85,2,80,3
003601,2010,70,3,67,0
003601,2011,65,17,48,0
003601,2012,78,12,65,1
003601,2013,67,6,51,10
003601,2014,49,0,47,2
003601,2015,67,4,63,0
003601,2016,96,2,94,0
003601,2017,80,2,72,6
003601,2018,87,10,76,1
003601,2019,55,3,52,0
003601,2020,36,0,36,0
003601,2021,6,0,6,0
003601,2022,3,0,3,0
003602,2009,72,13,59,0
003602,2010,76,3,73,0
003602,2011,125,7,112,6
003602,2012,126,7,119,0
003602,2013,111,9,102,0
003602,2014,104,15,85,4
003602,2015,93,0,85,8
003602,2016,80,0,80,0
003602,2017,81,0,81,0
003602,2018,53,12,41,0
003602,2019,43,5,34,4
003602,2020,28,0,25,3
003602,2021,4,0,4,0
003602,2022,1,0,1,0
003700,2009,603,17,581,5
003700,2010,559,22,527,10
003700,2011,697,17,674,6
003700,2012,693,18,664,11
003700,2013,732,30,675,27
003700,2014,722,18,655,49
003700,2015,842,41,766,35
003700,2016,790,28,746,16
003700,2017,817,32,757,28
003700,2018,835,30,788,17
003700,2019,659,7,633,19
003700,2020,239,4,235,0
003700,2021,12,3,9,0
003700,2022,8,1,7,0
003700,2023,3,0,3,0
003800,2009,318,15,303,0
003800,2010,285,2,282,1
003800,2011,419,25,385,9
003800,2012,365,19,330,16
003800,2013,346,14,328,4
003800,2014,309,3,300,6
003800,2015,306,6,296,4
003800,2016,350,22,321,7
003800,2017,390,29,356,5
003800,2018,325,13,288,24
003800,2019,190,5,181,4
003800,2020,138,3,134,1
003800,2021,28,2,26,0
003800,2022,14,0,14,0
003800,2023,8,0,8,0
003900,2009,339,22,309,8
003900,2010,520,21,497,2
003900,2011,531,37,487,7
003900,2012,588,28,546,14
003900,2013,683,39,626,18
003900,2014,625,35,571,19
003900,2015,770,22,711,37
003900,2016,846,29,813,4
003900,2017,640,22,606,12
003900,2018,552,31,515,6
003900,2019,344,9,307,28
003900,2020,306,4,292,10
003900,2021,37,3,32,2
003900,2022,16,1,15,0
003900,2023,10,1,9,0
004001,2009,99,6,93,0
004001,2010,69,10,59,0
004001,2011,196,13,183,0
004001,2012,121,6,115,0
004001,2013,113,5,107,1
004001,2014,130,10,112,8
004001,2015,159,2,147,10
004001,2016,159,2,151,6
004001,2017,174,6,168,0
004001,2018,131,2,128,1
004001,2019,133,7,121,5
004001,2020,90,2,88,0
004001,2021,37,0,37,0
004001,2022,22,1,21,0
004001,2023,15,0,15,0
004002,2009,121,5,114,2
004002,2010,124,4,114,6
004002,2011,90,6,84,0
004002,2012,144,2,134,8
004002,2013,127,0,112,15
004002,2014,199,9,127,63
004002,2015,189,3,135,51
004002,2016,156,9,141,6
004002,2017,155,4,151,0
004002,2018,69,3,66,0
004002,2019,71,0,69,2
004002,2020,62,0,62,0
004002,2021,32,0,32,0
004002,2022,21,0,21,0
004002,2023,13,0,13,0
004003,2009,2,0,2,0
004003,2010,18,5,13,0
004003,2011,14,0,14,0
004003,2012,1,0,1,0
004003,2013,3,0,3,0
004003,2014,1,0,1,0
004003,2015,4,1,3,0
004003,2016,11,0,11,0
004003,2017,11,2,9,0
004003,2018,8,0,8,0
004003,2019,10,3,7,0
004003,2020,6,1,5,0
004003,2021,3,0,3,0
004003,2022,7,0,7,0
004003,2023,3,0,3,0
004004,2009,12,1,11,0
004004,2010,29,0,21,8
004004,2011,6,0,6,0
004004,2012,18,0,14,4
004004,2013,28,4,21,3
004004,2014,32,0,23,9
004004,2015,30,5,18,7
004004,2016,23,0,16,7
004004,2017,35,1,34,0
004004,2018,27,0,22,5
004004,2019,12,0,12,0
004004,2020,21,0,20,1
004004,2021,16,0,14,2
004004,2022,9,0,9,0
004004,2023,4,0,4,0
004100,2009,347,21,324,2
004100,2010,417,14,393,10
004100,2011,466,28,362,76
004100,2012,402,18,383,1
004100,2013,438,26,405,7
004100,2014,475,43,396,36
004100,2015,522,39,471,12
004100,2016,437,32,402,3
004100,2017,481,34,385,62
004100,2018,434,33,381,20
004100,2019,266,15,234,17
004100,2020,161,9,148,4
004100,2021,41,1,40,0
004100,2022,10,1,9,0
004100,2023,9,0,9,0
004200,2009,123,3,120,0
004200,2010,135,12,119,4
004200,2011,180,6,159,15
004200,2012,135,11,124,0
004200,2013,171,4,167,0
004200,2014,132,8,124,0
004200,2015,156,6,142,8
004200,2016,203,19,174,10
004200,2017,222,20,202,0
004200,2018,197,11,184,2
004200,2019,120,5,107,8
004200,2020,78,3,75,0
004200,2021,15,2,13,0
004200,2022,9,0,9,0
004200,2023,2,0,2,0
004300,2009,476,24,445,7
004300,2010,443,36,404,3
004300,2011,521,18,447,56
004300,2012,528,18,491,19
004300,2013,537,25,485,27
004300,2014,519,37,450,32
004300,2015,540,12,505,23
004300,2016,543,25,500,18
004300,2017,498,36,446,16
004300,2018,501,31,459,11
004300,2019,320,11,304,5
004300,2020,186,7,178,1
004300,2021,32,5,27,0
004300,2022,9,0,9,0
004300,2023,7,0,7,0
004400,2009,890,5,883,2
004400,2010,545,6,537,2
004400,2011,835,11,814,10
004400,2012,237,12,221,4
004400,2013,196,25,152,19
004400,2014,144,25,118,1
004400,2015,215,4,205,6
004400,2016,160,3,153,4
004400,2017,395,0,388,7
004400,2018,322,2,320,0
004400,2019,147,12,135,0
004400,2020,90,3,74,13
004400,2021,13,0,13,0
004400,2022,1,0,1,0
004400,2023,5,0,5,0
004401,2009,4,0,4,0
004401,2010,12,0,12,0
004401,2011,1,0,1,0
004401,2012,11,2,9,0
004401,2013,16,3,11,2
004401,2014,9,0,9,0
004401,2015,8,2,6,0
004401,2016,14,3,11,0
004401,2017,23,0,22,1
004401,2018,24,2,21,1
004401,2019,18,3,15,0
004401,2020,11,1,10,0
004401,2021,14,0,14,0
004401,2022,5,0,5,0
004401,2023,5,0,5,0
004500,2009,313,21,286,6
004500,2010,339,33,299,7
004500,2011,345,4,341,0
004500,2012,393,22,369,2
004500,2013,442,34,408,0
004500,2014,459,24,420,15
004500,2015,444,29,411,4
004500,2016,431,10,414,7
004500,2017,320,15,301,4
004500,2018,423,28,395,0
004500,2019,228,15,213,0
004500,2020,184,19,165,0
004500,2021,16,3,13,0
004500,2022,9,0,9,0
004500,2023,8,0,8,0
004600,2009,28,3,25,0
004600,2010,44,1,43,0
004600,2011,27,1,26,0
004600,2012,24,3,21,0
004600,2013,50,1,49,0
004600,2014,59,4,49,6
004600,2015,21,0,18,3
004600,2016,25,0,25,0
004600,2017,33,0,33,0
004600,2018,40,0,40,0
004600,2019,20,0,20,0
004600,2020,13,4,9,0
004600,2021,4,1,3,0
004600,2022,2,0,2,0
004700,2009,397,22,371,4
004700,2010,386,9,377,0
004700,2011,387,12,371,4
004700,2012,485,33,431,21
004700,2013,510,18,468,24
004700,2014,496,18,439,39
004700,2015,452,28,397,27
004700,2016,567,11,547,9
004700,2017,476,19,455,2
004700,2018,413,40,372,1
004700,2019,248,6,238,4
004700,2020,188,6,175,7
004700,2021,24,2,22,0
004700,2022,20,0,20,0
004700,2023,17,0,17,0
004800,2009,197,7,190,0
004800,2010,129,3,126,0
004800,2011,198,7,183,8
004800,2012,218,6,212,0
004800,2013,203,13,190,0
004800,2014,171,8,163,0
004800,2015,170,2,168,0
004800,2016,175,3,172,0
004800,2017,172,11,161,0
004800,2018,153,5,148,0
004800,2019,89,9,80,0
004800,2020,61,2,59,0
004800,2021,22,0,21,1
004800,2022,2,0,2,0
004900,2009,448,17,431,0
004900,2010,551,29,522,0
004900,2011,632,17,615,0
004900,2012,533,15,513,5
004900,2013,645,46,566,33
004900,2014,653,25,619,9
004900,2015,613,30,519,64
004900,2016,680,26,646,8
004900,2017,646,33,604,9
004900,2018,519,19,496,4
004900,2019,317,5,312,0
004900,2020,206,21,185,0
004900,2021,17,0,17,0
004900,2022,2,0,2,0
004900,2023,2,1,1,0
005000,2009,295,12,282,1
005000,2010,385,12,373,0
005000,2011,336,14,307,15
005000,2012,357,20,333,4
005000,2013,335,4,315,16
005000,2014,294,8,282,4
005000,2015,348,17,321,10
005000,2016,473,17,431,25
005000,2017,388,16,368,4
005000,2018,299,1,298,0
005000,2019,238,6,213,19
005000,2020,203,2,190,11
005000,2021,41,3,38,0
005000,2022,23,1,22,0
005000,2023,16,0,16,0
005001,2009,11,2,9,0
005001,2010,15,1,14,0
005001,2011,10,0,10,0
005001,2012,5,0,5,0
005001,2013,7,0,7,0
005001,2014,12,0,12,0
005001,2015,15,0,15,0
005001,2016,13,0,13,0
005001,2017,3,0,3,0
005001,2018,15,1,14,0
005001,2019,23,7,16,0
005001,2020,18,0,18,0
005001,2021,7,0,7,0
005001,2022,3,0,3,0
005001,2023,3,0,3,0
005002,2009,10,4,6,0
005002,2010,10,0,10,0
005002,2011,15,0,15,0
005002,2012,13,0,13,0
005002,2013,21,1,20,0
005002,2014,28,1,27,0
005002,2015,16,1,15,0
005002,2016,25,1,19,5
005002,2017,26,3,23,0
005002,2018,38,6,32,0
005002,2019,20,1,19,0
005002,2020,8,1,7,0
005002,2021,12,0,12,0
005002,2022,1,0,1,0
005002,2023,1,0,1,0
005100,2009,80,5,74,1
005100,2010,176,11,141,24
005100,2011,200,19,163,18
005100,2012,142,15,125,2
005100,2013,128,7,112,9
005100,2014,217,14,165,38
005100,2015,264,9,202,53
005100,2016,196,13,175,8
005100,2017,190,11,175,4
005100,2018,155,11,133,11
005100,2019,157,12,91,54
005100,2020,121,21,82,18
005100,2021,26,0,26,0
005100,2022,27,0,27,0
005100,2023,7,1,6,0
005200,2009,361,2,359,0
005200,2010,498,15,483,0
005200,2011,494,23,470,1
005200,2012,397,10,377,10
005200,2013,469,12,453,4
005200,2014,454,6,448,0
005200,2015,528,11,517,0
005200,2016,500,7,490,3
005200,2017,549,13,532,4
005200,2018,545,24,521,0
005200,2019,411,13,397,1
005200,2020,169,11,156,2
005200,2021,16,1,15,0
005200,2022,7,0,7,0
005200,2023,6,0,6,0
005201,2009,22,0,22,0
005201,2010,3,0,3,0
005201,2011,1,0,1,0
005201,2012,4,0,4,0
005201,2013,7,0,7,0
005201,2014,8,0,8,0
005201,2015,10,0,10,0
005201,2016,1,0,1,0
005201,2017,2,0,2,0
005201,2018,3,0,3,0
005201,2019,8,0,8,0
005201,2020,18,0,18,0
005201,2022,1,0,1,0
005201,2023,1,0,1,0
005202,2009,8,0,8,0
005202,2010,17,0,17,0
005202,2011,14,0,14,0
005202,2012,19,0,19,0
005202,2013,19,0,19,0
005202,2014,11,0,11,0
005202,2015,12,1,11,0
005202,2016,27,0,27,0
005202,2017,25,0,21,4
005202,2018,21,0,21,0
005202,2019,13,1,12,0
005202,2020,17,0,17,0
005300,2009,33,4,29,0
005300,2010,28,1,27,0
005300,2011,64,12,52,0
005300,2012,43,7,34,2
005300,2013,41,3,37,1
005300,2014,40,2,35,3
005300,2015,62,7,54,1
005300,2016,41,0,40,1
005300,2017,56,5,51,0
005300,2018,42,2,39,1
005300,2019,26,1,24,1
005300,2020,23,1,22,0
005300,2021,6,0,6,0
005300,2022,3,0,3,0
005300,2023,3,0,3,0
005301,2009,49,2,44,3
005301,2010,46,10,35,1
005301,2011,48,4,41,3
005301,2012,96,14,68,14
005301,2013,109,8,85,16
005301,2014,195,7,58,130
005301,2015,76,1,58,17
005301,2016,93,14,71,8
005301,2017,149,27,110,12
005301,2018,94,9,72,13
005301,2019,94,5,68,21
005301,2020,96,8,75,13
005301,2021,19,0,19,0
005301,2022,13,1,12,0
005301,2023,8,0,8,0
005302,2009,6,1,5,0
005302,2010,20,0,20,0
005302,2011,24,1,23,0
005302,2012,20,1,17,2
005302,2013,36,0,30,6
005302,2014,35,1,24,10
005302,2015,27,2,22,3
005302,2016,25,2,23,0
005302,2017,44,2,42,0
005302,2018,51,3,29,19
005302,2019,21,0,21,0
005302,2020,11,1,10,0
005302,2021,7,0,7,0
005302,2022,3,0,3,0
005303,2009,34,3,31,0
005303,2010,2,0,2,0
005303,2011,10,0,10,0
005303,2013,8,5,3,0
005303,2014,16,0,16,0
005303,2015,15,0,15,0
005303,2016,1,0,1,0
005303,2017,2,0,2,0
005303,2018,1,0,1,0
005303,2019,18,0,18,0
005303,2020,16,0,16,0
005400,2009,360,17,336,7
005400,2010,438,23,415,0
005400,2011,554,18,528,8
005400,2012,578,7,571,0
005400,2013,544,11,532,1
005400,2014,705,24,660,21
005400,2015,548,11,533,4
005400,2016,503,19,484,0
005400,2017,583,30,551,2
005400,2018,489,18,471,0
005400,2019,336,9,318,9
005400,2020,221,5,208,8
005400,2021,56,5,41,10
005400,2022,14,0,14,0
005400,2023,33,1,32,0
005500,2009,22,3,18,1
005500,2010,41,4,35,2
005500,2011,45,9,36,0
005500,2012,36,1,35,0
005500,2013,48,4,44,0
005500,2014,59,5,46,8
005500,2015,71,6,47,18
005500,2016,26,0,23,3
005500,2017,41,4,37,0
005500,2018,69,11,45,13
005500,2019,21,3,17,1
005500,2020,15,9,5,1
005500,2021,3,0,3,0
005500,2022,8,2,6,0
005500,2023,2,1,1,0
005501,2009,108,1,107,0
005501,2010,108,0,108,0
005501,2011,145,0,145,0
005501,2012,135,7,128,0
005501,2013,152,1,151,0
005501,2014,131,4,127,0
005501,2015,128,3,125,0
005501,2016,126,0,119,7
005501,2017,138,2,134,2
005501,2018,145,0,145,0
005501,2019,93,0,93,0
005501,2020,46,0,46,0
005501,2021,2,0,2,0
005502,2009,171,12,156,3
005502,2010,182,9,173,0
005502,2011,204,3,199,2
005502,2012,233,18,206,9
005502,2013,294,9,274,11
005502,2014,230,18,205,7
005502,2015,217,5,210,2
005502,2016,342,9,321,12
005502,2017,252,20,232,0
005502,2018,228,7,221,0
005502,2019,161,5,156,0
005502,2020,106,4,102,0
005502,2021,8,0,7,1
005502,2023,1,0,1,0
005600,2009,275,4,271,0
005600,2010,381,5,376,0
005600,2011,500,16,478,6
005600,2012,535,9,514,12
005600,2013,422,18,400,4
005600,2014,703,16,683,4
005600,2015,573,5,568,0
005600,2016,582,19,563,0
005600,2017,462,3,459,0
005600,2018,331,4,327,0
005600,2019,307,10,297,0
005600,2020,149,5,144,0
005600,2021,22,1,21,0
005600,2022,22,0,22,0
005600,2023,3,0,3,0
005601,2009,7,0,7,0
005601,2010,8,0,8,0
005601,2011,18,1,17,0
005601,2012,31,3,28,0
005601,2013,20,2,18,0
005601,2014,16,0,16,0
005601,2015,22,0,19,3
005601,2016,25,2,23,0
005601,2017,25,0,25,0
005601,2018,14,0,13,1
005601,2019,8,0,8,0
005601,2020,23,1,22,0
005601,2021,3,0,3,0
005602,2009,7,0,7,0
005602,2010,3,0,3,0
005602,2011,15,0,13,2
005602,2012,18,0,16,2
005602,2013,18,2,16,0
005602,2014,3,1,2,0
005602,2015,12,3,9,0
005602,2016,4,0,4,0
005602,2017,14,0,14,0
005602,2018,2,0,2,0
005602,2019,12,0,8,4
005602,2020,9,1,7,1
005602,2021,5,0,5,0
005700,2009,287,10,270,7
005700,2010,277,9,268,0
005700,2011,255,4,251,0
005700,2012,196,5,191,0
005700,2013,273,6,267,0
005700,2014,231,6,215,10
005700,2015,219,2,210,7
005700,2016,260,4,251,5
005700,2017,270,10,260,0
005700,2018,314,24,290,0
005700,2019,226,4,222,0
005700,2020,84,0,79,5
005700,2021,11,0,11,0
005700,2022,4,0,4,0
005700,2023,1,0,1,0
005800,2009,342,28,312,2
005800,2010,391,11,358,22
005800,2011,551,17,534,0
005800,2012,583,31,545,7
005800,2013,634,36,598,0
005800,2014,692,18,663,11
005800,2015,639,31,598,10
005800,2016,712,21,680,11
005800,2017,712,9,703,0
005800,2018,619,22,597,0
005800,2019,484,27,457,0
005800,2020,241,11,228,2
005800,2021,36,0,36,0
005800,2022,28,0,28,0
005800,2023,20,0,20,0
005900,2009,312,16,296,0
005900,2010,382,18,360,4
005900,2011,330,18,305,7
005900,2012,416,14,400,2
005900,2013,291,7,283,1
005900,2014,334,18,312,4
005900,2015,251,9,241,1
005900,2016,290,24,263,3
005900,2017,279,5,269,5
005900,2018,244,13,226,5
005900,2019,167,7,160,0
005900,2020,173,4,153,16
005900,2021,23,2,21,0
005900,2022,10,0,10,0
005900,2023,5,0,5,0
005901,2009,32,10,22,0
005901,2010,22,2,16,4
005901,2011,22,4,10,8
005901,2012,18,3,12,3
005901,2013,26,0,20,6
005901,2014,38,5,26,7
005901,2015,39,1,38,0
005901,2016,50,6,42,2
005901,2017,21,0,21,0
005901,2018,23,4,19,0
005901,2019,20,1,16,3
005901,2020,35,5,30,0
005901,2021,43,0,43,0
005901,2022,28,0,28,0
005901,2023,4,0,4,0
005902,2009,7,0,7,0
005902,2010,3,0,3,0
005902,2011,5,0,5,0
005902,2012,1,0,1,0
005902,2013,6,0,6,0
005902,2014,4,0,4,0
005902,2015,9,1,8,0
005902,2016,34,0,30,4
005902,2017,36,0,27,9
005902,2018,13,0,12,1
005902,2019,23,0,18,5
005902,2020,6,0,5,1
005902,2021,2,0,2,0
005902,2023,1,1,0,0
006000,2009,191,2,168,21
006000,2010,175,2,173,0
006000,2011,186,2,177,7
006000,2012,78,3,75,0
006000,2013,90,4,85,1
006000,2014,74,4,70,0
006000,2015,69,2,66,1
006000,2016,49,0,49,0
006000,2017,87,2,85,0
006000,2018,139,0,139,0
006000,2019,81,0,81,0
006000,2020,61,1,60,0
006000,2021,11,0,11,0
006000,2022,2,0,2,0
006000,2023,2,0,2,0
006100,2009,415,23,378,14
006100,2010,520,32,475,13
006100,2011,450,16,433,1
006100,2012,435,10,420,5
006100,2013,491,42,449,0
006100,2014,484,23,452,9
006100,2015,474,9,452,13
006100,2016,502,21,480,1
006100,2017,437,12,412,13
006100,2018,363,10,339,14
006100,2019,241,4,237,0
006100,2020,188,6,181,1
006100,2021,18,2,16,0
006100,2022,4,0,4,0
006100,2023,3,0,3,0
006200,2009,208,10,198,0
006200,2010,369,5,356,8
006200,2011,279,9,270,0
006200,2012,299,1,294,4
006200,2013,365,12,343,10
006200,2014,370,12,351,7
006200,2015,250,5,244,1
006200,2016,416,4,410,2
006200,2017,258,0,258,0
006200,2018,204,3,201,0
006200,2019,117,2,115,0
006200,2020,149,5,144,0
006200,2021,11,2,9,0
006200,2023,2,1,1,0
006201,2009,18,0,18,0
006201,2010,25,0,25,0
006201,2011,30,2,28,0
006201,2012,20,0,20,0
006201,2013,6,0,6,0
006201,2014,14,1,13,0
006201,2015,29,0,29,0
006201,2016,20,0,20,0
006201,2017,15,0,15,0
006201,2018,14,1,13,0
006201,2019,12,2,10,0
006201,2020,6,0,6,0
006201,2021,3,0,3,0
006201,2023,1,0,1,0
006202,2009,23,2,21,0
006202,2010,20,2,18,0
006202,2011,25,2,18,5
006202,2012,26,0,26,0
006202,2013,25,1,24,0
006202,2014,29,1,27,1
006202,2015,34,0,34,0
006202,2016,43,2,41,0
006202,2017,34,1,30,3
006202,2018,43,2,41,0
006202,2019,39,3,36,0
006202,2020,21,2,18,1
006202,2021,3,0,3,0
006202,2022,8,0,8,0
006202,2023,5,0,5,0
006300,2009,452,36,411,5
006300,2010,447,8,439,0
006300,2011,479,33,444,2
006300,2012,433,18,413,2
006300,2013,419,20,395,4
006300,2014,421,15,404,2
006300,2015,481,26,453,2
006300,2016,487,32,430,25
006300,2017,413,26,371,16
006300,2018,352,24,321,7
006300,2019,234,6,219,9
006300,2020,180,11,160,9
006300,2021,7,1,6,0
006300,2022,2,1,1,0
006300,2023,4,1,3,0
006301,2009,223,4,213,6
006301,2010,108,5,103,0
006301,2011,86,7,79,0
006301,2012,74,4,70,0
006301,2013,99,11,88,0
006301,2014,76,4,56,16
006301,2015,95,0,75,20
006301,2016,110,5,94,11
006301,2017,132,5,113,14
006301,2018,84,3,67,14
006301,2019,76,2,54,20
006301,2020,47,0,45,2
006301,2021,7,1,6,0
006301,2022,7,0,7,0
006301,2023,10,0,10,0
006302,2009,79,0,79,0
006302,2010,42,0,41,1
006302,2011,16,0,16,0
006302,2012,18,0,18,0
006302,2013,22,2,20,0
006302,2014,21,0,21,0
006302,2015,1,0,1,0
006302,2016,29,5,24,0
006302,2017,12,0,12,0
006302,2018,2,0,2,0
006302,2019,11,0,11,0
006302,2020,2,0,2,0
006302,2021,4,0,4,0
006400,2009,260,17,235,8
006400,2010,232,3,225,4
006400,2011,276,14,259,3
006400,2012,208,3,199,6
006400,2013,267,28,221,18
006400,2014,338,15,306,17
006400,2015,325,6,315,4
006400,2016,432,21,394,17
006400,2017,328,4,323,1
006400,2018,300,19,263,18
006400,2019,149,7,132,10
006400,2020,105,0,99,6
006400,2021,37,0,37,0
006400,2022,21,0,21,0
006400,2023,29,0,29,0
006500,2009,371,13,349,9
006500,2010,416,34,374,8
006500,2011,384,20,355,9
006500,2012,427,39,387,1
006500,2013,390,32,355,3
006500,2014,370,37,333,0
006500,2015,374,19,355,0
006500,2016,480,20,453,7
006500,2017,495,36,459,0
006500,2018,367,28,314,25
006500,2019,298,31,265,2
006500,2020,199,26,172,1
006500,2021,26,0,26,0
006500,2022,7,1,6,0
006500,2023,8,1,7,0
006501,2009,22,2,19,1
006501,2010,18,0,18,0
006501,2011,22,1,21,0
006501,2012,18,0,17,1
006501,2013,23,0,23,0
006501,2014,15,1,10,4
006501,2015,19,2,15,2
006501,2016,23,3,20,0
006501,2017,36,0,26,10
006501,2018,24,2,21,1
006501,2019,18,0,18,0
006501,2020,11,3,6,2
006501,2021,6,0,6,0
006501,2023,4,1,3,0
006502,2009,45,1,40,4
006502,2010,67,6,57,4
006502,2011,59,5,54,0
006502,2012,35,1,28,6
006502,2013,79,5,61,13
006502,2014,41,1,38,2
006502,2015,39,3,35,1
006502,2016,40,6,31,3
006502,2017,58,4,36,18
006502,2018,35,3,32,0
006502,2019,32,2,30,0
006502,2020,10,2,8,0
006502,2021,19,0,19,0
006502,2022,2,1,1,0
006502,2023,3,0,3,0
006600,2009,179,4,171,4
006600,2010,170,11,159,0
006600,2011,163,4,156,3
006600,2012,163,10,151,2
006600,2013,163,0,159,4
006600,2014,169,7,162,0
006600,2015,235,1,234,0
006600,2016,188,9,179,0
006600,2017,210,7,203,0
006600,2018,237,8,229,0
006600,2019,150,14,136,0
006600,2020,81,0,81,0
006600,2021,6,0,6,0
006600,2023,2,0,2,0
006700,2009,433,29,350,54
006700,2010,383,29,347,7
006700,2011,406,20,376,10
006700,2012,464,30,414,20
006700,2013,414,21,385,8
006700,2014,450,48,393,9
006700,2015,439,28,410,1
006700,2016,408,30,378,0
006700,2017,430,27,399,4
006700,2018,296,32,255,9
006700,2019,275,26,244,5
006700,2020,201,18,179,4
006700,2021,53,4,48,1
006700,2022,15,1,14,0
006700,2023,26,0,26,0
006800,2009,282,7,270,5
006800,2010,350,13,326,11
006800,2011,342,11,329,2
006800,2012,391,12,379,0
006800,2013,403,10,388,5
006800,2014,523,15,497,11
006800,2015,561,19,526,16
006800,2016,517,13,485,19
006800,2017,471,16,438,17
006800,2018,431,28,403,0
006800,2019,242,8,234,0
006800,2020,180,5,175,0
006800,2021,14,0,14,0
006800,2022,3,1,2,0
006800,2023,12,1,11,0
006900,2009,171,5,161,5
006900,2010,237,13,217,7
006900,2011,201,8,191,2
006900,2012,217,17,190,10
006900,2013,296,16,264,16
006900,2014,283,20,234,29
006900,2015,362,8,297,57
006900,2016,366,12,338,16
006900,2017,342,11,319,12
006900,2018,294,21,271,2
006900,2019,118,12,100,6
006900,2020,101,14,77,10
006900,2021,14,0,10,4
006900,2022,6,0,6,0
006900,2023,5,0,5,0
006901,2009,51,5,46,0
006901,2010,49,9,40,0
006901,2011,42,10,32,0
006901,2012,59,7,52,0
006901,2013,42,5,33,4
006901,2014,49,6,39,4
006901,2015,50,8,40,2
006901,2016,69,9,60,0
006901,2017,68,22,46,0
006901,2018,41,6,35,0
006901,2019,57,8,49,0
006901,2020,42,3,39,0
006901,2021,2,0,2,0
006901,2022,3,0,3,0
006901,2023,2,0,2,0
006902,2009,70,10,60,0
006902,2010,33,8,25,0
006902,2011,58,10,48,0
006902,2012,51,14,37,0
006902,2013,38,5,32,1
006902,2014,64,16,47,1
006902,2015,98,14,75,9
006902,2016,65,5,51,9
006902,2017,59,11,44,4
006902,2018,50,9,41,0
006902,2019,69,5,64,0
006902,2020,25,6,19,0
006902,2021,4,1,3,0
006902,2022,2,0,2,0
006902,2023,2,0,2,0
007000,2009,22,2,17,3
007000,2010,30,0,30,0
007000,2011,16,2,14,0
007000,2012,23,3,19,1
007000,2013,20,0,20,0
007000,2014,27,5,22,0
007000,2015,33,0,33,0
007000,2016,23,0,22,1
007000,2017,45,5,32,8
007000,2018,36,2,27,7
007000,2019,11,0,11,0
007000,2020,32,1,31,0
007000,2022,10,0,10,0
007000,2023,6,0,6,0
007001,2009,85,5,64,16
007001,2010,52,6,46,0
007001,2011,76,9,67,0
007001,2012,126,3,117,6
007001,2013,83,7,70,6
007001,2014,83,0,71,12
007001,2015,78,6,67,5
007001,2016,133,3,123,7
007001,2017,97,5,92,0
007001,2018,76,2,64,10
007001,2019,63,6,57,0
007001,2020,65,7,46,12
007001,2021,36,0,36,0
007001,2022,9,0,9,0
007001,2023,10,0,10,0
007002,2009,144,9,115,20
007002,2010,145,2,138,5
007002,2011,191,7,156,28
007002,2012,125,10,113,2
007002,2013,141,5,136,0
007002,2014,160,2,147,11
007002,2015,158,9,149,0
007002,2016,162,9,133,20
007002,2017,138,10,109,19
007002,2018,187,8,157,22
007002,2019,124,5,94,25
007002,2020,106,5,90,11
007002,2021,43,2,41,0
007002,2022,35,0,35,0
007002,2023,25,0,25,0
007100,2009,329,11,311,7
007100,2010,374,27,344,3
007100,2011,465,26,437,2
007100,2012,354,16,322,16
007100,2013,365,30,323,12
007100,2014,365,29,321,15
007100,2015,513,41,439,33
007100,2016,542,27,500,15
007100,2017,479,19,448,12
007100,2018,303,20,282,1
007100,2019,300,23,228,49
007100,2020,209,12,188,9
007100,2021,27,3,24,0
007100,2022,32,0,32,0
007100,2023,10,2,8,0
007200,2009,321,19,293,9
007200,2010,305,14,291,0
007200,2011,378,4,374,0
