geoid,borough,year,major_alterations,new_buildings,total_permits,minor_alterations
1059,QUEENS,2021,0,0,2,2
1059,QUEENS,2022,0,0,11,11
1059,QUEENS,2023,0,0,3,3
106,BROOKLYN,2009,4,0,20,16
106,BROOKLYN,2010,4,0,9,5
106,BROOKLYN,2011,6,0,28,22
106,BROOKLYN,2012,6,1,18,11
106,BROOKLYN,2013,8,2,21,11
106,BROOKLYN,2014,1,5,26,20
106,BROOKLYN,2015,11,3,56,42
106,BROOKLYN,2016,9,4,47,34
106,BROOKLYN,2017,6,2,37,29
106,BROOKLYN,2018,8,4,46,34
106,BROOKLYN,2019,4,0,34,30
106,BROOKLYN,2020,4,0,9,5
106,BROOKLYN,2021,3,0,8,5
106,BROOKLYN,2022,0,0,5,5
106,BROOKLYN,2023,0,0,6,6
106,QUEENS,2009,0,1,10,9
106,QUEENS,2010,1,0,10,9
106,QUEENS,2011,1,0,7,6
106,QUEENS,2012,1,0,7,6
106,QUEENS,2013,0,0,7,7
106,QUEENS,2014,1,0,19,18
106,QUEENS,2015,3,0,12,9
106,QUEENS,2016,0,0,9,9
106,QUEENS,2017,0,0,5,5
106,QUEENS,2018,0,0,9,9
106,QUEENS,2019,0,0,8,8
106,QUEENS,2020,0,0,11,11
106,QUEENS,2021,0,0,5,5
106,QUEENS,2022,0,0,5,5
106,QUEENS,2023,0,0,3,3
10601,MANHATTAN,2009,0,0,62,62
10601,MANHATTAN,2010,1,0,73,72
10601,MANHATTAN,2011,6,0,64,58
10601,MANHATTAN,2012,0,0,72,72
10601,MANHATTAN,2013,2,0,94,92
10601,MANHATTAN,2014,1,0,92,91
10601,MANHATTAN,2015,1,0,75,74
10601,MANHATTAN,2016,10,0,95,85
10601,MANHATTAN,2017,4,1,78,73
10601,MANHATTAN,2018,3,0,60,57
10601,MANHATTAN,2019,0,0,41,41
10601,MANHATTAN,2020,0,0,60,60
10601,MANHATTAN,2021,0,0,2,2
10601,MANHATTAN,2022,2,0,2,0
10602,MANHATTAN,2009,0,0,21,21
10602,MANHATTAN,2010,8,0,41,33
10602,MANHATTAN,2011,5,0,17,12
10602,MANHATTAN,2012,0,0,55,55
10602,MANHATTAN,2013,6,0,39,33
10602,MANHATTAN,2014,0,0,35,35
10602,MANHATTAN,2015,0,0,21,21
10602,MANHATTAN,2016,0,0,26,26
10602,MANHATTAN,2017,9,0,21,12
10602,MANHATTAN,2018,0,0,17,17
10602,MANHATTAN,2019,0,0,7,7
10602,MANHATTAN,2020,0,0,7,7
10602,MANHATTAN,2021,1,0,4,3
1070,BROOKLYN,2009,1,8,16,7
1070,BROOKLYN,2010,0,14,43,29
1070,BROOKLYN,2011,0,7,18,11
1070,BROOKLYN,2012,0,18,22,4
1070,BROOKLYN,2013,0,53,79,26
1070,BROOKLYN,2014,0,5,60,55
1070,BROOKLYN,2015,2,0,21,19
1070,BROOKLYN,2016,0,100,136,36
1070,BROOKLYN,2017,0,34,81,47
1070,BROOKLYN,2018,0,2,48,46
1070,BROOKLYN,2019,3,1,38,34
1070,BROOKLYN,2020,1,0,25,24
1070,BROOKLYN,2021,0,0,9,9
1070,BROOKLYN,2022,0,0,5,5
1070,BROOKLYN,2023,0,0,5,5
10701,QUEENS,2009,0,0,7,7
10701,QUEENS,2010,1,0,19,18
10701,QUEENS,2011,0,0,6,6
10701,QUEENS,2012,0,0,25,25
10701,QUEENS,2013,0,0,18,18
10701,QUEENS,2014,0,1,17,16
10701,QUEENS,2015,0,3,18,15
10701,QUEENS,2016,1,3,23,19
10701,QUEENS,2017,0,0,7,7
10701,QUEENS,2018,0,0,13,13
10701,QUEENS,2019,0,2,17,15
10701,QUEENS,2020,0,6,36,30
10701,QUEENS,2022,0,0,1,1
10701,QUEENS,2023,0,0,1,1
107201,QUEENS,2009,6,0,11,5
107201,QUEENS,2010,2,2,24,20
107201,QUEENS,2011,1,1,10,8
107201,QUEENS,2012,0,0,6,6
107201,QUEENS,2013,17,4,31,10
107201,QUEENS,2014,9,11,37,17
107201,QUEENS,2015,6,22,93,65
107201,QUEENS,2016,21,31,171,119
107201,QUEENS,2017,0,20,59,39
107201,QUEENS,2018,0,0,37,37
107201,QUEENS,2019,2,15,34,17
107201,QUEENS,2020,3,5,43,35
107201,QUEENS,2021,0,4,20,16
107201,QUEENS,2022,0,0,8,8
107201,QUEENS,2023,0,0,3,3
107202,QUEENS,2016,0,0,1,1
1078,BROOKLYN,2009,0,0,3,3
1078,BROOKLYN,2010,0,0,10,10
1078,BROOKLYN,2011,0,0,3,3
1078,BROOKLYN,2012,0,0,10,10
1078,BROOKLYN,2013,0,0,4,4
1078,BROOKLYN,2014,2,0,12,10
1078,BROOKLYN,2015,2,0,11,9
1078,BROOKLYN,2016,0,0,9,9
1078,BROOKLYN,2017,2,0,16,14
1078,BROOKLYN,2018,0,7,14,7
1078,BROOKLYN,2019,1,0,6,5
1078,BROOKLYN,2020,0,0,7,7
1078,BROOKLYN,2021,1,0,9,8
1078,BROOKLYN,2022,0,0,3,3
1078,BROOKLYN,2023,0,0,5,5
108,BROOKLYN,2009,6,1,31,24
108,BROOKLYN,2010,3,0,15,12
108,BROOKLYN,2011,4,1,35,30
108,BROOKLYN,2012,4,0,12,8
108,BROOKLYN,2013,5,0,19,14
108,BROOKLYN,2014,3,0,14,11
108,BROOKLYN,2015,2,5,20,13
108,BROOKLYN,2016,3,3,22,16
108,BROOKLYN,2017,2,0,20,18
108,BROOKLYN,2018,13,0,33,20
108,BROOKLYN,2019,3,4,21,14
108,BROOKLYN,2020,5,0,17,12
108,BROOKLYN,2021,0,0,4,4
108,BROOKLYN,2022,0,0,8,8
108,BROOKLYN,2023,0,0,4,4
108,MANHATTAN,2009,2,2,90,86
108,MANHATTAN,2010,6,0,101,95
108,MANHATTAN,2011,5,0,106,101
108,MANHATTAN,2012,2,9,109,98
108,MANHATTAN,2013,2,0,138,136
108,MANHATTAN,2014,3,0,129,126
108,MANHATTAN,2015,6,6,165,153
108,MANHATTAN,2016,5,0,125,120
108,MANHATTAN,2017,0,0,97,97
108,MANHATTAN,2018,0,0,120,120
108,MANHATTAN,2019,1,0,54,53
108,MANHATTAN,2020,0,0,26,26
108,MANHATTAN,2021,0,0,7,7
108,MANHATTAN,2022,0,0,1,1
108,QUEENS,2009,1,0,16,15
108,QUEENS,2010,0,1,8,7
108,QUEENS,2011,0,0,5,5
108,QUEENS,2012,0,1,5,4
108,QUEENS,2013,0,0,5,5
108,QUEENS,2014,0,0,7,7
108,QUEENS,2015,1,0,10,9
108,QUEENS,2016,0,0,4,4
108,QUEENS,2017,0,3,10,7
108,QUEENS,2018,1,0,8,7
108,QUEENS,2019,2,0,9,7
108,QUEENS,2020,0,2,7,5
108,QUEENS,2021,0,1,10,9
108,QUEENS,2022,0,0,4,4
108,QUEENS,2023,0,0,2,2
1085,QUEENS,2009,3,2,6,1
1085,QUEENS,2010,0,0,5,5
1085,QUEENS,2011,4,0,8,4
1085,QUEENS,2012,1,0,1,0
1085,QUEENS,2013,0,0,2,2
1085,QUEENS,2014,2,0,4,2
1085,QUEENS,2015,3,1,7,3
1085,QUEENS,2016,2,0,10,8
1085,QUEENS,2017,0,1,6,5
1085,QUEENS,2018,1,0,6,5
1085,QUEENS,2019,0,0,7,7
1085,QUEENS,2020,2,0,11,9
1085,QUEENS,2021,0,0,7,7
1085,QUEENS,2022,0,0,5,5
109,MANHATTAN,2009,4,1,229,224
109,MANHATTAN,2010,7,1,208,200
109,MANHATTAN,2011,3,4,237,230
109,MANHATTAN,2012,14,0,307,293
109,MANHATTAN,2013,6,11,291,274
109,MANHATTAN,2014,6,0,312,306
109,MANHATTAN,2015,4,0,261,257
109,MANHATTAN,2016,2,16,263,245
109,MANHATTAN,2017,7,0,236,229
109,MANHATTAN,2018,6,1,196,189
109,MANHATTAN,2019,4,0,142,138
109,MANHATTAN,2020,3,0,63,60
109,MANHATTAN,2021,0,0,2,2
109,MANHATTAN,2022,0,0,1,1
1093,QUEENS,2009,1,4,12,7
1093,QUEENS,2010,2,4,24,18
1093,QUEENS,2011,4,0,17,13
1093,QUEENS,2012,2,2,16,12
1093,QUEENS,2013,2,2,11,7
1093,QUEENS,2014,2,5,12,5
1093,QUEENS,2015,3,4,18,11
1093,QUEENS,2016,3,0,11,8
1093,QUEENS,2017,3,1,33,29
1093,QUEENS,2018,2,3,10,5
1093,QUEENS,2019,0,5,17,12
1093,QUEENS,2020,1,5,18,12
1093,QUEENS,2021,0,14,34,20
1093,QUEENS,2022,0,0,10,10
1093,QUEENS,2023,0,0,4,4
1097,QUEENS,2009,6,0,14,8
1097,QUEENS,2010,4,0,7,3
1097,QUEENS,2011,3,0,7,4
1097,QUEENS,2012,0,1,8,7
1097,QUEENS,2013,0,1,7,6
1097,QUEENS,2014,0,0,4,4
1097,QUEENS,2015,1,1,9,7
1097,QUEENS,2016,2,0,4,2
1097,QUEENS,2017,3,0,17,14
1097,QUEENS,2018,3,3,9,3
1097,QUEENS,2019,0,1,5,4
1097,QUEENS,2020,1,0,9,8
1097,QUEENS,2021,0,0,13,13
1097,QUEENS,2022,0,0,3,3
1097,QUEENS,2023,0,0,2,2
1098,BROOKLYN,2009,2,0,13,11
1098,BROOKLYN,2010,0,0,8,8
1098,BROOKLYN,2011,1,0,3,2
1098,BROOKLYN,2012,0,1,9,8
1098,BROOKLYN,2013,0,8,23,15
1098,BROOKLYN,2014,1,6,19,12
1098,BROOKLYN,2015,1,1,26,24
1098,BROOKLYN,2016,0,0,15,15
1098,BROOKLYN,2017,1,2,13,10
1098,BROOKLYN,2018,0,5,26,21
1098,BROOKLYN,2019,0,0,6,6
1098,BROOKLYN,2020,0,0,11,11
1098,BROOKLYN,2021,0,0,5,5
1098,BROOKLYN,2022,0,0,14,14
1098,BROOKLYN,2023,0,0,4,4
1099,QUEENS,2009,3,3,13,7
1099,QUEENS,2010,0,0,9,9
1099,QUEENS,2011,1,1,13,11
1099,QUEENS,2012,0,0,2,2
1099,QUEENS,2013,1,0,6,5
1099,QUEENS,2014,1,0,8,7
1099,QUEENS,2015,0,1,6,5
1099,QUEENS,2016,1,0,9,8
1099,QUEENS,2017,3,0,13,10
1099,QUEENS,2018,4,0,15,11
1099,QUEENS,2019,1,0,12,11
1099,QUEENS,2020,0,0,6,6
1099,QUEENS,2021,0,0,5,5
1099,QUEENS,2022,0,0,3,3
1099,QUEENS,2023,0,0,1,1
11,BROOKLYN,2009,6,0,36,30
11,BROOKLYN,2010,1,0,34,33
11,BROOKLYN,2011,6,0,56,50
11,BROOKLYN,2012,0,0,53,53
11,BROOKLYN,2013,3,0,60,57
11,BROOKLYN,2014,11,0,107,96
11,BROOKLYN,2015,1,0,85,84
11,BROOKLYN,2016,2,0,36,34
11,BROOKLYN,2017,2,0,67,65
11,BROOKLYN,2018,3,0,102,99
11,BROOKLYN,2019,3,0,34,31
11,BROOKLYN,2020,2,7,36,27
11,BROOKLYN,2021,0,0,1,1
11,BROOKLYN,2022,0,0,1,1
11,BROOKLYN,2023,1,0,1,0
11,STATEN ISLAND,2009,2,0,5,3
11,STATEN ISLAND,2010,0,15,28,13
11,STATEN ISLAND,2011,1,2,12,9
11,STATEN ISLAND,2012,0,0,3,3
11,STATEN ISLAND,2013,1,0,5,4
11,STATEN ISLAND,2014,1,0,5,4
11,STATEN ISLAND,2015,1,5,17,11
11,STATEN ISLAND,2016,2,4,21,15
11,STATEN ISLAND,2017,2,2,19,15
11,STATEN ISLAND,2018,0,4,16,12
11,STATEN ISLAND,2019,5,0,12,7
11,STATEN ISLAND,2020,0,1,13,12
11,STATEN ISLAND,2021,0,0,10,10
11,STATEN ISLAND,2022,0,0,8,8
11,STATEN ISLAND,2023,1,0,7,6
110,BRONX,2009,0,4,4,0
110,BRONX,2010,0,0,2,2
110,BRONX,2012,0,0,5,5
110,BRONX,2015,0,1,3,2
110,BRONX,2016,0,0,2,2
110,BRONX,2017,0,1,3,2
110,BRONX,2018,0,0,2,2
110,BRONX,2022,0,0,2,2
110,BROOKLYN,2009,2,0,3,1
110,BROOKLYN,2010,3,0,11,8
110,BROOKLYN,2011,1,0,7,6
110,BROOKLYN,2012,0,0,11,11
110,BROOKLYN,2013,0,0,5,5
110,BROOKLYN,2014,0,2,12,10
110,BROOKLYN,2015,0,2,15,13
110,BROOKLYN,2016,0,6,20,14
110,BROOKLYN,2017,1,0,6,5
110,BROOKLYN,2018,6,1,16,9
110,BROOKLYN,2019,0,0,13,13
110,BROOKLYN,2020,1,0,18,17
110,BROOKLYN,2023,0,0,1,1
110,MANHATTAN,2009,0,0,62,62
110,MANHATTAN,2010,1,0,48,47
110,MANHATTAN,2011,3,0,65,62
110,MANHATTAN,2012,21,2,128,105
110,MANHATTAN,2013,5,1,71,65
110,MANHATTAN,2014,15,4,113,94
110,MANHATTAN,2015,10,8,119,101
110,MANHATTAN,2016,14,5,115,96
110,MANHATTAN,2017,6,4,104,94
110,MANHATTAN,2018,5,3,78,70
110,MANHATTAN,2019,1,0,27,26
110,MANHATTAN,2020,2,0,36,34
110,MANHATTAN,2021,0,0,2,2
110,QUEENS,2009,1,0,3,2
110,QUEENS,2010,1,2,15,12
110,QUEENS,2011,3,0,4,1
110,QUEENS,2012,0,1,5,4
110,QUEENS,2013,1,0,3,2
110,QUEENS,2014,1,0,2,1
110,QUEENS,2015,0,0,8,8
110,QUEENS,2016,0,0,8,8
110,QUEENS,2017,1,0,9,8
110,QUEENS,2018,2,0,16,14
110,QUEENS,2019,5,0,16,11
110,QUEENS,2020,0,1,10,9
110,QUEENS,2021,0,0,2,2
110,QUEENS,2022,0,0,4,4
110,QUEENS,2023,0,0,5,5
1104,BROOKLYN,2009,2,0,13,11
1104,BROOKLYN,2010,5,1,18,12
1104,BROOKLYN,2011,0,0,17,17
1104,BROOKLYN,2012,0,2,19,17
1104,BROOKLYN,2013,4,2,17,11
1104,BROOKLYN,2014,2,0,26,24
1104,BROOKLYN,2015,1,1,16,14
1104,BROOKLYN,2016,0,0,29,29
1104,BROOKLYN,2017,3,1,23,19
1104,BROOKLYN,2018,2,11,27,14
1104,BROOKLYN,2019,2,0,18,16
1104,BROOKLYN,2020,1,0,18,17
1104,BROOKLYN,2021,0,0,9,9
1104,BROOKLYN,2022,0,0,6,6
1104,BROOKLYN,2023,0,0,9,9
1106,BROOKLYN,2010,0,0,8,8
1106,BROOKLYN,2011,0,0,3,3
1106,BROOKLYN,2012,0,1,2,1
1106,BROOKLYN,2013,0,9,16,7
1106,BROOKLYN,2014,0,7,25,18
1106,BROOKLYN,2015,0,0,11,11
1106,BROOKLYN,2016,0,0,24,24
1106,BROOKLYN,2017,0,0,12,12
1106,BROOKLYN,2019,0,0,2,2
1106,BROOKLYN,2020,0,0,2,2
111,MANHATTAN,2009,2,0,61,59
111,MANHATTAN,2010,6,0,73,67
111,MANHATTAN,2011,7,1,67,59
111,MANHATTAN,2012,5,0,87,82
111,MANHATTAN,2013,4,14,83,65
111,MANHATTAN,2014,0,22,139,117
111,MANHATTAN,2015,1,1,90,88
111,MANHATTAN,2016,3,7,115,105
111,MANHATTAN,2017,0,3,110,107
111,MANHATTAN,2018,3,0,59,56
111,MANHATTAN,2019,0,4,50,46
111,MANHATTAN,2020,5,0,21,16
111,MANHATTAN,2021,0,0,7,7
111,MANHATTAN,2022,0,0,3,3
111,MANHATTAN,2023,1,0,2,1
111,QUEENS,2009,2,2,7,3
111,QUEENS,2011,0,0,6,6
111,QUEENS,2012,1,0,2,1
111,QUEENS,2013,0,0,7,7
111,QUEENS,2014,0,0,6,6
111,QUEENS,2015,2,0,2,0
111,QUEENS,2016,1,0,8,7
111,QUEENS,2017,0,1,11,10
111,QUEENS,2018,0,0,10,10
111,QUEENS,2019,2,0,5,3
111,QUEENS,2020,3,0,6,3
111,QUEENS,2022,0,0,1,1
111,QUEENS,2023,0,0,2,2
1110,BROOKLYN,2009,0,0,1,1
1110,BROOKLYN,2010,0,0,14,14
1110,BROOKLYN,2011,0,0,6,6
1110,BROOKLYN,2012,0,0,1,1
1110,BROOKLYN,2013,0,0,1,1
1110,BROOKLYN,2014,0,0,4,4
1110,BROOKLYN,2015,0,0,20,20
1113,QUEENS,2009,0,7,11,4
1113,QUEENS,2010,0,1,10,9
1113,QUEENS,2011,1,0,7,6
1113,QUEENS,2012,2,1,13,10
1113,QUEENS,2013,3,3,8,2
1113,QUEENS,2014,2,2,9,5
1113,QUEENS,2015,3,7,18,8
1113,QUEENS,2016,4,2,13,7
1113,QUEENS,2017,2,0,7,5
1113,QUEENS,2018,2,1,15,12
1113,QUEENS,2019,1,0,17,16
1113,QUEENS,2020,1,1,8,6
1113,QUEENS,2021,0,2,10,8
1113,QUEENS,2022,0,0,4,4
1113,QUEENS,2023,0,0,5,5
1116,BROOKLYN,2009,0,1,1,0
1116,BROOKLYN,2010,0,0,4,4
1116,BROOKLYN,2011,1,0,8,7
1116,BROOKLYN,2012,0,0,11,11
1116,BROOKLYN,2013,2,0,19,17
1116,BROOKLYN,2014,0,1,10,9
1116,BROOKLYN,2015,3,1,24,20
1116,BROOKLYN,2016,2,0,17,15
1116,BROOKLYN,2017,0,0,34,34
1116,BROOKLYN,2018,0,0,9,9
1116,BROOKLYN,2019,0,0,7,7
1116,BROOKLYN,2020,2,3,16,11
1116,BROOKLYN,2021,0,0,14,14
1116,BROOKLYN,2022,0,0,6,6
1116,BROOKLYN,2023,0,0,6,6
1118,BROOKLYN,2009,0,0,2,2
1118,BROOKLYN,2011,0,0,2,2
1118,BROOKLYN,2013,0,0,3,3
1118,BROOKLYN,2014,0,0,5,5
1118,BROOKLYN,2015,0,2,5,3
1118,BROOKLYN,2016,0,2,7,5
1118,BROOKLYN,2017,0,0,18,18
1118,BROOKLYN,2018,0,0,11,11
1118,BROOKLYN,2019,0,0,11,11
1118,BROOKLYN,2020,3,0,11,8
1118,BROOKLYN,2021,0,0,9,9
1118,BROOKLYN,2022,0,0,6,6
1118,BROOKLYN,2023,0,0,5,5
112,BROOKLYN,2009,2,0,18,16
112,BROOKLYN,2010,1,0,6,5
112,BROOKLYN,2011,2,0,10,8
112,BROOKLYN,2012,0,0,15,15
112,BROOKLYN,2013,0,14,17,3
112,BROOKLYN,2014,2,7,28,19
112,BROOKLYN,2015,3,2,28,23
112,BROOKLYN,2016,0,1,28,27
112,BROOKLYN,2017,3,6,26,17
112,BROOKLYN,2018,9,0,20,11
112,BROOKLYN,2019,0,0,6,6
112,BROOKLYN,2020,1,4,11,6
112,BROOKLYN,2021,0,0,2,2
112,BROOKLYN,2022,0,0,4,4
112,BROOKLYN,2023,0,0,1,1
112,QUEENS,2009,0,0,7,7
112,QUEENS,2010,0,0,4,4
112,QUEENS,2011,1,0,3,2
112,QUEENS,2012,1,0,6,5
112,QUEENS,2013,5,0,16,11
112,QUEENS,2014,0,0,7,7
112,QUEENS,2015,6,0,27,21
112,QUEENS,2016,2,0,3,1
112,QUEENS,2017,0,0,3,3
112,QUEENS,2018,2,0,14,12
112,QUEENS,2019,0,0,2,2
112,QUEENS,2020,0,0,6,6
112,QUEENS,2021,0,0,1,1
112,QUEENS,2023,0,0,3,3
1120,BROOKLYN,2009,1,0,8,7
1120,BROOKLYN,2010,0,0,1,1
1120,BROOKLYN,2011,1,0,2,1
1120,BROOKLYN,2012,0,0,1,1
1120,BROOKLYN,2013,0,0,1,1
1120,BROOKLYN,2014,0,0,6,6
1120,BROOKLYN,2015,1,0,5,4
1120,BROOKLYN,2016,0,1,5,4
1120,BROOKLYN,2017,0,0,8,8
1120,BROOKLYN,2018,1,0,14,13
1120,BROOKLYN,2019,0,1,7,6
1120,BROOKLYN,2020,0,0,10,10
1120,BROOKLYN,2021,0,0,7,7
1120,BROOKLYN,2022,0,0,2,2
11201,MANHATTAN,2009,1,0,92,91
11201,MANHATTAN,2010,2,0,108,106
11201,MANHATTAN,2011,9,0,111,102
11201,MANHATTAN,2012,3,0,102,99
11201,MANHATTAN,2013,2,0,132,130
11201,MANHATTAN,2014,0,0,134,134
11201,MANHATTAN,2015,3,0,113,110
11201,MANHATTAN,2016,14,1,132,117
11201,MANHATTAN,2017,0,7,70,63
11201,MANHATTAN,2018,1,0,67,66
11201,MANHATTAN,2019,1,0,52,51
11201,MANHATTAN,2020,3,0,38,35
11201,MANHATTAN,2021,2,0,8,6
11201,MANHATTAN,2023,0,0,7,7
11201,STATEN ISLAND,2009,4,2,23,17
11201,STATEN ISLAND,2010,2,11,30,17
11201,STATEN ISLAND,2011,1,5,21,15
11201,STATEN ISLAND,2012,1,43,55,11
11201,STATEN ISLAND,2013,1,7,37,29
11201,STATEN ISLAND,2014,2,11,51,38
11201,STATEN ISLAND,2015,3,4,54,47
11201,STATEN ISLAND,2016,3,15,55,37
11201,STATEN ISLAND,2017,1,4,27,22
11201,STATEN ISLAND,2018,5,7,29,17
11201,STATEN ISLAND,2019,2,6,15,7
11201,STATEN ISLAND,2020,6,3,21,12
11201,STATEN ISLAND,2021,0,0,15,15
11201,STATEN ISLAND,2022,0,0,13,13
11201,STATEN ISLAND,2023,0,0,5,5
11202,MANHATTAN,2009,4,0,105,101
11202,MANHATTAN,2010,2,0,184,182
11202,MANHATTAN,2011,1,10,194,183
11202,MANHATTAN,2012,0,0,166,166
11202,MANHATTAN,2013,0,0,200,200
11202,MANHATTAN,2014,0,1,147,146
11202,MANHATTAN,2015,0,6,182,176
11202,MANHATTAN,2016,10,0,178,168
11202,MANHATTAN,2017,0,0,145,145
11202,MANHATTAN,2018,3,0,104,101
11202,MANHATTAN,2019,12,0,93,81
11202,MANHATTAN,2020,2,0,62,60
11202,MANHATTAN,2021,0,0,10,10
11202,STATEN ISLAND,2009,0,4,23,19
11202,STATEN ISLAND,2010,0,9,24,15
11202,STATEN ISLAND,2011,0,8,22,14
11202,STATEN ISLAND,2012,3,14,30,13
11202,STATEN ISLAND,2013,2,15,37,20
11202,STATEN ISLAND,2014,1,17,59,41
11202,STATEN ISLAND,2015,3,28,72,41
11202,STATEN ISLAND,2016,4,53,131,74
11202,STATEN ISLAND,2017,0,21,56,35
11202,STATEN ISLAND,2018,9,9,44,26
11202,STATEN ISLAND,2019,7,5,33,21
11202,STATEN ISLAND,2020,5,3,46,38
11202,STATEN ISLAND,2021,0,2,63,61
11202,STATEN ISLAND,2022,0,0,15,15
11202,STATEN ISLAND,2023,2,0,6,4
11203,MANHATTAN,2009,0,0,81,81
11203,MANHATTAN,2010,1,0,85,84
11203,MANHATTAN,2011,0,0,123,123
11203,MANHATTAN,2012,3,0,106,103
11203,MANHATTAN,2013,4,0,113,109
11203,MANHATTAN,2014,4,0,134,130
11203,MANHATTAN,2015,2,0,123,121
11203,MANHATTAN,2016,1,0,93,92
11203,MANHATTAN,2017,2,7,100,91
11203,MANHATTAN,2018,1,0,78,77
11203,MANHATTAN,2019,2,0,60,58
11203,MANHATTAN,2020,2,0,42,40
11203,MANHATTAN,2021,0,0,2,2
11203,MANHATTAN,2022,1,0,2,1
1122,BROOKLYN,2009,0,0,4,4
1122,BROOKLYN,2010,0,0,1,1
1122,BROOKLYN,2011,4,1,8,3
1122,BROOKLYN,2012,0,0,2,2
1122,BROOKLYN,2013,0,0,7,7
1122,BROOKLYN,2014,0,0,3,3
1122,BROOKLYN,2015,0,1,7,6
1122,BROOKLYN,2016,0,0,13,13
1122,BROOKLYN,2017,0,2,11,9
1122,BROOKLYN,2018,0,0,13,13
1122,BROOKLYN,2019,0,4,11,7
1122,BROOKLYN,2020,0,0,5,5
1122,BROOKLYN,2021,0,0,8,8
1122,BROOKLYN,2022,0,0,3,3
1122,BROOKLYN,2023,0,0,1,1
1123,QUEENS,2009,2,2,19,15
1123,QUEENS,2010,3,0,10,7
1123,QUEENS,2011,0,0,16,16
1123,QUEENS,2012,2,1,22,19
1123,QUEENS,2013,1,0,27,26
1123,QUEENS,2014,2,0,23,21
1123,QUEENS,2015,1,0,19,18
1123,QUEENS,2016,7,0,26,19
1123,QUEENS,2017,3,0,25,22
1123,QUEENS,2018,4,3,27,20
1123,QUEENS,2019,1,2,14,11
1123,QUEENS,2020,0,3,17,14
1123,QUEENS,2021,1,0,8,7
1123,QUEENS,2022,0,0,2,2
1123,QUEENS,2023,0,0,2,2
1124,BROOKLYN,2009,0,0,6,6
1124,BROOKLYN,2010,7,0,17,10
1124,BROOKLYN,2011,0,0,4,4
1124,BROOKLYN,2012,0,0,2,2
1124,BROOKLYN,2013,0,0,3,3
1124,BROOKLYN,2014,0,2,9,7
1124,BROOKLYN,2015,1,0,8,7
1124,BROOKLYN,2016,1,0,34,33
1124,BROOKLYN,2017,1,1,17,15
1124,BROOKLYN,2018,0,0,13,13
1124,BROOKLYN,2019,0,0,13,13
1124,BROOKLYN,2020,0,3,13,10
1124,BROOKLYN,2021,0,0,11,11
1124,BROOKLYN,2022,0,0,2,2
1124,BROOKLYN,2023,0,0,3,3
1126,BROOKLYN,2009,0,0,4,4
1126,BROOKLYN,2010,0,0,5,5
1126,BROOKLYN,2011,2,0,11,9
1126,BROOKLYN,2012,0,0,7,7
1126,BROOKLYN,2013,0,6,14,8
1126,BROOKLYN,2014,0,0,6,6
1126,BROOKLYN,2015,2,0,23,21
1126,BROOKLYN,2016,0,0,10,10
1126,BROOKLYN,2017,0,0,3,3
1126,BROOKLYN,2018,0,0,11,11
1126,BROOKLYN,2019,1,0,5,4
1126,BROOKLYN,2020,0,0,1,1
1126,BROOKLYN,2021,0,0,1,1
1126,BROOKLYN,2022,0,0,6,6
1126,BROOKLYN,2023,0,0,4,4
1128,BROOKLYN,2010,1,0,13,12
1128,BROOKLYN,2011,2,0,7,5
1128,BROOKLYN,2012,0,0,12,12
1128,BROOKLYN,2013,0,0,10,10
1128,BROOKLYN,2014,1,2,21,18
1128,BROOKLYN,2015,0,1,3,2
1128,BROOKLYN,2016,1,3,14,10
1128,BROOKLYN,2017,0,0,20,20
1128,BROOKLYN,2018,1,1,6,4
1128,BROOKLYN,2019,1,9,23,13
1128,BROOKLYN,2020,0,0,9,9
1128,BROOKLYN,2021,0,0,14,14
1128,BROOKLYN,2022,0,0,8,8
1128,BROOKLYN,2023,0,0,7,7
1129,QUEENS,2009,2,1,5,2
1129,QUEENS,2010,0,0,5,5
1129,QUEENS,2011,0,0,11,11
1129,QUEENS,2012,2,0,8,6
1129,QUEENS,2013,1,0,4,3
1129,QUEENS,2014,2,0,6,4
1129,QUEENS,2015,2,1,9,6
1129,QUEENS,2016,3,0,9,6
1129,QUEENS,2017,0,0,11,11
1129,QUEENS,2018,1,1,13,11
1129,QUEENS,2019,4,0,14,10
1129,QUEENS,2020,0,0,3,3
1129,QUEENS,2021,0,0,1,1
1129,QUEENS,2022,0,0,2,2
1129,QUEENS,2023,0,0,3,3
113,MANHATTAN,2009,7,1,241,233
113,MANHATTAN,2010,3,0,303,300
113,MANHATTAN,2011,12,7,259,240
113,MANHATTAN,2012,3,5,238,230
113,MANHATTAN,2013,7,1,324,316
113,MANHATTAN,2014,5,2,343,336
113,MANHATTAN,2015,14,9,383,360
113,MANHATTAN,2016,12,0,403,391
113,MANHATTAN,2017,3,0,329,326
113,MANHATTAN,2018,16,0,359,343
113,MANHATTAN,2019,8,0,146,138
113,MANHATTAN,2020,4,0,71,67
113,MANHATTAN,2023,0,0,3,3
113,QUEENS,2009,0,0,26,26
113,QUEENS,2010,0,0,23,23
113,QUEENS,2011,2,0,29,27
113,QUEENS,2012,1,0,11,10
113,QUEENS,2013,2,0,15,13
113,QUEENS,2014,1,0,26,25
113,QUEENS,2015,0,0,24,24
113,QUEENS,2016,3,0,26,23
113,QUEENS,2017,1,4,22,17
113,QUEENS,2018,1,6,30,23
113,QUEENS,2019,1,0,9,8
113,QUEENS,2020,6,0,12,6
113,QUEENS,2022,0,0,2,2
